operation,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,input_size,hidden_size,batch_size,time_step
h_Gates_t3,0,1139,5.8368001133203504e-05,67108864,0.00032937151999083843,0.00018567931521573655,9.356124068226647e-05,5.013096409283542e-05,4,448,256,128,3
Gates_t3,0,1139,0.00020172800123691558,117440512,0.00035139271667309035,0.00019801182507350745,9.988033768198405e-05,5.3500553917598834e-05,4,448,256,128,3
Activations_t3,0,1139,4.812800139188767e-05,131072,0.00037271369152230404,0.00020958266766868405,0.00010624458610671277,5.6886437746907215e-05,4,448,256,128,3
Cell Update_t3,0,1139,5.529600009322166e-05,65536,0.00039460154785789605,0.0002219265664358261,0.00011247429692380975,6.0200684498260224e-05,4,448,256,128,3
Hidden Update_t3,0,1139,3.686400130391121e-05,65536,0.0004180372381651743,0.00023552574397456283,0.0001188905028901054,6.362099130050604e-05,4,448,256,128,3
h_Gates_t0,0,1139,0.00017817600071430207,104857600,5.111084147738387e-07,0.0,3.864219758047821e-07,1.246864389690566e-07,4,448,320,128,0
Gates_t0,0,1139,0.00035942399501800537,146800640,2.3683298611815007e-05,1.3587510863999341e-05,6.613890568885929e-06,3.481897178929736e-06,4,448,320,128,0
Activations_t0,0,1139,0.00018636800348758697,163840,4.68746563320462e-05,2.715641059936047e-05,1.2862741956850762e-05,6.855503775834965e-06,4,448,320,128,0
Cell Update_t0,0,1139,0.00020172800123691558,81920,6.682514248768173e-05,3.745197440352399e-05,1.9135009752439293e-05,1.0238158331718443e-05,4,448,320,128,0
Hidden Update_t0,0,1139,0.00019251200556755067,81920,8.878681692717458e-05,4.976837314529803e-05,2.54078539373764e-05,1.3610589844500142e-05,4,448,320,128,0
h_Gates_t1,0,1139,0.00013414399325847626,104857600,0.00011221329600062769,6.335116177780264e-05,3.181765989855069e-05,1.704447432427435e-05,4,448,320,128,1
Gates_t1,0,1139,0.00022732800245285034,146800640,0.00013559173300466717,7.693867265246013e-05,3.8183319991075965e-05,2.046974036113106e-05,4,448,320,128,1
Activations_t1,0,1139,7.680000364780426e-05,163840,0.00015542352983038588,8.723590311632279e-05,4.438802023260923e-05,2.3799606481453834e-05,4,448,320,128,1
Cell Update_t1,0,1139,8.499199897050858e-05,81920,0.00017734664955083076,9.958535743592734e-05,5.064282190311159e-05,2.7118470211791806e-05,4,448,320,128,1
Hidden Update_t1,0,1139,3.993599861860275e-05,81920,0.00020073718653423656,0.00011317870164972987,5.7014750056207444e-05,3.0543734828299204e-05,4,448,320,128,1
h_Gates_t2,0,1139,8.396799862384797e-05,104857600,0.0002240367407492313,0.00012677176808040258,6.333134233169925e-05,3.393363033712942e-05,4,448,320,128,2
Gates_t2,0,1139,0.00019251200556755067,146800640,0.00024405070633063097,0.00013707260964679335,6.965227072176956e-05,3.7325825962068013e-05,4,448,320,128,2
Activations_t2,0,1139,4.5056000351905825e-05,163840,0.00026597481329645426,0.00014942734176059957,7.587915431438684e-05,4.0668317221467774e-05,4,448,320,128,2
Cell Update_t2,0,1139,6.348799914121628e-05,81920,0.0002893294105271582,0.00016302290818970278,8.223856662413227e-05,4.4067935713323045e-05,4,448,320,128,2
Hidden Update_t2,0,1139,4.710400104522705e-05,81920,0.00030900729262735,0.00017332819421156387,8.83423142849062e-05,4.733678413087988e-05,4,448,320,128,2
h_Gates_t3,0,1139,0.0002457599937915802,104857600,0.0003331573522339311,0.0001869145939714656,9.520349477384459e-05,5.1039263488620866e-05,4,448,320,128,3
Gates_t3,0,1139,0.00017817600071430207,146800640,0.0003554460975879698,0.00019925488161121052,0.00010168345384669718,5.450776213006208e-05,4,448,320,128,3
Activations_t3,0,1139,0.00019456000626087187,163840,0.00037897984694956505,0.000212849059156639,0.00010816153514026962,5.796925265265642e-05,4,448,320,128,3
Cell Update_t3,0,1139,6.553599983453751e-05,81920,0.00040248071745583886,0.00022644157003171017,0.00011459784806709325,6.144129935703543e-05,4,448,320,128,3
Hidden Update_t3,0,1139,4.812800139188767e-05,81920,0.0004260702650842923,0.00024003185868082255,0.00012111497300301179,6.492343340045795e-05,4,448,320,128,3
h_Gates_t0,0,1139,0.00017612800002098083,150994944,5.303789692935064e-07,0.0,4.0933449413360634e-07,1.2104447515990008e-07,4,448,384,128,0
Gates_t0,0,1139,0.00038502401113510134,176160768,2.3742740502194032e-05,1.3582788639610044e-05,6.663453941868104e-06,3.4964979207158826e-06,4,448,384,128,0
Activations_t0,0,1139,0.0001894399970769882,196608,4.376765076595192e-05,2.3886685774243688e-05,1.296983620919373e-05,6.911128782514499e-06,4,448,384,128,0
Cell Update_t0,0,1139,0.00020889599621295928,98304,6.748416814981339e-05,3.7473918862218625e-05,1.95375075744365e-05,1.0472741713158258e-05,4,448,384,128,0
Hidden Update_t0,0,1139,0.00018432000279426574,98304,8.922983457649377e-05,4.981476207177593e-05,2.5645362182940244e-05,1.3769710321777583e-05,4,448,384,128,0
h_Gates_t1,0,1139,0.00021196800470352174,150994944,0.00011263242316653014,6.338338403821808e-05,3.2022766173748184e-05,1.7226272954563863e-05,4,448,384,128,1
Gates_t1,0,1139,0.00019251200556755067,176160768,0.00013476089957292653,7.572200501826387e-05,3.839684321745116e-05,2.0642051337211483e-05,4,448,384,128,1
Activations_t1,0,1139,4.710400104522705e-05,196608,0.0001561968459753207,8.729590316747249e-05,4.483291003296551e-05,2.4068032774882703e-05,4,448,384,128,1
Cell Update_t1,0,1139,8.499199897050858e-05,98304,0.00018014415131584815,0.00010088813626651927,5.156410069569184e-05,2.7691914353637028e-05,4,448,384,128,1
Hidden Update_t1,0,1139,6.348799914121628e-05,98304,0.00020220758595715894,0.00011322620169096353,5.7897773540403936e-05,3.108361072579146e-05,4,448,384,128,1
h_Gates_t2,0,1139,6.656000018119811e-05,150994944,0.00022524959004153658,0.00012680954589328053,6.407043208963865e-05,3.436961205861738e-05,4,448,384,128,2
Gates_t2,0,1139,0.00020172800123691558,176160768,0.00024493387202101965,0.0001371262208103019,7.017161113724319e-05,3.76360400734745e-05,4,448,384,128,2
Activations_t2,0,1139,6.0416001826524736e-05,196608,0.0002671099136223968,0.00014950011960124243,7.655019762899638e-05,4.1059596392157896e-05,4,448,384,128,2
Cell Update_t2,0,1139,5.632000043988228e-05,98304,0.00029044035971574985,0.00016307735268128454,8.290866493799055e-05,4.4454342096474675e-05,4,448,384,128,2
Hidden Update_t2,0,1139,4.915200173854828e-05,98304,0.00031371722102557233,0.00017666791910642132,8.921692054014458e-05,4.7832381379006337e-05,4,448,384,128,2
h_Gates_t3,0,1139,5.7344000786542894e-05,150994944,0.00033425080533187505,0.00018697237179310378,9.586705724914067e-05,5.141137628963048e-05,4,448,384,128,3
Gates_t3,0,1139,0.0002109439969062805,176160768,0.0003561296438497539,0.00019931460389344124,0.00010207995027500597,5.473508968130656e-05,4,448,384,128,3
Activations_t3,0,1139,3.891199827194214e-05,196608,0.00037915330799189595,0.00021291517033006357,0.00010821751129616152,5.802062636567073e-05,4,448,384,128,3
Cell Update_t3,0,1139,4.915200173854828e-05,98304,0.0004011473867348523,0.0002252412912966406,0.00011454498774702854,6.136110769118302e-05,4,448,384,128,3
Hidden Update_t3,0,1139,4.915200173854828e-05,98304,0.0004223771497490675,0.00023680380054713623,0.0001208420200068715,6.473132919505967e-05,4,448,384,128,3
h_Gates_t0,0,1139,0.0001812479943037033,205520896,1.7761987931786539e-06,1.2483343319047435e-06,4.094444942242398e-07,1.184199670496705e-07,4,448,448,128,0
Gates_t0,0,1139,0.00037990400195121764,205520896,2.368367989300987e-05,1.3580566431414809e-05,6.614716958436469e-06,3.48839650315859e-06,4,448,448,128,0
Activations_t0,0,1139,0.0001894399970769882,229376,4.710106690216725e-05,2.715946617470877e-05,1.3006213738297329e-05,6.935386989161152e-06,4,448,448,128,0
Cell Update_t0,0,1139,0.00020787200331687927,114688,7.050171187962404e-05,4.0747254825390655e-05,1.9381083282634e-05,1.0373373771599375e-05,4,448,448,128,0
Hidden Update_t0,0,1139,0.00018636800348758697,114688,9.454067036491715e-05,5.432476568856259e-05,2.6156691758669713e-05,1.4059212917684842e-05,4,448,448,128,0
h_Gates_t1,0,1139,0.00021401600539684294,205520896,0.00011253344185366875,6.338171737496623e-05,3.196466668282591e-05,1.7187057795876615e-05,4,448,448,128,1
Gates_t1,0,1139,0.00032767999172210693,205520896,0.00013602965086416583,7.696922825317642e-05,3.840877794922173e-05,2.0651644661767676e-05,4,448,448,128,1
Activations_t1,0,1139,4.812800139188767e-05,229376,0.00015994797131633318,9.056479467872691e-05,4.512552026705429e-05,2.425765637055197e-05,4,448,448,128,1
Cell Update_t1,0,1139,8.089599758386612e-05,114688,0.0001835653936005062,0.0001041553611038637,5.1663269108361866e-05,2.774676338828063e-05,4,448,448,128,1
Hidden Update_t1,0,1139,5.8368001133203504e-05,114688,0.0002058796756300993,0.00011647953763471719,5.8188141828254686e-05,3.1211996167127415e-05,4,448,448,128,1
h_Gates_t2,0,1139,7.27040022611618e-05,205520896,0.00022690823502082602,0.0001280559357823563,6.435414176105252e-05,3.449815747741719e-05,4,448,448,128,2
Gates_t2,0,1139,0.00018636800348758697,205520896,0.00024961697380936055,0.00014039539009758073,7.110851216454456e-05,3.8113071547235224e-05,4,448,448,128,2
Activations_t2,0,1139,4.300799965858459e-05,229376,0.0002725132411830287,0.00015399540098215425,7.715763172605819e-05,4.136020847481624e-05,4,448,448,128,2
Cell Update_t2,0,1139,5.529600009322166e-05,114688,0.0002921326668946045,0.0001643184647939222,8.322062740978315e-05,4.459357469089916e-05,4,448,448,128,2
Hidden Update_t2,0,1139,5.7344000786542894e-05,114688,0.0003143977690278083,0.0001766662524502749,8.967393562797979e-05,4.805758094955364e-05,4,448,448,128,2
h_Gates_t3,0,1139,7.680000364780426e-05,205520896,0.000337467814029502,0.00019025126332294917,9.586273807901929e-05,5.1353812627533584e-05,4,448,448,128,3
Gates_t3,0,1139,0.00016281600296497346,205520896,0.0003606250561583343,0.0002038690519867714,0.00010209714084431516,5.465886332724773e-05,4,448,448,128,3
Activations_t3,0,1139,5.0175998359918594e-05,229376,0.0003803392318821297,0.00021417711578664012,0.00010823608742213404,5.792602867335557e-05,4,448,448,128,3
Cell Update_t3,0,1139,6.860800087451935e-05,114688,0.00040207925069650404,0.00022651073676982492,0.0001143635356574222,6.120497826925693e-05,4,448,448,128,3
Hidden Update_t3,0,1139,4.5056000351905825e-05,114688,0.00042549492900984063,0.00024011130320644725,0.00012076173744264822,6.462188836074516e-05,4,448,448,128,3
h_Gates_t0,0,1139,0.00019251200556755067,268435456,5.804050350257574e-07,0.0,4.3170423425203247e-07,1.4870080077372486e-07,4,448,512,128,0
Gates_t0,0,1139,0.000364544004201889,234881024,2.3881778996573364e-05,1.354334417058567e-05,6.776744310280081e-06,3.5616905157076136e-06,4,448,512,128,0
Activations_t0,0,1139,0.00019968000054359437,262144,4.7380149069334585e-05,2.713029947187806e-05,1.321896113071555e-05,7.030888466740972e-06,4,448,512,128,0
Cell Update_t0,0,1139,0.0002908160090446472,131072,6.999947495864639e-05,3.944280933154687e-05,1.9902495921984495e-05,1.0654169705115025e-05,4,448,512,128,0
Hidden Update_t0,0,1139,0.00022835199534893035,131072,8.966123611465323e-05,4.975559535580487e-05,2.597847383831696e-05,1.392716692053139e-05,4,448,512,128,0
h_Gates_t1,0,1139,0.00026931199431419375,268435456,0.00011306157686131218,6.333838400252034e-05,3.236602422613307e-05,1.7357168632658757e-05,4,448,512,128,1
Gates_t1,0,1139,0.0003102720081806183,234881024,0.00013598557661759637,7.690839485618994e-05,3.843864547311594e-05,2.063853628829046e-05,4,448,512,128,1
Activations_t1,0,1139,7.16800019145012e-05,262144,0.00015607502464891628,8.721895866159457e-05,4.4788101941564164e-05,2.406796404575752e-05,4,448,512,128,1
Cell Update_t1,0,1139,5.3247999399900436e-05,131072,0.00018000305947161665,0.00010080035841042445,5.151914843750868e-05,2.768355262368351e-05,4,448,512,128,1
Hidden Update_t1,0,1139,3.481600061058998e-05,131072,0.0002021161029804605,0.00011313397939360925,5.7889906867443323e-05,3.109221671940791e-05,4,448,512,128,1
h_Gates_t2,0,1139,6.758400052785873e-05,268435456,0.0002259593209993463,0.00012671954581477962,6.460191057037698e-05,3.463786461418968e-05,4,448,512,128,2
Gates_t2,0,1139,0.00016486400365829467,234881024,0.0002494705105212054,0.0001403045566910066,7.106307296152452e-05,3.810288086867425e-05,4,448,512,128,2
Activations_t2,0,1139,4.812800139188767e-05,262144,0.00027278991476119296,0.00015392623425469765,7.741303387482149e-05,4.145064663167384e-05,4,448,512,128,2
Cell Update_t2,0,1139,5.0175998359918594e-05,131072,0.00029294927667453975,0.00016422235359669912,8.382970595260074e-05,4.489721712523991e-05,4,448,512,128,2
Hidden Update_t2,0,1139,4.095999896526337e-05,131072,0.0003147712541176485,0.00017655125234483648,9.002012312715225e-05,4.819987864565979e-05,4,448,512,128,2
h_Gates_t3,0,1139,8.191999793052673e-05,268435456,0.00033790593086958226,0.0001901670965800406,9.621691030679922e-05,5.1521923982742454e-05,4,448,512,128,3
Gates_t3,0,1139,0.00016076800227165223,234881024,0.0003580946535702721,0.0002004498825733947,0.00010266375129760336,5.4981019699274094e-05,4,448,512,128,3
Activations_t3,0,1139,4.5056000351905825e-05,262144,0.0003800521130580199,0.00021278739244934286,0.00010892057880306123,5.834414180561584e-05,4,448,512,128,3
Cell Update_t3,0,1139,7.475200295448303e-05,131072,0.0004037462769346654,0.00022640073667545835,0.00011548147321843814,6.186406704076895e-05,4,448,512,128,3
Hidden Update_t3,0,1139,3.7888001650571824e-05,131072,0.0004274255089316761,0.00023998713643180736,0.00012205465458808937,6.53837179117794e-05,4,448,512,128,3
h_Gates_t0,0,1139,0.00017919999361038207,339738624,1.7420709616323343e-06,1.2497232191321928e-06,3.6389084666788724e-07,1.2845689583225425e-07,4,448,576,128,0
Gates_t0,0,1139,0.00037376001477241517,264241152,2.378675817053577e-05,1.3561677512541337e-05,6.6748972843569745e-06,3.5501833736374605e-06,4,448,576,128,0
Activations_t0,0,1139,0.00019456000626087187,294912,4.7375523156145716e-05,2.7165577275667374e-05,1.3163459975203823e-05,7.046485905274521e-06,4,448,576,128,0
Cell Update_t0,0,1139,0.00022323200106620788,147456,7.085196837380283e-05,4.0724477024411954e-05,1.958899483784672e-05,1.053849651154417e-05,4,448,576,128,0
Hidden Update_t0,0,1139,0.00019251200556755067,147456,9.307871363996835e-05,5.307559801082107e-05,2.6002077190533275e-05,1.4001038438614008e-05,4,448,576,128,0
h_Gates_t1,0,1139,0.00020479999482631684,339738624,0.00011449231765842626,6.463227392572435e-05,3.2392853136483345e-05,1.7467190596218567e-05,4,448,576,128,1
Gates_t1,0,1139,0.00032153600454330446,264241152,0.000136836918021699,7.694200599317469e-05,3.8927448641932e-05,2.0967463386592313e-05,4,448,576,128,1
Activations_t1,0,1139,6.348799914121628e-05,294912,0.0001603945837439101,9.055646132694051e-05,4.538388491818861e-05,2.4454237498780974e-05,4,448,576,128,1
Cell Update_t1,0,1139,8.396799862384797e-05,147456,0.00018425753375079794,0.0001041350833048682,5.207281943599932e-05,2.8049631009930395e-05,4,448,576,128,1
Hidden Update_t1,0,1139,4.300799965858459e-05,147456,0.00020758883676228588,0.00011775870531494093,5.83958586610929e-05,3.143427278625204e-05,4,448,576,128,1
h_Gates_t2,0,1139,7.27040022611618e-05,339738624,0.00022784271853900539,0.0001280892691326585,6.4873639121092e-05,3.487981028525488e-05,4,448,576,128,2
Gates_t2,0,1139,0.00016998399794101716,264241152,0.0002502110148697685,0.00014042427900307075,7.140622156937525e-05,3.8380514297322525e-05,4,448,576,128,2
Activations_t2,0,1139,6.656000018119811e-05,294912,0.00027422325881011443,0.00015403123432733423,7.81627361412492e-05,4.2029288341531e-05,4,448,576,128,2
Cell Update_t2,0,1139,5.3247999399900436e-05,147456,0.0002974508392130647,0.0001676165229760329,8.443401671382432e-05,4.540029952320747e-05,4,448,576,128,2
Hidden Update_t2,0,1139,4.5056000351905825e-05,147456,0.00032110488362574864,0.00018122347830740182,9.098122111825084e-05,4.890018420009601e-05,4,448,576,128,2
h_Gates_t3,0,1139,7.27040022611618e-05,339738624,0.00034473461308443806,0.00019480960028772643,9.751087495308251e-05,5.241413784362914e-05,4,448,576,128,3
Gates_t3,0,1139,0.00016281600296497346,264241152,0.0003650253557698515,0.00020511349742236007,0.00010400765153938552,5.5904206808105944e-05,4,448,576,128,3
Activations_t3,0,1139,4.198399931192398e-05,294912,0.0003875222137598116,0.00021747350730549897,0.00011060490237273755,5.94438040815751e-05,4,448,576,128,3
Cell Update_t3,0,1139,8.089599758386612e-05,147456,0.00041110423597912917,0.000231053240391077,0.00011711705174911966,6.29339438389325e-05,4,448,576,128,3
Hidden Update_t3,0,1139,3.3792000263929365e-05,147456,0.0004347790806499966,0.000244664084618762,0.0001236697025467923,6.644529348444229e-05,4,448,576,128,3
h_Gates_t0,0,1139,0.00017510400712490083,419430400,5.057710991279449e-07,0.0,3.8662530929892136e-07,1.191457898290236e-07,4,448,640,128,0
Gates_t0,0,1139,0.00037273600697517394,293601280,2.396479638726538e-05,1.3577233090700247e-05,6.804814888291405e-06,3.582748408273728e-06,4,448,640,128,0
Activations_t0,0,1139,0.00020172800123691558,327680,4.4229834606043455e-05,2.387668576986357e-05,1.3269774504701473e-05,7.083374331478406e-06,4,448,640,128,0
Cell Update_t0,0,1139,0.0002242559939622879,163840,6.643650077067773e-05,3.6201973408367394e-05,1.9672854349380396e-05,1.0561673012929941e-05,4,448,640,128,0
Hidden Update_t0,0,1139,0.00018329599499702454,163840,9.001599718647346e-05,4.977726204558053e-05,2.6175115662297258e-05,1.4063619478595673e-05,4,448,640,128,0
h_Gates_t1,0,1139,0.00021196800470352174,419430400,0.00011350200020671954,6.335782846988991e-05,3.259661968838673e-05,1.7547552048442902e-05,4,448,640,128,1
Gates_t1,0,1139,0.0003184640109539032,293601280,0.00013709763109641623,7.693506154993202e-05,3.911368129092159e-05,2.1048888255562635e-05,4,448,640,128,1
Activations_t1,0,1139,4.300799965858459e-05,327680,0.00016081923896944344,9.051923908032222e-05,4.570336656266414e-05,2.4596633326457094e-05,4,448,640,128,1
Cell Update_t1,0,1139,5.7344000786542894e-05,163840,0.00018136771363383495,0.00010082619177609331,5.2358551331252966e-05,2.8182970526488706e-05,4,448,640,128,1
Hidden Update_t1,0,1139,4.300799965858459e-05,163840,0.00020343250451463642,0.00011315897942054676,5.8701938350403e-05,3.1571586743686684e-05,4,448,640,128,1
h_Gates_t2,0,1139,6.656000018119811e-05,419430400,0.00022667019642631507,0.00012675954585361637,6.497628309209535e-05,3.493436748060337e-05,4,448,640,128,2
Gates_t2,0,1139,0.00017510400712490083,293601280,0.00025083951662741786,0.00014034177894473032,7.185846887561732e-05,3.863926880707024e-05,4,448,640,128,2
Activations_t2,0,1139,3.993599861860275e-05,327680,0.0002740813447901523,0.00015394706760218924,7.813925167801921e-05,4.1995025509943875e-05,4,448,640,128,2
Cell Update_t2,0,1139,7.27040022611618e-05,163840,0.0002944536690835627,0.00016424818695170984,8.468250607928437e-05,4.5522976052568544e-05,4,448,640,128,2
Hidden Update_t2,0,1139,4.710400104522705e-05,163840,0.0003182598400873355,0.00017782903115559634,9.134855780101002e-05,4.9082251130729176e-05,4,448,640,128,2
h_Gates_t3,0,1139,5.632000043988228e-05,419430400,0.00034098376828281524,0.0001901640410260086,9.810688654100265e-05,5.2712840715803993e-05,4,448,640,128,3
Gates_t3,0,1139,0.0001955839991569519,293601280,0.0003646572981657102,0.00020376571856672854,0.0001046608978953166,5.623068170366509e-05,4,448,640,128,3
Activations_t3,0,1139,4.6080000698566435e-05,327680,0.00038797155656860455,0.0002173415627630959,0.00011101622881291243,5.961376499259623e-05,4,448,640,128,3
Cell Update_t3,0,1139,7.065600156784058e-05,163840,0.0004116404932238367,0.00023093129586015948,0.00011760389241637342,6.310530494730382e-05,4,448,640,128,3
Hidden Update_t3,0,1139,4.198399931192398e-05,163840,0.00043517735661140596,0.0002445082511677299,0.00012407761287312313,6.659149257055296e-05,4,448,640,128,3
h_Gates_t0,0,1139,0.00019148799777030944,4194304,5.170761129557638e-07,0.0,3.637127909709645e-07,1.5336332198479925e-07,4,512,64,128,0
Gates_t0,0,1139,0.0003860479891300201,33554432,2.407822447127298e-05,1.3589455317486454e-05,6.8457063098935e-06,3.6430628438930238e-06,4,512,64,128,0
Activations_t0,0,1139,0.00019763199985027314,32768,4.7670747453099695e-05,2.7165021734276706e-05,1.3357669019459922e-05,7.1480566993630645e-06,4,512,64,128,0
Cell Update_t0,0,1139,0.0002109439969062805,16384,7.120473568320348e-05,4.073003259108532e-05,1.983704336962211e-05,1.0637659722496044e-05,4,512,64,128,0
Hidden Update_t0,0,1139,0.0001884160041809082,16384,8.98025803698069e-05,4.979059539067521e-05,2.6038700275387086e-05,1.3973284703744609e-05,4,512,64,128,0
h_Gates_t1,0,1139,0.00020889599621295928,4194304,0.00011302077930555784,6.338393960092503e-05,3.2279948046160314e-05,1.73568916584725e-05,4,512,64,128,1
Gates_t1,0,1139,0.00035225600004196167,33554432,0.0001360251891611028,7.694950600267703e-05,3.840576878014635e-05,2.0669914378279434e-05,4,512,64,128,1
Activations_t1,0,1139,4.403200000524521e-05,32768,0.0001597246030780409,9.053812798853755e-05,4.498932543587665e-05,2.4197149653626712e-05,4,512,64,128,1
Cell Update_t1,0,1139,6.143999844789505e-05,16384,0.00017843192841209473,9.958063522574889e-05,5.1283657971337195e-05,2.756763521500867e-05,4,512,64,128,1
Hidden Update_t1,0,1139,3.481600061058998e-05,16384,0.000201597633735587,0.00011316536831884605,5.752652879896427e-05,3.090573661777672e-05,4,512,64,128,1
h_Gates_t2,0,1139,4.710400104522705e-05,4194304,0.0002248744186603254,0.00012676037918879501,6.382662578348266e-05,3.428741368804776e-05,4,512,64,128,2
Gates_t2,0,1139,0.0001884160041809082,33554432,0.0002468476552432221,0.0001390965001668576,7.009816857848992e-05,3.765298649787461e-05,4,512,64,128,2
Activations_t2,0,1139,5.7344000786542894e-05,32768,0.0002670423894534518,0.00014939623062915075,7.6527818999984e-05,4.111833982431709e-05,4,512,64,128,2
Cell Update_t2,0,1139,6.860800087451935e-05,16384,0.00029092569508216,0.00016298485261145856,8.322620046979576e-05,4.471464200090574e-05,4,512,64,128,2
Hidden Update_t2,0,1139,4.300799965858459e-05,16384,0.0003142335960766796,0.00017658041904411448,8.957722527283378e-05,4.807595175973137e-05,4,512,64,128,2
h_Gates_t3,0,1139,5.0175998359918594e-05,4194304,0.00033752621445234677,0.00019017015214117805,9.589394477065027e-05,5.1462117540518486e-05,4,512,64,128,3
Gates_t3,0,1139,0.00017510400712490083,33554432,0.0003576606832791982,0.00020047988260785132,0.00010230687906765974,5.487392160368715e-05,4,512,64,128,3
Activations_t3,0,1139,4.6080000698566435e-05,32768,0.00038018228758718265,0.00021281155914820715,0.00010894858549213328,5.842214294684224e-05,4,512,64,128,3
Cell Update_t3,0,1139,5.8368001133203504e-05,16384,0.00040418338558754016,0.0002264207366877713,0.00011570971173436272,6.205293716540616e-05,4,512,64,128,3
Hidden Update_t3,0,1139,4.6080000698566435e-05,16384,0.00042773064148757093,0.0002400110253439891,0.00012219451108886475,6.552510505471709e-05,4,512,64,128,3
h_Gates_t0,0,1139,0.00018636800348758697,16777216,4.899781439965321e-07,0.0,3.5221028176803115e-07,1.3776786222850092e-07,4,512,128,128,0
Gates_t0,0,1139,0.0003543039858341217,67108864,2.4065140114548166e-05,1.3588066430259005e-05,6.84407491970216e-06,3.632998764586999e-06,4,512,128,128,0
Activations_t0,0,1139,0.0001955839991569519,65536,4.649743747891737e-05,2.590529850365897e-05,1.341236100766037e-05,7.179777967598029e-06,4,512,128,128,0
Cell Update_t0,0,1139,0.00019865599274635314,32768,6.683578679888945e-05,3.622030675032306e-05,1.9918169545633455e-05,1.0697310502932921e-05,4,512,128,128,0
Hidden Update_t0,0,1139,0.00018534399569034577,32768,9.039245881170546e-05,4.980365095619277e-05,2.6385697497432505e-05,1.4203110358080177e-05,4,512,128,128,0
h_Gates_t1,0,1139,0.00021503999829292298,16777216,0.00011400535394350499,6.338532848459977e-05,3.289858020773424e-05,1.7721445251170964e-05,4,512,128,128,1
Gates_t1,0,1139,0.00032358399033546447,67108864,0.00013806465090591068,7.695200600821295e-05,3.972068733208104e-05,2.13919575656167e-05,4,512,128,128,1
Activations_t1,0,1139,5.0175998359918594e-05,65536,0.00016176467142383193,9.056035022325659e-05,4.6277381744098955e-05,2.49269394564764e-05,4,512,128,128,1
Cell Update_t1,0,1139,5.222399905323982e-05,32768,0.00018544459216546748,0.00010414313886641935,5.28502239468126e-05,2.8451229352235543e-05,4,512,128,128,1
Hidden Update_t1,0,1139,3.3792000263929365e-05,32768,0.00020615522109976005,0.00011520870327785815,5.913144313844914e-05,3.1815074683452774e-05,4,512,128,128,1
h_Gates_t2,0,1139,6.860800087451935e-05,16777216,0.00022799849950771975,0.00012679149031669112,6.580255125311109e-05,3.540445793791755e-05,4,512,128,128,2
Gates_t2,0,1139,0.00017510400712490083,67108864,0.00025150315858021106,0.0001403787234117715,7.225712697232333e-05,3.8867308196116217e-05,4,512,128,128,2
Activations_t2,0,1139,5.0175998359918594e-05,65536,0.0002748140989983027,0.000153974012068403,7.8591677317736e-05,4.2248409612163665e-05,4,512,128,128,2
Cell Update_t2,0,1139,5.222399905323982e-05,32768,0.00029810031709523075,0.00016756013405228032,8.491025320592725e-05,4.562992983702319e-05,4,512,128,128,2
Hidden Update_t2,0,1139,4.915200173854828e-05,32768,0.00031934499316395076,0.0001786373651313511,9.152424127489064e-05,4.918338675770906e-05,4,512,128,128,2
h_Gates_t3,0,1139,6.656000018119811e-05,16777216,0.0003411575794301728,0.00019021654106410324,9.817957437693089e-05,5.2761463989138714e-05,4,512,128,128,3
Gates_t3,0,1139,0.00017203199863433837,67108864,0.00036485692048240914,0.00020380738526526443,0.0001047507168560613,5.629881836108342e-05,4,512,128,128,3
Activations_t3,0,1139,4.5056000351905825e-05,65536,0.00038863530611734943,0.00021739628502359665,0.00011137512271113849,5.9863898382614285e-05,4,512,128,128,3
Cell Update_t3,0,1139,6.246399879455566e-05,32768,0.0004124878182619127,0.00023098157367229533,0.00011806202722732407,6.34442173622933e-05,4,512,128,128,3
Hidden Update_t3,0,1139,4.5056000351905825e-05,32768,0.00043623169273112635,0.0002445774178916338,0.0001246796558547576,6.697461898473494e-05,4,512,128,128,3
h_Gates_t0,0,1139,0.0001812479943037033,37748736,4.936625717925252e-07,0.0,3.747369664566444e-07,1.1892560533588078e-07,4,512,192,128,0
Gates_t0,0,1139,0.0004003840088844299,100663296,2.4183973358640706e-05,1.357528863366042e-05,6.930871378025769e-06,3.6778133469545164e-06,4,512,192,128,0
Activations_t0,0,1139,0.0002027519941329956,98304,4.774975911401566e-05,2.7154743943214044e-05,1.3396789050756745e-05,7.198226120044865e-06,4,512,192,128,0
Cell Update_t0,0,1139,0.0002242559939622879,49152,7.145617703495915e-05,4.0726977029947875e-05,1.998282931958261e-05,1.0746370685428658e-05,4,512,192,128,0
Hidden Update_t0,0,1139,0.00019148799777030944,49152,9.469842567391553e-05,5.430171010445406e-05,2.6258598229084683e-05,1.4138117340376784e-05,4,512,192,128,0
h_Gates_t1,0,1139,0.00022118400037288665,37748736,0.00011540039264152923,6.53683856270959e-05,3.252284712936763e-05,1.7509159885065695e-05,4,512,192,128,1
Gates_t1,0,1139,0.00033587199449539186,100663296,0.0001370089990020459,7.692978375928305e-05,3.902715983281329e-05,2.1052055409949555e-05,4,512,192,128,1
