operation,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,input_size,hidden_size,batch_size,time_step
Hidden Update_t1,8,76767,0.000419840008020401,49152000,7.634095028675534e-05,4.573225881543408e-05,2.0807024978940214e-05,9.801666492381042e-06,4,640,12800,1920,1
h_Gates_t2,0,76767,0.019451904296875,2516582400000,8.410087608047627e-05,5.0403095880113824e-05,2.2894321093219804e-05,1.0803459107142634e-05,4,640,12800,1920,2
Gates_t2,0,76767,0.0020387840270996095,125829120000,9.209773113893959e-05,5.5179766363266936e-05,2.510688119659963e-05,1.1811083579073014e-05,4,640,12800,1920,2
Activations_t2,10,76767,0.000711679995059967,98304000,0.00010026557602890413,6.022088151169669e-05,2.7228478171653333e-05,1.2816216345554099e-05,4,640,12800,1920,2
Cell Update_t2,10,76767,0.0006748160123825073,49152000,0.00010851505508104706,6.491810749054139e-05,2.9622048975397938e-05,1.3974898615107734e-05,4,640,12800,1920,2
Hidden Update_t2,1,76767,0.0004116480052471161,49152000,0.0001181324567956455,7.09372789700069e-05,3.203892257556333e-05,1.5156255250075267e-05,4,640,12800,1920,2
h_Gates_t3,1,76767,0.019494911193847657,2516582400000,0.00012637767195318943,7.558311602196e-05,3.445524478639739e-05,1.6339311144832058e-05,4,640,12800,1920,3
Gates_t3,10,76767,0.0020439040660858152,125829120000,0.0001359682276808877,8.187450994512346e-05,3.671363437088445e-05,1.7380083364879784e-05,4,640,12800,1920,3
Activations_t3,10,76767,0.000719871997833252,98304000,0.00014275708096314724,8.557229068628658e-05,3.880196437488137e-05,1.838282590197929e-05,4,640,12800,1920,3
Cell Update_t3,1,76767,0.0006615039706230163,49152000,0.00015062264923399417,9.024118331169007e-05,4.098069417341702e-05,1.940077174888709e-05,4,640,12800,1920,3
Hidden Update_t3,1,76767,0.00042086398601531985,49152000,0.00015844751388531246,9.491785371906758e-05,4.310881809813701e-05,2.042084206810787e-05,4,640,12800,1920,3
h_Gates_t0,5,76767,0.029895679473876953,3932160000000,3.1036414560528403e-06,2.5216686765361374e-06,4.5552341997371314e-07,1.264493595429896e-07,4,640,16000,1920,0
Gates_t0,5,76767,0.002490367889404297,157286400000,1.3558962175434607e-05,9.473063133924597e-06,2.8015700190339027e-06,1.284329022476107e-06,4,640,16000,1920,0
Activations_t0,13,76767,0.0008110079765319824,122880000,2.1783901436477002e-05,1.422445582477394e-05,5.1384788330045145e-06,2.420966778698545e-06,4,640,16000,1920,0
Cell Update_t0,13,76767,0.0007946239709854126,61440000,2.9706078100420428e-05,1.895501517168441e-05,7.317399465026986e-06,3.43366346370903e-06,4,640,16000,1920,0
Hidden Update_t0,1,76767,0.0004884479939937592,61440000,3.790473858006644e-05,2.3619741121194693e-05,9.686540527005169e-06,4.5984569318665704e-06,4,640,16000,1920,0
h_Gates_t1,1,76767,0.03207680130004883,3932160000000,4.6189654522607155e-05,2.8658356256983097e-05,1.1898842019068172e-05,5.632456246555879e-06,4,640,16000,1920,1
Gates_t1,16,76767,0.0025047039985656738,157286400000,5.716552553209954e-05,3.599475101623284e-05,1.4360044265806235e-05,6.810730250060461e-06,4,640,16000,1920,1
Activations_t1,16,76767,0.0008785920143127441,122880000,6.518443815912349e-05,4.080086596758292e-05,1.6550039628911205e-05,7.833532562629365e-06,4,640,16000,1920,1
Cell Update_t1,2,76767,0.0007874559760093689,61440000,7.322770211638666e-05,4.552003641933311e-05,1.883077728683305e-05,8.876888410220503e-06,4,640,16000,1920,1
Hidden Update_t1,2,76767,0.0004915199875831604,61440000,8.109919502258749e-05,5.022365129292439e-05,2.0978965672047807e-05,9.896578057615302e-06,4,640,16000,1920,1
h_Gates_t2,8,76767,0.0323768310546875,3932160000000,8.681945148407962e-05,5.28114311393324e-05,2.3100694036097547e-05,1.090732630864968e-05,4,640,16000,1920,2
Gates_t2,8,76767,0.0024832000732421876,157286400000,9.564785937674475e-05,5.843421341111821e-05,2.5280068001817422e-05,1.193357796380912e-05,4,640,16000,1920,2
Activations_t2,9,76767,0.0008775680065155029,122880000,0.00010611346731643437,6.5305885573963e-05,2.7695089100498787e-05,1.3112492641972593e-05,4,640,16000,1920,2
Cell Update_t2,9,76767,0.0008007680177688598,61440000,0.0001143750459243361,6.997366709526887e-05,3.009989602434154e-05,1.430148280472569e-05,4,640,16000,1920,2
Hidden Update_t2,1,76767,0.00048640000820159913,61440000,0.00012225343132746933,7.470422643152119e-05,3.223515717699519e-05,1.5314047718952948e-05,4,640,16000,1920,2
h_Gates_t3,1,76767,0.03211980819702148,3932160000000,0.00013004974090122273,7.934173014234602e-05,3.436974471799628e-05,1.633826604088044e-05,4,640,16000,1920,3
Gates_t3,17,76767,0.0025026559829711913,157286400000,0.00014026008311538574,8.608784664687619e-05,3.674215356036796e-05,1.7430082908141606e-05,4,640,16000,1920,3
Activations_t3,17,76767,0.0008765439987182618,122880000,0.00015234152024850504,9.41397975360303e-05,3.942930987675631e-05,1.877241283571843e-05,4,640,16000,1920,3
Cell Update_t3,1,76767,0.0007925760149955749,61440000,0.0001603578285531936,9.885091241201849e-05,4.170016419343834e-05,1.980675194773677e-05,4,640,16000,1920,3
Hidden Update_t3,1,76767,0.0004853760004043579,61440000,0.00016612502885801685,0.00010144397004552275,4.384572479877399e-05,2.0835334013720107e-05,4,640,16000,1920,3
h_Gates_t0,0,76767,0.04319539260864258,5662310400000,5.212271963742505e-07,0.0,3.642722358630692e-07,1.569549605111812e-07,4,640,19200,1920,0
Gates_t0,24,76767,0.002968575954437256,188743680000,1.326408558930654e-05,9.090285043811264e-06,2.8452633873200014e-06,1.328537158175275e-06,4,640,19200,1920,0
Activations_t0,24,76767,0.0009871360063552857,147456000,2.18600863910894e-05,1.40780668118623e-05,5.2705961609202535e-06,2.5114234183068464e-06,4,640,19200,1920,0
Cell Update_t0,2,76767,0.0009215999841690063,73728000,2.9864166027571364e-05,1.8760015002783348e-05,7.517702958601555e-06,3.5864480661864635e-06,4,640,19200,1920,0
Hidden Update_t0,2,76767,0.0005570560097694397,73728000,3.775696191061654e-05,2.3433907625047823e-05,9.707210821320112e-06,4.615843464248606e-06,4,640,19200,1920,0
h_Gates_t1,1,76767,0.047526912689208986,5662310400000,4.5766370656883416e-05,2.8120022491862073e-05,1.1988182090539581e-05,5.658166074481763e-06,4,640,19200,1920,1
Gates_t1,25,76767,0.0029870080947875977,188743680000,5.848379055508044e-05,3.723947423495133e-05,1.4403313467086778e-05,6.8410028530423325e-06,4,640,19200,1920,1
Activations_t1,25,76767,0.0010526720285415649,147456000,6.82626626495302e-05,4.334864578581232e-05,1.6864320713668194e-05,8.04969615004969e-06,4,640,19200,1920,1
Cell Update_t1,1,76767,0.0009175040125846863,73728000,7.658202336147773e-05,4.804976065742039e-05,1.9303046831315547e-05,9.229215872741804e-06,4,640,19200,1920,1
Hidden Update_t1,1,76767,0.0005601279735565186,73728000,8.446929382831536e-05,5.275920886660401e-05,2.1448043547312107e-05,1.0262041414399258e-05,4,640,19200,1920,1
h_Gates_t2,1,76767,0.046903297424316405,5662310400000,9.107752513197178e-05,5.6136433791209583e-05,2.3637996410382335e-05,1.1303094930379878e-05,4,640,19200,1920,2
Gates_t2,23,76767,0.0029900801181793214,188743680000,0.00010317963130696727,6.498366309060088e-05,2.5850679569418755e-05,1.234528864694765e-05,4,640,19200,1920,2
Activations_t2,23,76767,0.0010547200441360473,147456000,0.00011323841127962588,7.135950152914461e-05,2.8312936816999148e-05,1.356597293348214e-05,4,640,19200,1920,2
Cell Update_t2,2,76767,0.0009226239919662476,73728000,0.00011982306570199748,7.474755979686165e-05,3.0480723273448125e-05,1.459478263168772e-05,4,640,19200,1920,2
Hidden Update_t2,2,76767,0.0005591040253639222,73728000,0.0001277503387779818,7.944256355330026e-05,3.267075224769344e-05,1.5637022976988126e-05,4,640,19200,1920,2
h_Gates_t3,1,76767,0.04736511993408203,5662310400000,0.00013575057189674447,8.414173397852664e-05,3.49296290547928e-05,1.667920886342506e-05,4,640,19200,1920,3
Gates_t3,25,76767,0.0029706239700317385,188743680000,0.00014839663353078504,9.33822969244602e-05,3.7256153971566884e-05,1.775818263475797e-05,4,640,19200,1920,3
Activations_t3,25,76767,0.0010547200441360473,147456000,0.0001583085591184504,9.962257969320376e-05,3.973064734004851e-05,1.8955332085198137e-05,4,640,19200,1920,3
Cell Update_t3,1,76767,0.0009277439713478088,73728000,0.0001649171196993548,0.0001030061935090032,4.1910224639264476e-05,2.0000701551087143e-05,4,640,19200,1920,3
Hidden Update_t3,1,76767,0.000562175989151001,73728000,0.00017455984027660727,0.00010899564274780005,4.436163660039298e-05,2.1202560928414233e-05,4,640,19200,1920,3
h_Gates_t0,0,76767,0.05982515335083008,7707033600000,6.251982378973486e-07,0.0,4.3271312394821057e-07,1.924851139491381e-07,4,640,22400,1920,0
Gates_t0,34,76767,0.0034396159648895264,220200960000,1.425333155841719e-05,9.991119100050128e-06,2.8712103525220696e-06,1.3910021058449925e-06,4,640,22400,1920,0
Activations_t0,2,76767,0.001070080041885376,172032000,2.274533167111642e-05,1.4888900803811111e-05,5.286854785036335e-06,2.569576082268972e-06,4,640,22400,1920,0
Cell Update_t0,2,76767,0.0010536960363388061,86016000,3.112120580275429e-05,1.9598071233417613e-05,7.750820089540925e-06,3.7723144797957442e-06,4,640,22400,1920,0
Hidden Update_t0,1,76767,0.0006318079829216003,86016000,3.937939544086468e-05,2.4323908345280643e-05,1.0120601429810649e-05,4.934885665773382e-06,4,640,22400,1920,0
h_Gates_t1,1,76767,0.06694092559814453,7707033600000,4.734228534029612e-05,2.902335654653143e-05,1.2333597922428371e-05,5.985330871336308e-06,4,640,22400,1920,1
Gates_t1,35,76767,0.0034795520305633547,220200960000,6.251113769969248e-05,4.037753229724217e-05,1.4884924407930576e-05,7.248680994519733e-06,4,640,22400,1920,1
Activations_t1,35,76767,0.0011847679615020752,172032000,7.005666627414513e-05,4.4693369083859125e-05,1.706431504033129e-05,8.298982149954712e-06,4,640,22400,1920,1
Cell Update_t1,1,76767,0.0010496000051498414,86016000,7.808513038777341e-05,4.939337284781686e-05,1.9323174625194856e-05,9.368582914761686e-06,4,640,22400,1920,1
Hidden Update_t1,1,76767,0.0006369280219078064,86016000,8.610915190439465e-05,5.4135321082782184e-05,2.1547543071354612e-05,1.042628775025785e-05,4,640,22400,1920,1
h_Gates_t2,32,76767,0.06672793579101563,7707033600000,9.414646852310175e-05,5.883504706361009e-05,2.382815822918067e-05,1.1483263230310982e-05,4,640,22400,1920,2
Gates_t2,32,76767,0.003556351900100708,220200960000,0.00010931405359386798,7.046338970084776e-05,2.6268452403634384e-05,1.258221148938584e-05,4,640,22400,1920,2
Activations_t2,3,76767,0.0011683839559555053,172032000,0.00011692047761106468,7.477061537031204e-05,2.8526493932287938e-05,1.3623368308464703e-05,4,640,22400,1920,2
Cell Update_t2,3,76767,0.0010526720285415649,86016000,0.00012496137285077213,7.95411747382957e-05,3.074001209199019e-05,1.468018602048625e-05,4,640,22400,1920,2
Hidden Update_t2,1,76767,0.0006287360191345215,86016000,0.00013292108460750252,8.42500673954305e-05,3.2930304122001045e-05,1.5740713090070982e-05,4,640,22400,1920,2
h_Gates_t3,1,76767,0.06675456237792969,7707033600000,0.00014262643056675833,9.023868329904872e-05,3.54389033510997e-05,1.6948843916609928e-05,4,640,22400,1920,3
Gates_t3,35,76767,0.003689471960067749,220200960000,0.00015514949557522782,9.936563503742946e-05,3.772117573247339e-05,1.8062684805325e-05,4,640,22400,1920,3
Activations_t3,35,76767,0.0012154879570007325,172032000,0.00016443760331910184,0.00010527369532553621,4.0025334798021294e-05,1.9138573195544362e-05,4,640,22400,1920,3
Cell Update_t3,1,76767,0.0010618879795074464,86016000,0.00017257714056158392,0.00011006981027250617,4.230811967980254e-05,2.0199210609275223e-05,4,640,22400,1920,3
Hidden Update_t3,1,76767,0.0006287360191345215,86016000,0.00018113170781430295,0.00011482870296930514,4.489591258337051e-05,2.140709226162732e-05,4,640,22400,1920,3
h_Gates_t0,45,76767,0.08048332977294922,10066329600000,3.125700582855674e-06,2.6636132375301713e-06,3.416227732973981e-07,1.2046457202810463e-07,4,640,25600,1920,0
Gates_t0,45,76767,0.003913727998733521,251658240000,1.8673069617398064e-05,1.3774733240268233e-05,3.311853482814136e-06,1.5864828943156955e-06,4,640,25600,1920,0
Activations_t0,2,76767,0.0012113920450210571,196608000,2.8596900724758622e-05,1.9925849276347662e-05,5.874631644144871e-06,2.7964198042660876e-06,4,640,25600,1920,0
Cell Update_t0,2,76767,0.0011796480417251586,98304000,3.671539704752072e-05,2.4721408660610678e-05,8.132651783894756e-06,3.861336603015281e-06,4,640,25600,1920,0
Hidden Update_t0,1,76767,0.0007086079716682434,98304000,4.4763534616502094e-05,2.9456412452333325e-05,1.0389850256318448e-05,4.917271907850318e-06,4,640,25600,1920,0
h_Gates_t1,1,76767,0.09255526733398438,10066329600000,5.2850187900177734e-05,3.416613843754135e-05,1.268316736874808e-05,6.000882093888305e-06,4,640,25600,1920,1
Gates_t1,48,76767,0.0038881280422210693,251658240000,6.873474875240614e-05,4.539503631662001e-05,1.5771537617218466e-05,7.568174818567674e-06,4,640,25600,1920,1
Activations_t1,48,76767,0.0013199360370635986,196608000,7.916275950024506e-05,5.2495041995115344e-05,1.8030901646931205e-05,8.636815858198513e-06,4,640,25600,1920,1
Cell Update_t1,1,76767,0.0011919360160827636,98304000,8.728304374699047e-05,5.720893465621657e-05,2.035704934118211e-05,9.717059749591798e-06,4,640,25600,1920,1
Hidden Update_t1,1,76767,0.0007106559872627258,98304000,9.538041405077775e-05,6.193254955277894e-05,2.2660428406105597e-05,1.0787436091893227e-05,4,640,25600,1920,1
h_Gates_t2,13,76767,0.09118310546875,10066329600000,0.00010340689518001122,6.660505328426325e-05,2.4940945786072928e-05,1.1860896109675052e-05,4,640,25600,1920,2
Gates_t2,13,76767,0.00401203203201294,251658240000,0.00012199258147931021,8.055256444094994e-05,2.8041730211144072e-05,1.3398286827216212e-05,4,640,25600,1920,2
Activations_t2,34,76767,0.0013250559568405151,196608000,0.00013011565839554363,8.532201269773054e-05,3.032283703602659e-05,1.447080866178651e-05,4,640,25600,1920,2
Cell Update_t2,1,76767,0.0011745280027389527,98304000,0.00013850672024787107,9.001923868012796e-05,3.280814652427324e-05,1.56793350434699e-05,4,640,25600,1920,2
Hidden Update_t2,1,76767,0.000711679995059967,98304000,0.00014648929321267292,9.475063135511164e-05,3.499886661018211e-05,1.6739795247379196e-05,4,640,25600,1920,2
h_Gates_t3,42,76767,0.09165004730224609,10066329600000,0.0001546242342744172,9.943424621283725e-05,3.732551013816126e-05,1.786447792341872e-05,4,640,25600,1920,3
Gates_t3,42,76767,0.004031487941741943,251658240000,0.00017205518351683,0.00011242397882327282,4.0338518104122544e-05,1.9292686589434643e-05,4,640,25600,1920,3
Activations_t3,6,76767,0.0013230079412460327,196608000,0.00018093734446176225,0.00011788370541410131,4.2687620538957045e-05,2.0366018508703902e-05,4,640,25600,1920,3
Cell Update_t3,6,76767,0.001183743953704834,98304000,0.00018909567962026465,0.00012269148703225596,4.4968689030477904e-05,2.14355035575308e-05,4,640,25600,1920,3
Hidden Update_t3,1,76767,0.0007229440212249755,98304000,0.00019724801486391416,0.00012746149085529623,4.727241587345818e-05,2.2514108135159757e-05,4,640,25600,1920,3
h_Gates_t0,0,76767,0.10515353393554687,12740198400000,5.138817430067711e-07,0.0,3.8751531001223957e-07,1.263664329945315e-07,4,640,28800,1920,0
Gates_t0,2,76767,0.0043489279747009274,283115520000,2.0290004568498748e-05,1.4545567196933007e-05,3.828625007341012e-06,1.915812364224728e-06,4,640,28800,1920,0
Activations_t0,59,76767,0.0013670400381088257,221184000,3.0452323244678114e-05,2.096751678593023e-05,6.336965902901948e-06,3.147840555845936e-06,4,640,28800,1920,0
Cell Update_t0,59,76767,0.0013127679824829102,110592000,3.890882141589045e-05,2.5678353885894012e-05,8.844145686421733e-06,4.386321843574709e-06,4,640,28800,1920,0
Hidden Update_t0,1,76767,0.0007720959782600402,110592000,4.947461035682061e-05,3.251252601543797e-05,1.13506768583101e-05,5.611407483072541e-06,4,640,28800,1920,0
h_Gates_t1,1,76767,0.12365414428710937,12740198400000,5.7935331983240947e-05,3.720197421230864e-05,1.3880904438045693e-05,6.852453332886615e-06,4,640,28800,1920,1
Gates_t1,0,76767,0.004551680088043213,283115520000,7.768194227366444e-05,5.126698546575881e-05,1.76198082625003e-05,8.795148545405343e-06,4,640,28800,1920,1
Activations_t1,0,76767,0.0015063040256500244,221184000,8.792321562411613e-05,5.8228657699999076e-05,1.9833546700157283e-05,9.861011223959786e-06,4,640,28800,1920,1
Cell Update_t1,63,76767,0.0013148159980773926,110592000,9.602886090190776e-05,6.293338368124068e-05,2.2138099932686797e-05,1.0957377287980285e-05,4,640,28800,1920,1
Hidden Update_t1,63,76767,0.0007895039916038513,110592000,0.00010453981804623734,6.767005414332061e-05,2.4668001123271874e-05,1.2201762779644868e-05,4,640,28800,1920,1
h_Gates_t2,1,76767,0.12242022705078125,12740198400000,0.00011262953266725993,7.236089122741873e-05,2.6973563245499734e-05,1.3295078194341475e-05,4,640,28800,1920,2
Gates_t2,12,76767,0.004645887851715088,283115520000,0.00013519043032661634,8.953534941369412e-05,3.053371942695346e-05,1.512136148596878e-05,4,640,28800,1920,2
Activations_t2,12,76767,0.0014929920434951782,221184000,0.00014380148216839892,9.465590906643229e-05,3.292940939906208e-05,1.621616370290457e-05,4,640,28800,1920,2
Cell Update_t2,51,76767,0.0013148159980773926,110592000,0.00015193165615616034,9.936591282766472e-05,3.525730737248805e-05,1.73084359560076e-05,4,640,28800,1920,2
Hidden Update_t2,51,76767,0.0007741439938545227,110592000,0.0001600926251686762,0.00010410952773654003,3.758451867870091e-05,1.8398578753435305e-05,4,640,28800,1920,2
h_Gates_t3,1,76767,0.12308377838134765,12740198400000,0.00016814296979482287,0.00010881203149892826,3.9844586597863416e-05,1.948635169803122e-05,4,640,28800,1920,3
Gates_t3,31,76767,0.0043069438934326175,283115520000,0.0001913768295920822,0.00012612565645753193,4.376724751376784e-05,2.148392562078244e-05,4,640,28800,1920,3
Activations_t3,31,76767,0.0014970879554748536,221184000,0.00019963236097480884,0.00013106121596351272,4.602567932051379e-05,2.254546569078235e-05,4,640,28800,1920,3
Cell Update_t3,32,76767,0.0013066240549087524,110592000,0.00020772214283078905,0.00013580121975564907,4.8285746961898926e-05,2.3635176113241066e-05,4,640,28800,1920,3
Hidden Update_t3,32,76767,0.0007751680016517639,110592000,0.0002158677101856944,0.00014053844577333052,5.059101658389095e-05,2.473824782847294e-05,4,640,28800,1920,3
h_Gates_t0,0,76767,0.13398220825195312,15728640000000,4.652107598736607e-07,0.0,3.4153360656003634e-07,1.2367715331362438e-07,4,640,32000,1920,0
Gates_t0,29,76767,0.0047636480331420894,314572800000,2.7734888828320544e-05,2.057196090632374e-05,4.780886046926169e-06,2.382041875070638e-06,4,640,32000,1920,0
Activations_t0,48,76767,0.001499135971069336,245760000,3.661938100180416e-05,2.57069650082542e-05,7.2978861160818455e-06,3.6145298774681125e-06,4,640,32000,1920,0
Cell Update_t0,48,76767,0.0014448640346527099,122880000,4.6851853099908616e-05,3.172141426688313e-05,1.0109992532430709e-05,5.020446300594779e-06,4,640,32000,1920,0
Hidden Update_t0,1,76767,0.0008499199748039245,122880000,5.7543144838216705e-05,3.859197531497216e-05,1.2683942924922482e-05,6.267226598322065e-06,4,640,32000,1920,0
h_Gates_t1,2,76767,0.15754342651367187,15728640000000,6.598289919370324e-05,4.364864603090268e-05,1.4965884472699104e-05,7.368368690101447e-06,4,640,32000,1920,1
Gates_t1,2,76767,0.004968448162078858,314572800000,8.744862508815923e-05,5.8320879983142504e-05,1.9457300843605738e-05,9.670444261410978e-06,4,640,32000,1920,1
Activations_t1,78,76767,0.0016435199975967406,245760000,0.00010174119967337332,6.883116617117935e-05,2.1987867590278487e-05,1.0922165911915472e-05,4,640,32000,1920,1
Cell Update_t1,78,76767,0.0014592000246047973,122880000,0.00010989745287514962,7.356116995538287e-05,2.4292823600910105e-05,1.204345931885663e-05,4,640,32000,1920,1
Hidden Update_t1,1,76767,0.0008447999954223633,122880000,0.00011801722574278212,7.829395152825214e-05,2.6575006815543825e-05,1.3148267398986144e-05,4,640,32000,1920,1
h_Gates_t2,1,76767,0.15465267944335936,15728640000000,0.00012614019628185674,8.299617750751054e-05,2.8879814214942748e-05,1.4264204559403443e-05,4,640,32000,1920,2
Gates_t2,1,76767,0.00501043176651001,314572800000,0.00014742428208946556,9.758341140297944e-05,3.3302628864304625e-05,1.6538241822181494e-05,4,640,32000,1920,2
Activations_t2,78,76767,0.0016435199975967406,245760000,0.00015967442987942907,0.00010641786290932487,3.5630297948659705e-05,1.7626269021444502e-05,4,640,32000,1920,2
Cell Update_t2,78,76767,0.0014438400268554689,122880000,0.00016779198630559642,0.00011114231113396045,3.7935732848562876e-05,1.87139423230731e-05,4,640,32000,1920,2
Hidden Update_t2,1,76767,0.000847872018814087,122880000,0.0001781090325448629,0.00011801398330035795,4.026318998830549e-05,1.9831859256199467e-05,4,640,32000,1920,2
h_Gates_t3,2,76767,0.15636480712890624,15728640000000,0.00018650379580133122,0.0001230156539691052,4.254647098159278e-05,2.0941670850633255e-05,4,640,32000,1920,3
Gates_t3,2,76767,0.004988927841186524,314572800000,0.00020800362255480042,0.00013769983238276495,4.706500404086074e-05,2.3238786131174714e-05,4,640,32000,1920,3
Activations_t3,78,76767,0.0016476160287857056,245760000,0.00022220728825426194,0.0001481276184982505,4.959467662015403e-05,2.44849931358574e-05,4,640,32000,1920,3
Cell Update_t3,78,76767,0.001462272047996521,122880000,0.00023077980603233332,0.0001528679000735167,5.216035783936349e-05,2.5751548119453147e-05,4,640,32000,1920,3
Hidden Update_t3,1,76767,0.0008447999954223633,122880000,0.0002388833820880279,0.0001576029038545812,5.444101521944432e-05,2.683946301400238e-05,4,640,32000,1920,3
h_Gates_t0,0,76767,0.0017500159740447998,209715200000,2.6557327162886124e-06,2.121112807174086e-06,3.8719753198178733e-07,1.4742237713273911e-07,4,640,3200,2560,0
Gates_t0,0,76767,0.0009123839735984803,41943040000,1.128067230015358e-05,6.896394413757889e-06,2.959774590039106e-06,1.424503296356585e-06,4,640,3200,2560,0
Activations_t0,1,76767,0.000319487988948822,32768000,2.157612468590438e-05,1.2923621444116407e-05,5.805538255538017e-06,2.846964986249956e-06,4,640,3200,2560,0
Cell Update_t0,1,76767,0.000317440003156662,16384000,3.0107665299472006e-05,1.7637236336298656e-05,8.3690239174373e-06,4.1014050457360486e-06,4,640,3200,2560,0
Hidden Update_t0,0,76767,0.00022937600314617158,16384000,3.822858094818591e-05,2.2306962289775356e-05,1.0706051342612537e-05,5.215567315798009e-06,4,640,3200,2560,0
h_Gates_t1,0,76767,0.0018329600095748902,209715200000,4.6301486261141856e-05,2.698363269715287e-05,1.2998724287860332e-05,6.319129276128646e-06,4,640,3200,2560,1
Gates_t1,1,76767,0.0008601599931716919,41943040000,5.449535162418321e-05,3.179474766312751e-05,1.527969139041019e-05,7.420912570645509e-06,4,640,3200,2560,1
Activations_t1,1,76767,0.0003123199939727783,32768000,6.263628968762692e-05,3.6516418099097336e-05,1.758397740050325e-05,8.535894188026321e-06,4,640,3200,2560,1
Cell Update_t1,0,76767,0.00032358399033546447,16384000,7.077315873182306e-05,4.121058852391002e-05,1.989879591902423e-05,9.663774288888802e-06,4,640,3200,2560,1
Hidden Update_t1,0,76767,0.0002242559939622879,16384000,8.054320285071443e-05,4.7176426633654955e-05,2.245237268410586e-05,1.0914403532953601e-05,4,640,3200,2560,1
h_Gates_t2,0,76767,0.001845247983932495,209715200000,8.86880253238823e-05,5.1861430382160734e-05,2.47799995462066e-05,1.2046595395514952e-05,4,640,3200,2560,2
Gates_t2,0,76767,0.0008611840009689331,41943040000,9.717070497535262e-05,5.6854767706226994e-05,2.7141871713481838e-05,1.3174065555643777e-05,4,640,3200,2560,2
Activations_t2,1,76767,0.0003153919875621796,32768000,0.00010543110893075576,6.164866043434358e-05,2.9479776361580716e-05,1.4302672134831448e-05,4,640,3200,2560,2
Cell Update_t2,1,76767,0.0003082239925861359,16384000,0.0001139747670557958,6.6344219742831e-05,3.20546253659024e-05,1.557592194706238e-05,4,640,3200,2560,2
Hidden Update_t2,0,76767,0.0002252800017595291,16384000,0.0001245996800938483,7.311200294424225e-05,3.463195381665264e-05,1.685572333295337e-05,4,640,3200,2560,2
h_Gates_t3,0,76767,0.0018329600095748902,209715200000,0.00013268287933201398,7.779200668167618e-05,3.691335286399103e-05,1.7977519786346734e-05,4,640,3200,2560,3
Gates_t3,0,76767,0.0008560640215873718,41943040000,0.000140939733318595,8.260451052777285e-05,3.922994305059725e-05,1.9105279740224865e-05,4,640,3200,2560,3
Activations_t3,0,76767,0.0003123199939727783,32768000,0.00014910196639546122,8.73120142941275e-05,4.155748519040631e-05,2.0232466910927384e-05,4,640,3200,2560,3
Cell Update_t3,1,76767,0.0003246079981327057,16384000,0.000157224964141562,9.199174026264245e-05,4.387229926447814e-05,2.136092461444136e-05,4,640,3200,2560,3
Hidden Update_t3,1,76767,0.00023552000522613525,16384000,0.0001653303867395689,9.667229955923062e-05,4.617677638583603e-05,2.2481310794502212e-05,4,640,3200,2560,3
h_Gates_t0,0,76767,0.005991424083709717,838860800000,1.801764586565754e-06,1.2830565765398205e-06,3.6445473600762307e-07,1.5425327401831038e-07,4,640,6400,2560,0
Gates_t0,0,76767,0.0014725120067596434,83886080000,1.0979188058952685e-05,6.536394113965116e-06,3.008456295651961e-06,1.4343376493356083e-06,4,640,6400,2560,0
Activations_t0,4,76767,0.000506879985332489,65536000,2.169359334318141e-05,1.3421677405034416e-05,5.583267244388054e-06,2.6886486937589376e-06,4,640,6400,2560,0
Cell Update_t0,0,76767,0.00048127999901771543,32768000,3.0232602521752873e-05,1.81100144800439e-05,8.158192082103992e-06,3.964395959604979e-06,4,640,6400,2560,0
Hidden Update_t0,0,76767,0.0003184640109539032,32768000,4.010400716683558e-05,2.409363038324841e-05,1.0770304727348613e-05,5.240072056238557e-06,4,640,6400,2560,0
h_Gates_t1,0,76767,0.006386688232421875,838860800000,4.8679836506272094e-05,2.878474525758179e-05,1.3380052092921025e-05,6.5150391557692805e-06,4,640,6400,2560,1
Gates_t1,0,76767,0.001439743995666504,83886080000,5.7604013388407326e-05,3.429558299217206e-05,1.568362588022336e-05,7.6248045160119085e-06,4,640,6400,2560,1
Activations_t1,4,76767,0.0004986880123615265,65536000,6.580785789933594e-05,3.9100309059847405e-05,1.796605103949458e-05,8.741497799993944e-06,4,640,6400,2560,1
Cell Update_t1,4,76767,0.0004884479939937592,32768000,7.397873745478142e-05,4.3783923914020306e-05,2.0304722910431672e-05,9.890090630329429e-06,4,640,6400,2560,1
Hidden Update_t1,0,76767,0.00031641599535942077,32768000,8.219553000078638e-05,4.848226101117348e-05,2.2678687309603263e-05,1.1034581680009623e-05,4,640,6400,2560,1
h_Gates_t2,0,76767,0.006375423908233643,838860800000,9.030109418512384e-05,5.31642091949891e-05,2.4971691088447254e-05,1.2165193901687473e-05,4,640,6400,2560,2
Gates_t2,3,76767,0.001439743995666504,83886080000,9.97262438156998e-05,5.871782475352916e-05,2.7569732055768292e-05,1.3438687006402322e-05,4,640,6400,2560,2
Activations_t2,3,76767,0.000506879985332489,65536000,0.00010942139991045419,6.480477406256568e-05,2.998822037944722e-05,1.462840546844127e-05,4,640,6400,2560,2
Cell Update_t2,1,76767,0.0004843519926071167,32768000,0.00011768720309214056,6.952727784081958e-05,3.238275757285348e-05,1.5777167678467484e-05,4,640,6400,2560,2
