operation,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,memory_access,d_model
Attention Scores,0,2275,0.0007059455990791323,6442450944,5.4868111544749244e-05,2.645679894044406e-05,2.214057693466897e-05,6.270735669636226e-06,512,6473908224,192
attention_softmax,0,2275,0.00024268800318241117,262144,9.8955670348475e-05,4.754503803283683e-05,4.0097597466940904e-05,1.1313034848697273e-05,512,6473908224,192
Attention Output,0,2757,0.0004194304019212723,6442450944,0.0001483531673550574,7.158211282174421e-05,5.994280228753656e-05,1.6828252245776664e-05,512,6473908224,192
Final Projection,1,2757,0.00013496319949626924,2415919104,0.00019028912035870264,9.202368472926992e-05,7.679493254700732e-05,2.1470503082425432e-05,512,6473908224,192
QKV Projections,0,2253,0.0007862272083759309,12884901888,1.993734355110641e-05,9.713674439382202e-06,7.9628853147478e-06,2.2607837969764076e-06,512,8631877632,256
Attention Scores,0,2317,0.0006402048051357269,8589934592,5.6465160985795884e-05,2.71835217482419e-05,2.2865173125456542e-05,6.416466112097456e-06,512,8631877632,256
attention_softmax,0,2317,0.0002443264007568359,262144,9.142977312437365e-05,4.39989240916816e-05,3.708957122718869e-05,1.0341277805503372e-05,512,8631877632,256
Attention Output,0,2767,0.00044728319644927984,8589934592,0.00013020409590664583,6.294221702276558e-05,5.2605593806663924e-05,1.4656285077216294e-05,512,8631877632,256
Final Projection,1,3359,0.00021176320016384124,4294967296,0.00017235849633444257,8.3433788970666e-05,6.958351883343695e-05,1.93411885303396e-05,512,8631877632,256
QKV Projections,0,2383,0.0008009727835655211,20132659200,2.368329761307924e-05,1.1785398314856365e-05,9.193388854704562e-06,2.7045104435183172e-06,512,10789847040,320
Attention Scores,0,2511,0.0007043071925640106,10737418240,6.280879942568148e-05,3.089141359780001e-05,2.4870203062813886e-05,7.04718276506759e-06,512,10789847040,320
attention_softmax,0,2511,0.00023019520044326782,262144,0.00010505499413508025,5.107742974814755e-05,4.193741888324151e-05,1.2040145503691164e-05,512,10789847040,320
Attention Output,1,3409,0.0004489216089248658,10737418240,0.00015064976821439275,7.353183660043782e-05,5.980376028741404e-05,1.7314171326540876e-05,512,10789847040,320
Final Projection,1,3921,0.00023797759711742403,6710886400,0.0002098691443613568,0.00010212158169622398,8.335715096344683e-05,2.4390411701686e-05,512,10789847040,320
QKV Projections,0,2585,0.0009109503984451294,28991029248,2.0954954515583215e-05,1.050906396216078e-05,8.087363580996758e-06,2.3585269724256734e-06,512,12947816448,384
Attention Scores,0,2713,0.0007258111953735351,12884901888,5.855461887101657e-05,2.8145355850739408e-05,2.3728953649815136e-05,6.680309370462036e-06,512,12947816448,384
attention_softmax,0,2713,0.00024227840006351472,262144,0.0001010809092690048,4.895592805240767e-05,4.0647919129420915e-05,1.147706208717624e-05,512,12947816448,384
Attention Output,0,3721,0.00048394240736961364,12884901888,0.0001400929975748009,6.79891655003928e-05,5.620097140518511e-05,1.5902860669223036e-05,512,12947816448,384
Final Projection,2,3977,0.0002654207944869995,9663676416,0.00018801659544396605,9.153929545320238e-05,7.536281556798207e-05,2.111448442278161e-05,512,12947816448,384
QKV Projections,0,2781,0.0008843263864517212,39460012032,1.5949212545659356e-05,7.025450059927607e-06,6.934514103161884e-06,1.9892483825698638e-06,512,15105785856,448
Attention Scores,0,2909,0.0008292351961135865,15032385536,5.8242595604739305e-05,2.7733799959861472e-05,2.3899906286576658e-05,6.60888935830118e-06,512,15105785856,448
attention_softmax,0,2909,0.00024883199930191035,262144,0.00010547952163510125,5.068998499169197e-05,4.272729729292071e-05,1.2062239350488564e-05,512,15105785856,448
Attention Output,0,4029,0.0005273599922657012,15032385536,0.00015365536972151717,7.386200352712535e-05,6.212391992131798e-05,1.7669446273073847e-05,512,15105785856,448
Final Projection,2,4541,0.00036863999962806704,13153337344,0.00020192415909012616,9.800835617994608e-05,8.084965284633656e-05,2.3066150063843542e-05,512,15105785856,448
QKV Projections,1,2983,0.0009154559850692749,51539607552,2.205892049570105e-05,1.0852453125664852e-05,8.66683643346347e-06,2.5396309365727266e-06,512,17263755264,512
Attention Scores,0,2983,0.0006221823930740355,17179869184,6.717300183331635e-05,3.295691525337929e-05,2.6647240873331224e-05,7.568845706605835e-06,512,17263755264,512
attention_softmax,0,2983,0.00024186879992485043,262144,0.00011052446334444333,5.436754349545936e-05,4.386248303440232e-05,1.2294436814581645e-05,512,17263755264,512
Attention Output,0,4215,0.000516096007823944,17179869184,0.00015783364593319839,7.711572835589209e-05,6.292942401016557e-05,1.7788493567140778e-05,512,17263755264,512
Final Projection,2,4727,0.00031129601001739503,17179869184,0.00021190073550199975,0.00010336852713734856,8.440822108207854e-05,2.4123987282572718e-05,512,17263755264,512
QKV Projections,1,3341,0.0011198464035987855,65229815808,1.9178295457358264e-05,9.052673907916642e-06,7.867097127006774e-06,2.2585244224348467e-06,512,19421724672,576
Attention Scores,0,3341,0.0006537215828895568,19327352832,6.269982072093394e-05,3.0410302105821074e-05,2.506851811035492e-05,7.221000504757951e-06,512,19421724672,576
attention_softmax,0,3341,0.0002471935957670212,262144,0.00011159472382462623,5.4409432415525316e-05,4.4539520131588246e-05,1.264577127751267e-05,512,19421724672,576
Attention Output,2,4685,0.0005218303978443146,19327352832,0.0001632215226176626,7.888834088731755e-05,6.565756419267682e-05,1.8675617537668262e-05,512,19421724672,576
Final Projection,3,4941,0.00036884480118751526,21743271936,0.00021941678155633368,0.00010701314116587924,8.751808368107784e-05,2.4885556709376657e-05,512,19421724672,576
QKV Projections,1,3535,0.0012064767837524414,80530636800,2.3432835109909443e-05,1.1187120061606493e-05,9.48194341888097e-06,2.7637716294219774e-06,512,21579694080,640
Attention Scores,0,3535,0.0006656000018119811,21474836480,6.828722862026537e-05,3.254580381337746e-05,2.77211653435802e-05,8.020259463307718e-06,512,21579694080,640
attention_softmax,0,3535,0.00025518080592155457,262144,0.00011283447631105482,5.450804360691563e-05,4.529602790345908e-05,1.3030404800680098e-05,512,21579694080,640
Attention Output,3,4991,0.0006334463953971863,21474836480,0.00016678022332375334,8.028028644773144e-05,6.709531423176243e-05,1.9404622644259488e-05,512,21579694080,640
Final Projection,2,5503,0.00040673279762268067,26843545600,0.00023933158474756297,0.00011606448174106276,9.533381510032293e-05,2.793328790617724e-05,512,21579694080,640
QKV Projections,1,3735,0.0014256128072738649,97442070528,2.8253471076755948e-05,1.4152900210717689e-05,1.0869427306646147e-05,3.2311435593921106e-06,512,23737663488,704
Attention Scores,0,3735,0.0006961151957511902,23622320128,0.00010087179989203862,4.903442811396985e-05,3.975180346808413e-05,1.2085568309984637e-05,512,23737663488,704
attention_softmax,0,3735,0.0002516992032527924,262144,0.00015158705726140917,7.361911444974112e-05,5.9906444147339694e-05,1.8061498664328345e-05,512,23737663488,704
Attention Output,2,5303,0.00045834240317344665,23622320128,0.00019976558701435845,9.697696647066323e-05,7.920328019590727e-05,2.358534034778799e-05,512,23737663488,704
Final Projection,2,5815,0.0004679680049419403,32480690176,0.00024906932294600065,0.00012153243055905705,9.84814750628954e-05,2.9055417324048266e-05,512,23737663488,704
QKV Projections,1,4015,0.0014772223949432372,115964116992,2.7441105517816873e-05,1.3837677741435073e-05,1.0414467220456731e-05,3.188960555925065e-06,512,25895632896,768
Attention Scores,0,4015,0.0006995967984199524,25769803776,7.381953332339732e-05,3.592430651977452e-05,2.909481010916334e-05,8.800416694459455e-06,512,25895632896,768
attention_softmax,0,4015,0.00025272319912910464,262144,0.0001226193023346632,5.970732554843039e-05,4.8449256037152325e-05,1.4462720749080457e-05,512,25895632896,768
Attention Output,4,5695,0.0005515264034271241,25769803776,0.0001736376958263561,8.461040102574202e-05,6.87341458761625e-05,2.029314892445154e-05,512,25895632896,768
Final Projection,2,6207,0.000549068796634674,38654705664,0.00023161448896875467,0.0001138901466752884,9.081181564939466e-05,2.6912526644071573e-05,512,25895632896,768
QKV Projections,1,4215,0.0016883712291717527,136096776192,2.3790657198315937e-05,1.1671898228371447e-05,9.393385125812263e-06,2.7253738441322275e-06,512,28053602304,832
Attention Scores,0,4215,0.000735641598701477,27917287424,7.090310174642919e-05,3.439408307386316e-05,2.8292512633991625e-05,8.216506038574393e-06,512,28053602304,832
attention_softmax,0,4215,0.0002537471979856491,262144,0.00012513284514427788,6.099032657047587e-05,4.964240132500002e-05,1.4500117248801944e-05,512,28053602304,832
Attention Output,0,5239,0.0006584319949150085,27917287424,0.00017480065448402006,8.481040118226701e-05,6.969039536338273e-05,2.029985793837027e-05,512,28053602304,832
Final Projection,3,6007,0.0006522879958152771,45365592064,0.00023452997753189232,0.00011497398086746102,9.271010489024652e-05,2.6845891774184694e-05,512,28053602304,832
QKV Projections,1,4415,0.0017907712221145629,157840048128,1.7054435157745947e-05,7.500228223733529e-06,7.4329804463793685e-06,2.121226487633052e-06,512,30211571712,896
Attention Scores,0,4415,0.0007718911886215211,30064771072,6.297830122862365e-05,2.9740801570454777e-05,2.5751783823632527e-05,7.485715834536333e-06,512,30211571712,896
attention_softmax,0,4415,0.00025456640422344206,262144,0.00012220021158453154,5.8436435638498095e-05,4.9196183245803474e-05,1.456759270022993e-05,512,30211571712,896
Attention Output,7,6319,0.0006049792051315307,30064771072,0.00017552785769413506,8.46379010425835e-05,7.012634787881112e-05,2.0763608772740403e-05,512,30211571712,896
Final Projection,2,6319,0.0006729727983474731,52613349376,0.0002189933339094452,0.00010704247452366644,8.656379008430944e-05,2.5387069301469253e-05,512,30211571712,896
QKV Projections,2,4615,0.0020197376012802124,181193932800,2.4991693075531087e-05,1.2961010364165304e-05,9.258376962251592e-06,2.7723057491141903e-06,512,32369541120,960
Attention Scores,0,4615,0.0007809023976325989,32212254720,7.799132536453563e-05,3.805241932681724e-05,3.073995942528165e-05,9.198946612436719e-06,512,32369541120,960
attention_softmax,0,4615,0.00025169920325279234,262144,0.00013475453871724256,6.561938582620997e-05,5.310673131868437e-05,1.60284215723482e-05,512,32369541120,960
Attention Output,3,6631,0.0006336511969566345,32212254720,0.00019335623986124623,9.470590909330668e-05,7.581302859481913e-05,2.283730217312041e-05,512,32369541120,960
Final Projection,2,6631,0.0006699007987976073,60397977600,0.00026234444526678847,0.00012941565908235474,0.00010221040271270201,3.0718383471731745e-05,512,32369541120,960
QKV Projections,2,4815,0.0021526527881622314,206158430208,2.507377922520086e-05,1.2195398642234068e-05,1.0024952408845292e-05,2.8534281741214984e-06,512,34527510528,1024
Attention Scores,0,4815,0.0007968768119812012,34359738368,7.666441713263973e-05,3.7154196386524065e-05,3.064748674019297e-05,8.8627340059227e-06,512,34527510528,1024
attention_softmax,0,4815,0.00024350720047950744,262144,0.00013282853300908867,6.470860732008533e-05,5.2691266708535615e-05,1.5428658980467743e-05,512,34527510528,1024
Attention Output,3,6943,0.0006617087960243226,34359738368,0.00018655650039680637,9.088618381838386e-05,7.395812405534128e-05,2.171219252308122e-05,512,34527510528,1024
Final Projection,4,6943,0.0007712767958641053,68719476736,0.0002483322861473158,0.00012191337530538248,9.752089757221194e-05,2.8898013269721287e-05,512,34527510528,1024
QKV Projections,1,5015,0.0024731648445129395,232733540352,2.1631140298701998e-05,9.931174611921278e-06,9.051788741424714e-06,2.6481769453560046e-06,512,36685479936,1088
Attention Scores,0,5015,0.0008050687909126282,36507222016,7.609530031068941e-05,3.696364068233038e-05,3.022647412560381e-05,8.905185502755225e-06,512,36685479936,1088
attention_softmax,0,5015,0.00024330240190029146,262144,0.00013076007008286887,6.318560610480972e-05,5.215400844539545e-05,1.5420455532663705e-05,512,36685479936,1088
Attention Output,0,7255,0.0007143423914909363,36507222016,0.0001850845348221278,8.920351580741226e-05,7.385743047478565e-05,2.2023588539929867e-05,512,36685479936,1088
Final Projection,6,7255,0.0008509439945220947,77577846784,0.00024172127371917696,0.00011832015021226994,9.50981508006817e-05,2.8302972706225307e-05,512,36685479936,1088
QKV Projections,2,5215,0.002641305589675903,260919263232,2.884968857473508e-05,1.3900288900714486e-05,1.1533966171610195e-05,3.4154335024104e-06,512,38843449344,1152
Attention Scores,0,5215,0.0008529919981956482,38654705664,8.726814495512241e-05,4.2863589850838935e-05,3.407705120606415e-05,1.0327503898219322e-05,512,38843449344,1152
attention_softmax,0,5215,0.0002500608056783676,262144,0.00014503151256638558,7.096822344507814e-05,5.679123776628739e-05,1.727205135502009e-05,512,38843449344,1152
Attention Output,0,7567,0.00071249920129776,38654705664,0.00020332541568487467,9.930891278457921e-05,7.975086463397405e-05,2.4265638266321407e-05,512,38843449344,1152
Final Projection,7,7567,0.0008935423970222473,86973087744,0.0002639407779753845,0.000129780881607644,0.00010286816029446296,3.12917360732776e-05,512,38843449344,1152
QKV Projections,2,5415,0.002997248029708862,290715598848,2.3000734111538086e-05,1.0950119870756225e-05,9.370583496460085e-06,2.680030744321779e-06,512,41001418752,1216
Attention Scores,0,5415,0.0008603648066520692,40802189312,8.190361503850266e-05,4.063519917707481e-05,3.1639979589740894e-05,9.628436271686942e-06,512,41001418752,1216
attention_softmax,0,5415,0.00025763840079307557,262144,0.00013801794218921685,6.776622088153773e-05,5.381667394219365e-05,1.6435047365485497e-05,512,41001418752,1216
Attention Output,0,5415,0.0007747584104537963,40802189312,0.00020426056178549733,9.981957985516487e-05,7.992742783078e-05,2.451355409955246e-05,512,41001418752,1216
Final Projection,1,5417,0.0010534911870956423,96905199616,0.0002695861967046848,0.00013164177198135007,0.00010547022609833575,3.247419862499896e-05,512,41001418752,1216
QKV Projections,3,4177,0.003065651178359985,322122547200,3.266512102811884e-05,1.668740223621512e-05,1.210707263009478e-05,3.870646161808938e-06,512,43159388160,1280
Attention Scores,0,4177,0.0009302016139030457,42949672960,0.00010022917843367188,4.994965106916993e-05,3.8103918705332476e-05,1.217560865916946e-05,512,43159388160,1280
attention_softmax,0,4177,0.00025477119982242585,262144,0.00016305704838536357,8.107556485796863e-05,6.237563967824946e-05,1.9605843849145467e-05,512,43159388160,1280
Attention Output,0,4177,0.0007802879929542543,42949672960,0.00022333042080190197,0.0001100226991262332,8.62587713958511e-05,2.704895027981769e-05,512,43159388160,1280
Final Projection,1,4177,0.0011141119956970215,107374182400,0.00028368847136266443,0.00013968944508278014,0.00010967601924074489,3.4323007039139396e-05,512,43159388160,1280
QKV Projections,2,4765,0.003529318428039551,355140108288,2.987606249962697e-05,1.426556696770831e-05,1.2086636947080493e-05,3.5238585848381666e-06,512,45317357568,1344
Attention Scores,0,4745,0.0008599551916122437,45097156608,8.67727097219262e-05,4.30560900014143e-05,3.3599569490746744e-05,1.0117050229765132e-05,512,45317357568,1344
attention_softmax,0,4745,0.0002473983973264694,262144,0.0001397673280883308,6.815572119123203e-05,5.4918678823798935e-05,1.6692928073299786e-05,512,45317357568,1344
Attention Output,0,4745,0.000837222409248352,45097156608,0.00020529297818382033,0.00010023935796894534,8.039775276259664e-05,2.4655867452278364e-05,512,45317357568,1344
Final Projection,1,4745,0.0013088767766952514,118380036096,0.0002643414891327369,0.00012843888052884722,0.00010397417973483425,3.1928428869055384e-05,512,45317357568,1344
QKV Projections,14,4401,0.0003745791971683502,7247757312,2.3175546592130136e-05,1.1247731220009882e-05,9.14547542748543e-06,2.7823399446348237e-06,1152,21790457856,128
Attention Scores,0,4401,0.0007979007959365845,21743271936,8.98195816226817e-05,4.422192426574156e-05,3.485835471999463e-05,1.0739302636945503e-05,1152,21790457856,128
attention_softmax,1,4401,0.0014469120025634766,589824,0.0001540963580153161,7.558300491012915e-05,5.9813417739585075e-05,1.8699935365601856e-05,1152,21790457856,128
Attention Output,0,4401,0.000702463984489441,21743271936,0.0002201503339174246,0.00010793008634450985,8.53556150622152e-05,2.686463251069955e-05,1152,21790457856,128
Final Projection,0,4401,0.00034181119799613953,2415919104,0.00028637852385121897,0.00013997661198033028,0.00011123728098975378,3.516463088113488e-05,1152,21790457856,128
QKV Projections,0,3105,0.0005849088072776795,16307453952,2.6033197088947714e-05,1.3317343982777175e-05,9.836515758096823e-06,2.879337348073719e-06,1152,32685686784,192
Attention Scores,0,3429,0.0011415552258491515,32614907904,0.00010026505294387605,4.936942838043024e-05,3.891256607447303e-05,1.1983058488972793e-05,1152,32685686784,192
attention_softmax,3,3903,0.0013348863840103148,589824,0.00018111986725513501,8.835518179211022e-05,7.057771368434904e-05,2.2186971778675783e-05,1152,32685686784,192
Attention Output,1,3903,0.0005857279896736145,32614907904,0.00024363668330679096,0.00011886603953357167,9.50262819654107e-05,2.974436180780862e-05,1152,32685686784,192
Final Projection,0,3903,0.00023674880266189575,5435817984,0.0003144214923951169,0.00015309434469372717,0.0001231286600028498,3.8198487698540036e-05,1152,32685686784,192
QKV Projections,0,3833,0.0016316415905952453,28991029248,2.7208652979826563e-05,1.2502176667084085e-05,1.1266977346908406e-05,3.4394989658340706e-06,1152,43580915712,256
Attention Scores,1,4541,0.001120256006717682,43486543872,9.630226455372468e-05,4.5655480965223204e-05,3.8733839820380986e-05,1.1912943768120476e-05,1152,43580915712,256
attention_softmax,1,4541,0.0012668928146362306,589824,0.00016818437176868096,8.055706444238808e-05,6.696846918584384e-05,2.0658838140449044e-05,1152,43580915712,256
Attention Output,0,4541,0.0006338560044765473,43486543872,0.00024211633859042703,0.00011598414833997594,9.648562791066259e-05,2.96465623397885e-05,1152,43580915712,256
Final Projection,1,4543,0.00025927680432796476,9663676416,0.00031536330741056796,0.00015116645426402898,0.00012562997150389717,3.856688164264171e-05,1152,43580915712,256
QKV Projections,1,3481,0.001037721586227417,45298483200,2.7887248983436898e-05,1.3590844203292817e-05,1.099775557597527e-05,3.2986492041688046e-06,1152,54476144640,320
Attention Scores,1,3805,0.001103667187690735,54358179840,9.626896902546811e-05,4.6667870665828556e-05,3.801978847136171e-05,1.1581309888277826e-05,1152,54476144640,320
attention_softmax,1,3805,0.0012894208192825317,589824,0.00016583480878671456,8.068212009888498e-05,6.535236083740188e-05,1.980032785042772e-05,1152,54476144640,320
Attention Output,1,3805,0.0009521151781082154,54358179840,0.00023843624316551552,0.00011598414834210758,9.375097577849853e-05,2.870111904490941e-05,1152,54476144640,320
Final Projection,1,3845,0.00034160640239715574,15099494400,0.00030476771304368405,0.00014854561883410612,0.00011967687818587036,3.654521602370755e-05,1152,54476144640,320
QKV Projections,1,3597,0.0009283584117889404,65229815808,3.201626427955302e-05,1.5803457088026108e-05,1.2403624534002835e-05,3.8091826575240775e-06,1152,65371373568,384
Attention Scores,1,4245,0.0012328960180282593,65229815808,0.00010613419670319527,5.160054127983926e-05,4.17124155365723e-05,1.282123988678371e-05,1152,65371373568,384
attention_softmax,1,4245,0.0012597248077392577,589824,0.0001813427401336222,8.795707036384215e-05,7.137729215734388e-05,2.2008377612436156e-05,1152,65371373568,384
Attention Output,2,4335,0.0009605120062828064,65229815808,0.00025659199729458255,0.00012437365505419963,0.00010093302557968959,3.128531666069334e-05,1152,65371373568,384
Final Projection,0,4535,0.0003866624057292938,21743271936,0.00032036047404467504,0.00015551201329699893,0.0001259551594307143,3.889330131696184e-05,1152,65371373568,384
QKV Projections,1,3919,0.0012500991940498352,88785027072,3.16217647032938e-05,1.5621012497035736e-05,1.2210242045962092e-05,3.7905101602959753e-06,1152,76266602496,448
Attention Scores,0,4567,0.0013864959955215454,76101451776,0.00010765378478144127,5.2828153372530553e-05,4.175274006883115e-05,1.3072891340079568e-05,1152,76266602496,448
attention_softmax,1,4567,0.0012797951936721803,589824,0.00018407677089465486,9.021501661408138e-05,7.144466232235007e-05,2.2417091958223434e-05,1152,76266602496,448
Attention Output,1,4705,0.001011507225036621,76101451776,0.00024722818687222326,0.00012053254086978882,9.655725569018627e-05,3.0138390312248246e-05,1152,76266602496,448
Final Projection,1,4805,0.00051978240609169,29595009024,0.0003054014209460215,0.0001491472304259389,0.00011915258998866112,3.710160053142143e-05,1152,76266602496,448
QKV Projections,1,4227,0.0013973503828048706,115964116992,2.9314482593637338e-05,1.4093289050975955e-05,1.1591393995329622e-05,3.629799547331762e-06,1152,87161831424,512
Attention Scores,1,4875,0.0025864192485809327,86973087744,0.00010582141414863431,5.1206096518541244e-05,4.162150574162312e-05,1.2993811888469944e-05,1152,87161831424,512
attention_softmax,1,4773,0.0013107199907302857,589824,0.00016923633185563308,8.186839882853291e-05,6.660997967682923e-05,2.0757953350270934e-05,1152,87161831424,512
Attention Output,1,5015,0.00106905597448349,86973087744,0.00024284877042676434,0.00011771276083578641,9.530476957708765e-05,2.9831240013890266e-05,1152,87161831424,512
Final Projection,1,5215,0.000544153594970703,38654705664,0.00030300526192509437,0.00014742628461021922,0.00011882119772354855,3.675777959132655e-05,1152,87161831424,512
QKV Projections,2,4629,0.001917132782936096,146767085568,2.927229831280376e-05,1.3552621952328537e-05,1.2103782683018597e-05,3.6158936774566306e-06,1152,98057060352,576
Attention Scores,1,5175,0.0015566848278045654,97844723712,9.465728289811227e-05,4.553920309433579e-05,3.7668425412494456e-05,1.1449654391282026e-05,1152,98057060352,576
attention_softmax,1,5175,0.0013987839937210085,589824,0.00016229600348246552,7.855161839529501e-05,6.400266859098343e-05,1.974171649618712e-05,1152,98057060352,576
Attention Output,1,5527,0.0013230079889297486,97844723712,0.0002359343627564762,0.00011428181364578905,9.283858749303334e-05,2.881396161765388e-05,1152,98057060352,576
Final Projection,1,5627,0.0007213055968284607,48922361856,0.00030173634834205755,0.00014695206200414644,0.00011835908952052936,3.6425196817381773e-05,1152,98057060352,576
QKV Projections,1,4703,0.002069708800315857,181193932800,3.7831672166938785e-05,1.7926736563822488e-05,1.5127138212811965e-05,4.7777973903043325e-06,1152,108952289280,640
Attention Scores,1,5231,0.0016900096178054807,108716359680,0.00011485462165510845,5.5075710726271154e-05,4.552551664260612e-05,1.4253394286231164e-05,1152,108952289280,640
attention_softmax,1,5231,0.0014020607948303223,589824,0.0001964422360991545,9.495196485005408e-05,7.737572117830555e-05,2.4114550070794866e-05,1152,108952289280,640
Attention Output,1,5793,0.001309491205215454,108716359680,0.0002665709408752965,0.000128850269745584,0.00010521957600892638,3.250109512078611e-05,1152,108952289280,640
Final Projection,1,5893,0.0008050688028335572,60397977600,0.0003202891089006142,0.00015526517976809372,0.0001264150859097651,3.860884322275537e-05,1152,108952289280,640
QKV Projections,1,4879,0.002391039991378784,219244658688,3.4710420891031484e-05,1.6925735761930126e-05,1.3554230565598034e-05,4.230454563503321e-06,1152,119847518208,704
Attention Scores,1,5527,0.0019019775629043581,119587995648,0.00011059171513175473,5.385748753070629e-05,4.3297871582714546e-05,1.3436356018333895e-05,1152,119847518208,704
attention_softmax,1,5527,0.001394483208656311,589824,0.00018274571832582206,8.894657115803284e-05,7.160345167160432e-05,2.219569549618493e-05,1152,119847518208,704
Attention Output,1,6157,0.0013733887910842893,119587995648,0.0002497701403523264,0.00012089693005066238,9.830708631227243e-05,3.056612398939164e-05,1152,119847518208,704
Final Projection,1,6257,0.0008329216122627258,73081552896,0.0003205743891048872,0.00015558618002629033,0.00012598610201102321,3.9002107067573656e-05,1152,119847518208,704
QKV Projections,1,4755,0.0026798079490661627,260919263232,3.447749333727069e-05,1.620351296267586e-05,1.3966939340210627e-05,4.307041034384204e-06,1152,130742747136,768
Attention Scores,1,5403,0.001967513608932495,130459631616,0.00010444127667318925,4.995542885453119e-05,4.1734245609592686e-05,1.275160220906537e-05,1152,130742747136,768
attention_softmax,1,5403,0.0014057471752166747,589824,0.00017518238955548319,8.43432341419259e-05,6.960232740404072e-05,2.123682800951655e-05,1152,130742747136,768
Attention Output,1,5403,0.0015028223991394045,130459631616,0.00024620578531536915,0.0001184936503506151,9.783974154951026e-05,2.9872393415243794e-05,1152,130742747136,768
Final Projection,1,6103,0.0009648127675056458,86973087744,0.00031428894884758825,0.00015168606579578635,0.00012457592077176946,3.8026962280032456e-05,1152,130742747136,768
QKV Projections,1,5049,0.0032886784076690675,306217746432,3.478705161529934e-05,1.7567236277216125e-05,1.3183315824423589e-05,4.036499513659621e-06,1152,141637976064,832
Attention Scores,1,5697,0.0020635648250579832,141331267584,0.00011245356917723298,5.5581100020418714e-05,4.333043710876717e-05,1.3542032048047091e-05,1152,141637976064,832
attention_softmax,1,5697,0.0014030847787857056,589824,0.00018320935653452132,8.96720161840392e-05,7.131554221905647e-05,2.2221798131425624e-05,1152,141637976064,832
Attention Output,1,5697,0.0016879616022109987,141331267584,0.00024981325974697256,0.00012216398661877293,9.747848948273062e-05,3.0170783645468944e-05,1152,141637976064,832
Final Projection,1,6467,0.0012044287919998169,102072582144,0.00032041847805855405,0.00015626918057094487,0.00012543024656634156,3.871905092126756e-05,1152,141637976064,832
QKV Projections,1,5443,0.004152115249633789,355140108288,3.016539170351346e-05,1.4716733994646347e-05,1.1770512971958931e-05,3.6781447369081803e-06,1152,152533204992,896
Attention Scores,1,6091,0.0022435840368270872,152202903552,0.00010128517768492719,4.966587306398651e-05,3.934105875060051e-05,1.227824587034017e-05,1152,152533204992,896
attention_softmax,1,6091,0.0014004224300384522,589824,0.0001643911854848883,8.039723098249852e-05,6.401179032050307e-05,1.998216418188674e-05,1152,152533204992,896
Attention Output,1,6091,0.0017319936037063599,152202903552,0.00023182229409749976,0.00011293720145744146,9.059292769650748e-05,2.829216494355079e-05,1152,152533204992,896
Final Projection,1,6091,0.0012591104030609131,118380036096,0.00029716615367487325,0.00014501144934158104,0.0001159052190018794,3.624948533141283e-05,1152,152533204992,896
QKV Projections,4,5737,0.003896319961547852,407686348800,2.9976499545660506e-05,1.5033512024587026e-05,1.1378097269136839e-05,3.564890251936638e-06,1152,163428433920,960
Attention Scores,1,6385,0.0024936447620391845,163074539520,0.00010326095936599704,5.135065218979662e-05,3.9471100965744136e-05,1.2439206210456287e-05,1152,163428433920,960
attention_softmax,1,6385,0.0013981696128845217,589824,0.00017990101259495353,8.851901525801509e-05,6.930415727661428e-05,2.2077840060324145e-05,1152,163428433920,960
Attention Output,1,6385,0.0017645567893981935,163074539520,0.00025885732756547695,0.00012695582378512426,0.00010013716760967003,3.17643361706826e-05,1152,163428433920,960
Final Projection,1,6385,0.0014729215860366822,135895449600,0.00034120845296018863,0.0001665335221147757,0.0001327169985068476,4.195793233856529e-05,1152,163428433920,960
QKV Projections,4,6151,0.0043352064132690426,463856467968,3.087540591281369e-05,1.547784571300781e-05,1.179940210618239e-05,3.5981580936234887e-06,1152,174323662848,1024
Attention Scores,2,6799,0.0023726080417633055,173946175488,0.00010044079133342738,4.9890428801546705e-05,3.8713145470493406e-05,1.1837217061387282e-05,1152,174323662848,1024
attention_softmax,1,6799,0.0014053375720977784,589824,0.00017189331051343642,8.448051202734064e-05,6.691058530620426e-05,2.0502213179891557e-05,1152,174323662848,1024
Attention Output,1,6799,0.0018225152015686036,173946175488,0.0002495960141285502,0.00012227398670603407,9.738397879601101e-05,2.993804862650518e-05,1152,174323662848,1024
Final Projection,4,7919,0.0014751744031906127,154618822656,0.00033342657913382564,0.00016268118569797707,0.00013048236077469502,4.0263032661153544e-05,1152,174323662848,1024
QKV Projections,7,6445,0.005003264045715333,523650465792,2.4010826299888673e-05,1.2153787498903056e-05,9.12290879832309e-06,2.7341300026625216e-06,1152,185218891776,1088
Attention Scores,1,7093,0.002608332777023315,184817811456,9.929533821523389e-05,4.942931731903855e-05,3.803985282074818e-05,1.1826168075447142e-05,1152,185218891776,1088
attention_softmax,1,7093,0.001425817632675171,589824,0.00017945334179230783,8.787945918982132e-05,6.977486181984662e-05,2.1799020782639904e-05,1152,185218891776,1088
Attention Output,1,7093,0.0020838399887084967,184817811456,0.0002599170554200199,0.0001265274901058433,0.00010169467335567495,3.169489195850165e-05,1152,185218891776,1088
Final Projection,3,8283,0.0017872895956039428,174550155264,0.0003319028440605594,0.0001620210740583161,0.00012969155936427764,4.0190210637965674e-05,1152,185218891776,1088
