operation,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,memory_access,d_model
attention_softmax,0,2633,0.00026111999750137325,262144,0.00021955445500155906,0.00010565825119428496,8.671830981903626e-05,2.7177893988237866e-05,512,43159388160,1280
Attention Output,0,2633,0.0008126463890075683,42949672960,0.0003167662778881964,0.00015221467732686733,0.00012516424857576258,3.938735198556654e-05,512,43159388160,1280
Final Projection,0,2633,0.0011489279985427855,107374182400,0.0004133698137263967,0.00019855154773154026,0.0001633096359809367,5.150863001391982e-05,512,43159388160,1280
QKV Projections,2,2737,0.0035078143596649165,355140108288,3.701837825414364e-05,1.8040903322713576e-05,1.4689607085010061e-05,4.287867846420007e-06,512,45317357568,1344
Attention Scores,0,2737,0.0008910847902297974,45097156608,0.0001229777473669483,6.012138143489665e-05,4.838710654298771e-05,1.4469259389063935e-05,512,45317357568,1344
attention_softmax,0,2737,0.00026746879816055293,262144,0.00020532187297572796,9.97990242872504e-05,8.092251207129121e-05,2.460033661718634e-05,512,45317357568,1344
Attention Output,0,2737,0.0008138751983642577,45097156608,0.00028321118978992126,0.00013710310968733096,0.00011188390089593818,3.422417920665202e-05,512,45317357568,1344
Final Projection,1,2737,0.0013060096263885497,118380036096,0.0003575318192942632,0.0001727440826414295,0.0001413027216531984,4.3485014999635304e-05,512,45317357568,1344
QKV Projections,0,1611,0.0003848191976547241,4026531840,3.386794975100353e-05,1.5797845971832203e-05,1.37893015314354e-05,4.280802247735923e-06,640,6737100800,128
Attention Scores,0,1611,0.0005253120005130768,6710886400,0.0001138558155209606,5.418198778954775e-05,4.5509674741047236e-05,1.416415299036562e-05,640,6737100800,128
attention_softmax,0,1611,0.000323583996295929,327680,0.0001916582172926794,9.158768438055631e-05,7.620731185469208e-05,2.3863221057431026e-05,640,6737100800,128
Attention Output,0,1611,0.0005140479922294617,6710886400,0.0002841286712132633,0.0001363335535110366,0.0001123181713544679,3.547694634775878e-05,640,6737100800,128
Final Projection,0,1611,0.00031887360215187075,1342177280,0.0003703233732418187,0.0001775550309318419,0.0001462577648394546,4.651057747052221e-05,640,6737100800,128
QKV Projections,0,939,0.00044810240268707273,9059696640,3.612156719313679e-05,1.7513680678149512e-05,1.4210515090625278e-05,4.3973714243619974e-06,640,10105651200,192
Attention Scores,0,1039,0.000710041618347168,10066329600,0.00011566308719388428,5.5592211142396765e-05,4.569373894385241e-05,1.4377137107635093e-05,640,10105651200,192
attention_softmax,0,1039,0.0003031040012836456,327680,0.00019292633421280132,9.2914241000841e-05,7.596960738674927e-05,2.4042485825211e-05,640,10105651200,192
Attention Output,0,1039,0.000510975992679596,10066329600,0.0002888856369259291,0.00013927088919629682,0.0001134640329378215,3.61507147918107e-05,640,10105651200,192
Final Projection,0,1039,0.00034488319754600525,3019898880,0.00039516101463956684,0.00019044454124639287,0.0001550680132209787,4.964846017219521e-05,640,10105651200,192
QKV Projections,0,1095,0.0006832127869129182,16106127360,3.6211668603683814e-05,1.764773634178596e-05,1.4037554452256754e-05,4.526377809641104e-06,640,13474201600,256
Attention Scores,0,1295,0.0008185855984687805,13421772800,0.00011723501479909066,5.6555434133542805e-05,4.606891979955091e-05,1.4610660865996966e-05,640,13474201600,256
attention_softmax,0,1769,0.0002945023953914642,327680,0.00021217971724891426,0.00010240435970203521,8.323169547419171e-05,2.654366207268733e-05,640,13474201600,256
Attention Output,0,1769,0.00047697919905185707,13421772800,0.00029307836538935734,0.0001413038352637841,0.00011531885425500877,3.64556758705645e-05,640,13474201600,256
Final Projection,0,1769,0.0003022848069667816,5368709120,0.0003615834654373976,0.0001743337505793363,0.00014242522499564452,4.482448986241684e-05,640,13474201600,256
QKV Projections,0,1651,0.0009527296066284179,25165824000,3.8943131117074666e-05,1.841557028541274e-05,1.561465810282804e-05,4.91290272883389e-06,640,16842752000,320
Attention Scores,0,1751,0.0007458816051483155,16777216000,0.00013412574541641614,6.418971801807061e-05,5.321342890404236e-05,1.6722598494303172e-05,640,16842752000,320
attention_softmax,0,1811,0.00026132479906082153,327680,0.0002154896280389014,0.0001029675823723153,8.564704035091026e-05,2.6875005315675884e-05,640,16842752000,320
Attention Output,0,1811,0.0005036031961441039,16777216000,0.00028314802475984076,0.00013550077506678803,0.00011250394266974911,3.514330702330367e-05,640,16842752000,320
Final Projection,0,1811,0.00039198719263076784,8388608000,0.00034730345017599894,0.00016651291098739306,0.00013774277919413464,4.304775999447131e-05,640,16842752000,320
QKV Projections,0,1823,0.0007657471776008607,36238786560,4.007509374925623e-05,1.9381015503228126e-05,1.5757790717332507e-05,4.93628752869559e-06,640,20211302400,384
Attention Scores,0,2023,0.0008626176118850708,20132659200,0.0001248080672151216,5.982310341252628e-05,4.942262731584719e-05,1.5562336486748134e-05,640,20211302400,384
attention_softmax,0,2063,0.0002437120020389557,327680,0.00021787126845381437,0.00010411436106849692,8.638368782911653e-05,2.7373219556200945e-05,640,20211302400,384
Attention Output,0,2063,0.0005169151961803436,20132659200,0.00026804078727316077,0.00012842615829598004,0.00010630032209574363,3.3314306881437085e-05,640,20211302400,384
Final Projection,0,2063,0.0003637247979640961,12079595520,0.00032392753140068236,0.0001556777356526595,0.00012833667394703576,3.9913121800987043e-05,640,20211302400,384
QKV Projections,0,1945,0.0009103360176086425,49325015040,3.61508150367368e-05,1.737856945780436e-05,1.4279639590369236e-05,4.492605988563204e-06,640,23579852800,448
Attention Scores,0,2045,0.0008318976044654847,23488102400,0.00012324866856482395,5.922738071504341e-05,4.8683563224596534e-05,1.5337724625183993e-05,640,23579852800,448
attention_softmax,0,2105,0.00026787839531898494,327680,0.00020431520309647285,9.827924529020038e-05,8.069404472184905e-05,2.5341913084423395e-05,640,23579852800,448
Attention Output,0,2105,0.0005746688067913055,23488102400,0.00027375597314691167,0.00013136188286608786,0.00010837786509111137,3.401622518971245e-05,640,23579852800,448
Final Projection,0,2105,0.0004081664025783539,16441671680,0.00033325161816813887,0.00016033240604542697,0.00013178195864770454,4.113725347500732e-05,640,23579852800,448
QKV Projections,0,2119,0.0010250240087509156,64424509440,3.628818501531346e-05,1.7860403177394345e-05,1.404592590339808e-05,4.381855934521034e-06,640,26948403200,512
Attention Scores,0,2219,0.0008994816064834595,26843545600,0.00012556809089059908,6.074315970678867e-05,4.928595215095075e-05,1.5538979032859655e-05,640,26948403200,512
attention_softmax,0,2245,0.00029634559750556943,327680,0.00020763683872841555,9.996030219099339e-05,8.186833605017159e-05,2.5808200487250612e-05,640,26948403200,512
Attention Output,0,2281,0.0005517311990261078,26843545600,0.0002815979320494479,0.0001352999971288682,0.00011134377424161477,3.495416067896489e-05,640,26948403200,512
Final Projection,0,2281,0.00045055999755859373,21474836480,0.00034205956680508065,0.0001645491871961724,0.00013536060439950682,4.214977520940144e-05,640,26948403200,512
QKV Projections,0,2219,0.0013412352323532105,81537269760,4.284960283860485e-05,2.1293461482230214e-05,1.6481482518511394e-05,5.074658837863247e-06,640,30316953600,576
Attention Scores,0,2419,0.0009797632098197937,30198988800,0.00013678236585350963,6.626833079508288e-05,5.3613914224433235e-05,1.6900120833993498e-05,640,30316953600,576
attention_softmax,0,2419,0.00029921280741691586,327680,0.00023099220774611714,0.00011173214494206719,9.04904987256764e-05,2.8769564078373588e-05,640,30316953600,576
Attention Output,0,2519,0.000714956796169281,30198988800,0.0003089323538892099,0.0001491431193151982,0.0001212331987642621,3.855603580974966e-05,640,30316953600,576
Final Projection,0,2519,0.0005013504028320312,27179089920,0.00037116897799950984,0.00017914947665715887,0.0001458130044280904,4.620649691426062e-05,640,30316953600,576
QKV Projections,1,2341,0.0014428159952163697,100663296000,3.498760918480466e-05,1.6696680025063414e-05,1.3938764651004811e-05,4.3521645087364325e-06,640,33685504000,640
Attention Scores,0,2341,0.0008097791910171509,33554432000,0.0001149999908985338,5.530643313989003e-05,4.53824446948168e-05,1.4311113063826951e-05,640,33685504000,640
attention_softmax,0,2341,0.00030494720339775086,327680,0.00020545912736571909,9.863619002459245e-05,8.118876695096359e-05,2.563417039016301e-05,640,33685504000,640
Attention Output,1,2455,0.0006610943913459779,33554432000,0.00028717245353351585,0.00013786372140742743,0.00011352148170600367,3.578725042008474e-05,640,33685504000,640
Final Projection,1,2455,0.0005742591977119446,33554432000,0.00035702309576575084,0.00017156041502843777,0.00014138185821650808,4.408082252080495e-05,640,33685504000,640
QKV Projections,1,2483,0.0016300032138824466,121802588160,3.600386084396511e-05,1.781273647267767e-05,1.3864289313646541e-05,4.326835057640903e-06,640,37054054400,704
Attention Scores,0,2483,0.0008652799963951111,36909875200,0.00012802382357335616,6.224871646551833e-05,4.9884126185048215e-05,1.5890980922789615e-05,640,37054054400,704
attention_softmax,0,2483,0.00030146559476852415,327680,0.00021536936654914534,0.00010420052780446554,8.431625345295159e-05,2.685258529172821e-05,640,37054054400,704
Attention Output,0,2501,0.0007376896142959595,36909875200,0.0002990078656365269,0.0001441346153065126,0.00011750025655568979,3.737299377432444e-05,640,37054054400,704
Final Projection,0,2609,0.0005058559954166412,40600862720,0.00038363604779049397,0.00018448886981303758,0.00015120186568362003,4.7945312293836274e-05,640,37054054400,704
QKV Projections,1,2719,0.001667481589317322,144955146240,5.127119239263616e-05,2.530107579943319e-05,1.9496487930511022e-05,6.473628662691951e-06,640,40422604800,768
Attention Scores,0,2719,0.0009031679987907409,40265318400,0.00016503912563339918,7.974456379784556e-05,6.417320733852483e-05,2.1121354497028794e-05,640,40422604800,768
attention_softmax,0,2719,0.0002940927982330322,327680,0.00025784987881601463,0.00012446071068197284,0.0001007097712344203,3.267939689962147e-05,640,40422604800,768
Attention Output,0,2859,0.0007108608007431029,40265318400,0.00036071405142953705,0.0001734445276447616,0.00014167650745222637,4.559301633254908e-05,640,40422604800,768
Final Projection,0,2859,0.0006449151992797852,48318382080,0.00043458784652619013,0.0002089989449792995,0.00017088737604312488,5.470152550376573e-05,640,40422604800,768
QKV Projections,1,2879,0.0019693567991256712,170120970240,2.751905211990844e-05,1.3128843833953852e-05,1.102777415554583e-05,3.3624341304087575e-06,640,43791155200,832
Attention Scores,0,2879,0.0009029632091522216,43620761600,0.00011716893578706882,5.6524989660999835e-05,4.612049939636924e-05,1.4523446729699751e-05,640,43791155200,832
attention_softmax,0,2879,0.0002990079998970032,327680,0.00020501597642682954,9.864319002232947e-05,8.083192710993288e-05,2.5540859294567264e-05,640,43791155200,832
Attention Output,0,2967,0.0008138751983642579,43620761600,0.00029249836083677027,0.00014070494589262238,0.00011533569054625568,3.6457724397892196e-05,640,43791155200,832
Final Projection,0,3033,0.0007254015922546386,56706990080,0.00037190958132426414,0.00017887058753984775,0.00014672051632076412,4.631847746365222e-05,640,43791155200,832
QKV Projections,1,3163,0.0020537344217300413,197300060160,2.5915056206229454e-05,1.2147898608105834e-05,1.0553466720544455e-05,3.2136908775791644e-06,640,47159705600,896
Attention Scores,0,3021,0.000956006395816803,46976204800,9.623571170299427e-05,4.664431509340261e-05,3.789613903910811e-05,1.1695257570483563e-05,640,47159705600,896
attention_softmax,0,3021,0.000288563197851181,327680,0.0001966877847279756,9.503218713646788e-05,7.73915309131748e-05,2.426406667833293e-05,640,47159705600,896
Attention Output,0,3021,0.0008013823866844176,46976204800,0.00029306274131726194,0.00014089522382718656,0.00011581088859308093,3.635662889699444e-05,640,47159705600,896
Final Projection,0,3189,0.0007788544058799744,65766686720,0.00038685926870433475,0.00018616892671303732,0.00015262945193679663,4.8060890054500856e-05,640,47159705600,896
QKV Projections,1,3319,0.002395545625686646,226492416000,2.5752396702386025e-05,1.2776010221671185e-05,1.0005923949178014e-05,2.9704625315368252e-06,640,50528256000,960
Attention Scores,0,3163,0.0009549823999404907,50331648000,9.77137016383755e-05,4.792814945560053e-05,3.807602534968597e-05,1.1709526833088974e-05,640,50528256000,960
attention_softmax,0,3163,0.0002994176030158997,327680,0.00020780698810400335,0.00010070546945328829,8.136675353779647e-05,2.5734765112918562e-05,640,50528256000,960
Attention Output,0,3163,0.0008243199944496154,50331648000,0.00031602888853158836,0.0001529195667814065,0.00012391606946611093,3.91932522840709e-05,640,50528256000,960
Final Projection,0,3345,0.0008652799963951111,75497472000,0.00040476014325296715,0.00019580671220182922,0.00015866389593101777,5.0289535120120164e-05,640,50528256000,960
QKV Projections,1,3305,0.0024854527950286865,257698037760,2.9951158281137974e-05,1.4324511460017674e-05,1.1966274017454967e-05,3.6603728036653302e-06,640,53896806400,1024
Attention Scores,0,3305,0.001011097598075867,53687091200,0.00012195802681587553,5.89002693423879e-05,4.792355894992668e-05,1.513419852356092e-05,640,53896806400,1024
attention_softmax,0,3305,0.00030433279871940614,327680,0.00022866506863487536,0.00011059314403070176,8.96100766324473e-05,2.84618479717263e-05,640,53896806400,1024
Attention Output,0,3305,0.0008593407988548279,53687091200,0.0003242901571097045,0.0001564391251520192,0.00012734345543023788,4.0507576527447436e-05,640,53896806400,1024
Final Projection,1,3501,0.0009494527935981752,85899345920,0.0004191055424435781,0.00020212716170178168,0.00016477006914928302,5.220831159251342e-05,640,53896806400,1024
QKV Projections,0,3447,0.0030148607730865478,290916925440,2.76944551095172e-05,1.3570899744053122e-05,1.081793893212002e-05,3.305616433344059e-06,640,57265356800,1088
Attention Scores,0,3447,0.0010688512086868287,57042534400,0.0001417211054238892,6.908161081966568e-05,5.513138627173814e-05,1.7508108332485397e-05,640,57265356800,1088
attention_softmax,0,3447,0.00030597120523452755,327680,0.0002489133837760963,0.00012074281881524485,9.726530108995559e-05,3.090526387089593e-05,640,57265356800,1088
Attention Output,0,3567,0.0009394176006317139,57042534400,0.0003388550355494553,0.0001636013531005176,0.00013294955752622754,4.230412492271027e-05,640,57265356800,1088
Final Projection,1,3657,0.0010975231885910035,96972308480,0.00041780904374376674,0.00020150327231291954,0.00016419953052618474,5.2106240904662564e-05,640,57265356800,1088
QKV Projections,3,3787,0.004695039939880371,326149079040,3.385900910062074e-05,1.7851180952277446e-05,1.2240869014909852e-05,3.7669591334334373e-06,640,60633907200,1152
Attention Scores,0,3589,0.0011087871789932252,60397977600,0.0001117618647112142,5.580482242564244e-05,4.261076675525152e-05,1.3346275530320233e-05,640,60633907200,1152
attention_softmax,0,3589,0.00029818879961967463,327680,0.0002124001616275126,0.00010374247188522645,8.234209554029045e-05,2.6315594201995673e-05,640,60633907200,1152
Attention Output,0,3589,0.0009488384008407593,60397977600,0.000305976041493165,0.00014910900817710626,0.00011877319179625368,3.8093841519804994e-05,640,60633907200,1152
Final Projection,1,3813,0.00118231041431427,108716359680,0.000403923634330897,0.00019587837892984795,0.00015753943619811368,5.0505819202935324e-05,640,60633907200,1152
QKV Projections,2,3943,0.003451904010772705,363394498560,2.473112423849378e-05,1.1752342734894227e-05,1.0030845413558365e-05,2.947936090041185e-06,640,64002457600,1216
Attention Scores,0,3731,0.0011395071983337402,63753420800,0.00010620712257349094,5.193293043461722e-05,4.164474820466078e-05,1.2629443934212957e-05,640,64002457600,1216
attention_softmax,0,3731,0.00030945280194282534,327680,0.0002002311009037189,9.729380005722988e-05,7.840027733128189e-05,2.4537023515207128e-05,640,64002457600,1216
Attention Output,0,3731,0.0009859071850776672,63753420800,0.00030457131235704177,0.00014703106206752635,0.00011960208190381211,3.793816838570328e-05,640,64002457600,1216
Final Projection,1,3969,0.0012433408260345458,121131499520,0.00041007967362138116,0.00019826993639142642,0.00016060571376224595,5.1204023467708726e-05,640,64002457600,1216
QKV Projections,4,4099,0.0036255743980407712,402653184000,2.7834879005858076e-05,1.447567824399698e-05,1.0593332585771831e-05,2.765868176089266e-06,640,67371008000,1280
Attention Scores,0,3905,0.0011003903865814209,67108864000,9.39397853175472e-05,4.786364939945997e-05,3.576422961136215e-05,1.0311906306725076e-05,640,67371008000,1280
attention_softmax,0,3905,0.000284057605266571,327680,0.0001926805573474102,9.56110209308747e-05,7.425225751287213e-05,2.2817278903663347e-05,640,67371008000,1280
Attention Output,0,3905,0.0009707520008087158,67108864000,0.000304375964374178,0.00014971800866092622,0.00011784815283400335,3.680980287924848e-05,640,67371008000,1280
Final Projection,1,4049,0.001337344002723694,134217728000,0.0004033756296449179,0.0001965715461437867,0.00015734812960062697,4.9455953900504186e-05,640,67371008000,1280
QKV Projections,2,4287,0.004211097669601441,443925135360,3.782571169859155e-05,1.916607088503497e-05,1.4282270870250371e-05,4.3773699433062114e-06,640,70739558400,1344
Attention Scores,0,4047,0.0011462655782699584,70464307200,0.00011587998517532108,5.754876825676547e-05,4.451519644545973e-05,1.3816020473095888e-05,640,70739558400,1344
attention_softmax,0,4047,0.00029736960530281066,327680,0.00021667490301069455,0.00010568097343011118,8.436583460372322e-05,2.662809497686018e-05,640,70739558400,1344
Attention Output,0,4047,0.00106659836769104,70464307200,0.0003271168401342911,0.00015916657177470484,0.00012745695052103275,4.049331783855359e-05,640,70739558400,1344
Final Projection,1,4313,0.0014891008138656616,147975045120,0.0004282498412742473,0.00020737488811874982,0.00016760529108412434,5.326966207137325e-05,640,70739558400,1344
QKV Projections,0,1769,0.009725747048854828,805306368,3.807034714215778e-05,1.8353014677785495e-05,1.502971330153806e-05,4.6876191628342255e-06,128,273678336,128
Attention Scores,0,1769,0.0005951487958431245,268435456,0.00010626114743701349,5.1123540894337795e-05,4.221646999537053e-05,1.2921136547305164e-05,128,273678336,128
attention_softmax,0,1449,0.0019730432659387587,65536,0.0001820766451757426,8.775823686804073e-05,7.206033320377551e-05,2.225807510392633e-05,128,273678336,128
Attention Output,0,1451,0.0006780927956104278,268435456,0.0002609084666138993,0.00012586282290669715,0.000102935459126079,3.21101845811231e-05,128,273678336,128
Final Projection,0,1471,0.0004521984040737152,268435456,0.00034486598077044324,0.00016603791060489925,0.00013613490674117026,4.2693163424373724e-05,128,273678336,128
QKV Projections,0,1811,0.0016771072506904603,1811939328,2.9787142445943886e-05,1.4619789475034395e-05,1.138077660461298e-05,3.7865763662965076e-06,128,410517504,192
Attention Scores,0,1811,0.00040325120091438293,402653184,8.200170843114272e-05,3.9719142885275006e-05,3.226325653280515e-05,1.0019309013062551e-05,128,410517504,192
attention_softmax,3,1581,0.00026644480228424074,65536,0.00013971617158740438,6.775894309569707e-05,5.500513900407455e-05,1.6952089487632744e-05,128,410517504,192
Attention Output,0,1581,0.0004081664085388184,402653184,0.00021442005720386084,0.00010370441629774519,8.439405079296337e-05,2.6321590113152246e-05,128,410517504,192
Final Projection,0,1581,0.00035635200142860414,603979776,0.0003008285736695958,0.00014523144951752442,0.00011842025706946154,3.717686708260981e-05,128,410517504,192
QKV Projections,0,2063,0.00046243839561939236,3221225472,2.0245834813818175e-05,9.853618993815872e-06,8.076887461502466e-06,2.315328358499837e-06,128,547356672,256
Attention Scores,0,2063,0.00039219199419021606,536870912,7.852143207776315e-05,3.812119716428697e-05,3.1060026125775965e-05,9.340208787700218e-06,128,547356672,256
attention_softmax,0,1653,0.00016568319872021676,65536,0.00013858212420143792,6.717705374086336e-05,5.486025177705231e-05,1.6544818683522243e-05,128,547356672,256
Attention Output,0,1653,0.00041881599426269535,536870912,0.00022107258712618017,0.00010656530747397142,8.769594249002852e-05,2.681133716218018e-05,128,547356672,256
Final Projection,0,1653,0.0003436544001102448,1073741824,0.00032158554590232204,0.00015514562411738096,0.00012719086791927736,3.9249053865663716e-05,128,547356672,256
QKV Projections,0,2105,0.0006072320103645325,5033164800,2.1584667998925772e-05,9.96639686263734e-06,8.888857722193916e-06,2.7294134140945164e-06,128,684195840,320
Attention Scores,0,2105,0.0004096000015735626,671088640,8.502248925503297e-05,4.07788104013207e-05,3.3908294348839256e-05,1.0335384504873006e-05,128,684195840,320
attention_softmax,0,1587,0.0001896448016166687,65536,0.00015441837593677438,7.411767040537143e-05,6.152768688878033e-05,1.8773018642622607e-05,128,684195840,320
Attention Output,0,1587,0.00043233280777931203,671088640,0.00025250991643552295,0.00012139337489287527,0.00010005820265761231,3.105833888503532e-05,128,684195840,320
Final Projection,0,1587,0.00032153600454330446,1677721600,0.0003475925855779018,0.0001670840781130778,0.00013751726256927972,4.2991244895544296e-05,128,684195840,320
QKV Projections,0,2281,0.0005345280051231385,7247757312,3.0506639653144277e-05,1.5428179010257283e-05,1.1605773895722454e-05,3.472686747164543e-06,128,821035008,384
Attention Scores,0,1651,0.00041287680864334105,805306368,8.867470038930636e-05,4.350053480095539e-05,3.4812440738818744e-05,1.0361724849532232e-05,128,821035008,384
attention_softmax,0,1651,0.00019722239673137664,65536,0.00016438587818306708,8.03822309727309e-05,6.424491828478096e-05,1.9758728925555264e-05,128,821035008,384
Attention Output,0,1651,0.000449945604801178,805306368,0.0002736423871108948,0.00013269166170886136,0.00010729877089450147,3.3651954507532e-05,128,821035008,384
Final Projection,0,1651,0.0003516416013240814,2415919104,0.00037689601518261617,0.00018216581240011466,0.0001482115047913308,4.6518697991170786e-05,128,821035008,384
QKV Projections,1,2519,0.0005971968054771423,9865003008,2.375326582455995e-05,1.1483675850598729e-05,9.46492312748591e-06,2.8046668464753107e-06,128,957874176,448
Attention Scores,0,1743,0.00040243200361728674,939524096,8.078413569555733e-05,3.934175369408876e-05,3.191057197287905e-05,9.531810028589513e-06,128,957874176,448
attention_softmax,0,1743,0.00020869120061397552,65536,0.000163259663509126,7.880511859852391e-05,6.4758152139811e-05,1.9696392770791103e-05,128,957874176,448
Attention Output,0,1743,0.0004052991926670075,939524096,0.0002456140038768471,0.00011833687244688917,9.727866476731163e-05,2.999846666264629e-05,128,957874176,448
Final Projection,0,1743,0.0003233792066574097,3288334336,0.0003290715238639826,0.00015854790461276025,0.00013006742099829562,4.0456198252926656e-05,128,957874176,448
QKV Projections,0,2455,0.0006246399939060211,12884901888,3.445567452331129e-05,1.688923573510692e-05,1.3390998546122801e-05,4.1754402420815675e-06,128,1094713344,512
Attention Scores,0,1815,0.00041123840808868407,1073741824,0.00011527238841867136,5.5639877846402896e-05,4.541003716133293e-05,1.4222473410935543e-05,128,1094713344,512
attention_softmax,0,1815,0.00020520960092544556,65536,0.00020898207494762544,0.00010096691410765857,8.195502778619058e-05,2.6060133053776307e-05,128,1094713344,512
Attention Output,0,1815,0.0003942400038242339,1073741824,0.0003030006072892551,0.00014574683882102591,0.00011932529212682237,3.792847634140682e-05,128,1094713344,512
Final Projection,1,2585,0.0003491840064525604,4294967296,0.00039039714318327113,0.00018780559469249168,0.00015375298761340154,4.883856087737786e-05,128,1094713344,512
QKV Projections,0,2609,0.0005738496005535126,16307453952,3.238603511343655e-05,1.556134577995749e-05,1.284171960670502e-05,3.982969726774039e-06,128,1231552512,576
Attention Scores,0,1999,0.00044646400213241576,1207959552,0.00010204250682041156,4.8987316964854696e-05,4.050460945922013e-05,1.2550580396336738e-05,128,1231552512,576
attention_softmax,0,1999,0.00020869119763374327,65536,0.0001973228904665444,9.439263106756358e-05,7.842034929178774e-05,2.4509910107193125e-05,128,1231552512,576
Attention Output,0,1999,0.0004171775996685028,1207959552,0.00029924388266725746,0.00014329744796910405,0.00011862331773191438,3.732311696623905e-05,128,1231552512,576
Final Projection,1,2839,0.0003082240045070648,5435817984,0.00039013084965222735,0.00018683492724349548,0.0001544432237767065,4.8852698632025365e-05,128,1231552512,576
QKV Projections,1,2859,0.0006340608000755309,20132659200,3.25294617918109e-05,1.580684597826121e-05,1.2839871549665676e-05,3.882744263884015e-06,128,1368391680,640
Attention Scores,0,2079,0.00041328640580177306,1342177280,9.938213020451994e-05,4.823931637005785e-05,3.908870615982711e-05,1.2054107674634969e-05,128,1368391680,640
attention_softmax,0,2079,0.0002072576016187668,65536,0.00020481834759131907,9.899407919604642e-05,8.041739638942023e-05,2.54068720058524e-05,128,1368391680,640
Attention Output,0,2079,0.000426803195476532,1342177280,0.000305561882154152,0.00014716306217579244,0.00012008641579127691,3.8312404187082677e-05,128,1368391680,640
Final Projection,2,2989,0.00031948799490928655,6710886400,0.0004058706764415521,0.00019510121163648363,0.00015973817423488093,5.103129057018748e-05,128,1368391680,640
QKV Projections,0,2183,0.0007266303896903992,24360517632,3.0115190422769782e-05,1.4296678104841476e-05,1.211350041301837e-05,3.7050119049099354e-06,128,1505230848,704
Attention Scores,0,2183,0.0005033983945846558,1476395008,0.00011183273288887803,5.374854299802223e-05,4.428849631966034e-05,1.379569357119548e-05,128,1505230848,704
attention_softmax,0,2183,0.00021565439701080324,65536,0.0002257273655852635,0.00010792219744857335,8.945173267244436e-05,2.8353435464245864e-05,128,1505230848,704
Attention Output,0,2183,0.00039423999786376954,1476395008,0.00033796362074579384,0.00016131529571765667,0.00013402408794140966,4.262423708672762e-05,128,1505230848,704
Final Projection,2,3163,0.0003045376002788544,8120172544,0.00041897064675587646,0.00020041010477029887,0.00016588170453859345,5.2678837446984296e-05,128,1505230848,704
QKV Projections,13,2269,0.0006828031897544862,28991029248,3.986343557199083e-05,1.9032293001686183e-05,1.5971880333052678e-05,4.85926223725197e-06,128,1642070016,768
Attention Scores,0,2269,0.0004331520020961761,1610612736,0.00012815678726739633,6.187171616218734e-05,5.047440543505081e-05,1.5810665670158185e-05,128,1642070016,768
attention_softmax,0,2269,0.00020582399964332582,65536,0.0002249816465983896,0.00010758586384298496,8.933804174815728e-05,2.8057741007247332e-05,128,1642070016,768
Attention Output,0,3319,0.000413696002960205,1610612736,0.0003277531038286791,0.00015702468117169134,0.00012971023510143995,4.101818755554778e-05,128,1642070016,768
Final Projection,1,3319,0.00027791360318660734,9663676416,0.00041083276405488075,0.0001972638800310733,0.00016230400745421563,5.12648765695917e-05,128,1642070016,768
QKV Projections,1,2355,0.00081940478682518,34024194048,2.9413023807612312e-05,1.340506627798277e-05,1.2231849674359737e-05,3.776107855269809e-06,128,1778909184,832
Attention Scores,0,2355,0.0004472832083702087,1744830464,0.00012146608256061154,5.809782425316712e-05,4.812851039166545e-05,1.5239747915778986e-05,128,1778909184,832
attention_softmax,0,2355,0.00020705280005931854,65536,0.00021055843005419157,0.00010080902508917689,8.319687977967269e-05,2.655252518534198e-05,128,1778909184,832
Attention Output,0,2355,0.00045035520195961,1744830464,0.00030473612112682754,0.0001455396164281808,0.00012064696035082485,3.854954434782193e-05,128,1778909184,832
Final Projection,1,3475,0.0003280895978212357,11341398016,0.0003960370195631306,0.0001901677076858732,0.00015614418491524847,4.9725126962008895e-05,128,1778909184,832
QKV Projections,1,3501,0.0029310975909233095,39460012032,3.2094625793154826e-05,1.4789122942460154e-05,1.32677317808437e-05,4.037771069850971e-06,128,1915748352,896
Attention Scores,0,2441,0.00048824319243431086,1879048192,0.00011631989725668138,5.5263433100094514e-05,4.654938435058771e-05,1.4507079805999129e-05,128,1915748352,896
attention_softmax,0,2441,0.00019804159700870512,65536,0.0002093673565963905,0.00010039424698220501,8.293502801463536e-05,2.603808159955006e-05,128,1915748352,896
Attention Output,0,2441,0.00040345600247383115,1879048192,0.0002991858023804931,0.00014284339205090647,0.00011895277710658909,3.738963322299744e-05,128,1915748352,896
Final Projection,0,3631,0.0003919871985912323,13153337344,0.00038549742558555437,0.000184589147671943,0.00015268435209182877,4.822392582178252e-05,128,1915748352,896
QKV Projections,1,2527,0.000799948799610138,45298483200,3.0310543261039442e-05,1.558195691018227e-05,1.1238899102223796e-05,3.489687248633376e-06,128,2052587520,960
Attention Scores,0,2527,0.00046059519648551943,2013265920,0.00013218677414134124,6.433199591171501e-05,5.147700340379403e-05,1.63777748258322e-05,128,2052587520,960
attention_softmax,0,2527,0.00021237760186195372,65536,0.0002462897938606127,0.00011905748413809647,9.630279865328779e-05,3.09295110692284e-05,128,2052587520,960
Attention Output,0,2527,0.0003962880074977875,2013265920,0.0003365837002451284,0.00016177529608967233,0.00013236439344698584,4.244401070847023e-05,128,2052587520,960
