,source,batch_size,input_size,hidden_size,component,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,peak,flops_per_second,HEF
3307,NVIDIA A100 80GB PCIe,448,448,128,Hidden Update,0,583,0.0002088959962129,114688,0.0013717175763364,0.0007680956144788,0.0003862142592489,0.0002174077026085,4,156000000000000.0,549019617.7963781,0.000352
3308,NVIDIA A100 80GB PCIe,448,448,128,compute_gates,0,583,0.0003409920036792,205520896,0.0011573805783275,0.0006486619078209,0.0003255126734654,0.000183205997041,4,156000000000000.0,602714708211.6063,0.386356
3309,NVIDIA A100 80GB PCIe,448,448,128,hidden_gates,0,583,0.0002365439981222,58720256,0.0010846492240046,0.0006077560417629,0.0003051278843798,0.0001717652978617,4,156000000000000.0,248242426213.09198,0.15913
3310,NVIDIA A100 80GB PCIe,448,448,192,Activations,0,583,0.0002109439969062,344064,0.0012314788910714,0.0006895161071653,0.0003467689621371,0.0001951938217688,4,156000000000000.0,1631067985.0870285,0.001046
3311,NVIDIA A100 80GB PCIe,448,448,192,Cell Update,0,583,0.0002211840003728,172032,0.0013020051842392,0.0007284155827314,0.0003670004336001,0.0002065891679077,4,156000000000000.0,777777776.4668531,0.000499
3312,NVIDIA A100 80GB PCIe,448,448,192,Hidden Update,0,583,0.0002815999984741,172032,0.0013747168905998,0.0007693367265737,0.0003873631623902,0.0002180170016357,4,156000000000000.0,610909094.2194111,0.000392
3313,NVIDIA A100 80GB PCIe,448,448,192,compute_gates,0,583,0.0003635199964046,308281344,0.0011588343050549,0.0006486171855577,0.0003264690670083,0.0001837480524888,4,156000000000000.0,848045078810.1377,0.543619
3314,NVIDIA A100 80GB PCIe,448,448,192,hidden_gates,0,583,0.0002826240062713,132120576,0.0010873502391738,0.0006089449316029,0.0003061178754496,0.0001722874321213,4,156000000000000.0,467478250496.4322,0.299666
3315,NVIDIA A100 80GB PCIe,448,448,256,Activations,0,583,0.0002017280012369,458752,0.0012332484584828,0.0006908327748895,0.0003470517695856,0.0001953639140075,4,156000000000000.0,2274111661.183134,0.001458
3316,NVIDIA A100 80GB PCIe,448,448,256,Cell Update,0,583,0.0002385919988155,229376,0.0013044028691744,0.0007304822510505,0.000367224565446,0.0002066960526777,4,156000000000000.0,961373395.3307185,0.000616
3317,NVIDIA A100 80GB PCIe,448,448,256,Hidden Update,0,583,0.0002222079932689,229376,0.0013774402486603,0.0007713961726771,0.0003878010163516,0.0002182430596314,4,156000000000000.0,1032258095.7851764,0.000662
3318,NVIDIA A100 80GB PCIe,448,448,256,compute_gates,0,583,0.0003461120128631,411041792,0.0011603905646448,0.0006499274643836,0.000326605016006,0.0001838580842552,4,156000000000000.0,1187597588999.5535,0.761281
3319,NVIDIA A100 80GB PCIe,448,448,256,hidden_gates,0,583,0.0002273280024528,234881024,0.0010873970580764,0.0006090149316584,0.0003060894995936,0.0001722926268243,4,156000000000000.0,1033225214077.0393,0.662324
3320,NVIDIA A100 80GB PCIe,448,448,320,Activations,0,583,0.0002426880002021,573440,0.0012363330335931,0.0006927497208621,0.0003478540527274,0.0001957292600034,4,156000000000000.0,2362869196.3445415,0.001515
3321,NVIDIA A100 80GB PCIe,448,448,320,Cell Update,0,583,0.0002334720045328,286720,0.0013090990694744,0.0007336625313776,0.0003682239948567,0.00020721254324,4,156000000000000.0,1228070151.5959241,0.000787
3322,NVIDIA A100 80GB PCIe,448,448,320,Hidden Update,0,583,0.0001996800005435,286720,0.0013819840733591,0.0007745522863089,0.0003886830226128,0.0002187487644373,4,156000000000000.0,1435897431.9891315,0.00092
3323,NVIDIA A100 80GB PCIe,448,448,320,compute_gates,0,583,0.0004515840113162,513802240,0.001163601462471,0.0006518230214567,0.0003275025006129,0.0001842759404013,4,156000000000000.0,1137777749266.3147,0.729345
3324,NVIDIA A100 80GB PCIe,448,448,320,hidden_gates,0,583,0.0002160640060901,367001600,0.0010908248696644,0.0006109285442974,0.0003071105615215,0.0001727857638453,4,156000000000000.0,1698578151175.065,1.088832
3325,NVIDIA A100 80GB PCIe,448,448,384,Activations,0,583,0.0002160640060901,688128,0.0012332520434783,0.0006906799969819,0.0003472265669476,0.0001953454795487,4,156000000000000.0,3184834033.4532466,0.002042
3326,NVIDIA A100 80GB PCIe,448,448,384,Cell Update,0,583,0.0002263039946556,344064,0.0013060158271811,0.0007316094741796,0.0003676028324153,0.0002068035205862,4,156000000000000.0,1520362026.8551276,0.000975
3327,NVIDIA A100 80GB PCIe,448,448,384,Hidden Update,0,583,0.0002119680047035,344064,0.0013793849164954,0.0007725356180259,0.0003883875934876,0.0002184617049818,4,156000000000000.0,1623188369.7790868,0.001041
3328,NVIDIA A100 80GB PCIe,448,448,384,compute_gates,0,583,0.0003317759931087,616562688,0.0011604790405862,0.0006497549642503,0.0003268570103742,0.0001838670659615,4,156000000000000.0,1858370408970.4739,1.191263
3329,NVIDIA A100 80GB PCIe,448,448,384,hidden_gates,0,583,0.0002181120067834,528482304,0.00108754505689,0.0006088399315125,0.0003063739892656,0.0001723311361119,4,156000000000000.0,2422985840136.801,1.553196
3330,NVIDIA A100 80GB PCIe,448,448,448,Activations,0,583,0.0002539519965648,802816,0.001234576531836,0.0006906611080879,0.0003481327782282,0.0001957826455198,4,156000000000000.0,3161290365.3433113,0.002026
3331,NVIDIA A100 80GB PCIe,448,448,448,Cell Update,0,583,0.0002652159929275,401408,0.001307199249341,0.0007315483630172,0.0003684330675239,0.0002072178187998,4,156000000000000.0,1513513553.8742933,0.00097
3332,NVIDIA A100 80GB PCIe,448,448,448,Hidden Update,0,583,0.0002088959962129,401408,0.0013799877723496,0.0007724445068433,0.0003888243032814,0.0002187189622249,4,156000000000000.0,1921568662.2873232,0.001232
3333,NVIDIA A100 80GB PCIe,448,448,448,compute_gates,0,583,0.0003297280073165,719323136,0.0011615337378838,0.0006497510753611,0.0003275586626022,0.0001842239999204,4,156000000000000.0,2181565168983.4604,1.398439
3334,NVIDIA A100 80GB PCIe,448,448,448,hidden_gates,0,583,0.0002170879989862,719323136,0.0010887541549492,0.0006088427092976,0.0003071454007161,0.0001727660449355,4,156000000000000.0,3313509449436.339,2.124045
3335,NVIDIA A100 80GB PCIe,448,448,512,Activations,0,583,0.0002160640060901,917504,0.0012381300289977,0.0006927633319797,0.0003489685527857,0.0001963981442322,4,156000000000000.0,4246445377.937662,0.002722
3336,NVIDIA A100 80GB PCIe,448,448,512,Cell Update,0,583,0.0002324479967355,458752,0.0013109502672449,0.0007336616980389,0.0003693818363385,0.0002079067328674,4,156000000000000.0,1973568309.6551218,0.001265
3337,NVIDIA A100 80GB PCIe,448,448,512,Hidden Update,0,583,0.0002201599925756,458752,0.0013837667281132,0.0007745545085278,0.0003897951576692,0.0002194170619161,4,156000000000000.0,2083721000.5013545,0.001336
3338,NVIDIA A100 80GB PCIe,448,448,512,compute_gates,0,583,0.0003246079981327,822083584,0.0011652736332436,0.0006518599659308,0.0003285332981042,0.0001848803692085,4,156000000000000.0,2532542601319.181,1.623425
3339,NVIDIA A100 80GB PCIe,448,448,512,hidden_gates,0,583,0.0002539519965648,939524096,0.0010923994383776,0.0006109385442982,0.0003080974748111,0.0001733634192683,4,156000000000000.0,3699612953270.3438,2.371547
3340,NVIDIA A100 80GB PCIe,448,448,576,Activations,0,583,0.0002283519953489,1032192,0.0012379875547341,0.0006927827764506,0.0003488951280047,0.0001963096502786,4,156000000000000.0,4520179464.264849,0.002898
3341,NVIDIA A100 80GB PCIe,448,448,576,Cell Update,0,583,0.0002232320010662,516096,0.0013110353221091,0.0007336914202902,0.0003694552825084,0.0002078886193104,4,156000000000000.0,2311926594.4623704,0.001482
3342,NVIDIA A100 80GB PCIe,448,448,576,Hidden Update,0,583,0.0001976319998502,516096,0.001384025413608,0.000774599786343,0.0003899706378095,0.0002194549894553,4,156000000000000.0,2611398965.7099433,0.001674
3343,NVIDIA A100 80GB PCIe,448,448,576,compute_gates,0,583,0.0003287039995193,924844032,0.0011640809633446,0.0006518563548176,0.0003278054189107,0.0001844191896162,4,156000000000000.0,2813607480750.1616,1.803595
3344,NVIDIA A100 80GB PCIe,448,448,576,hidden_gates,0,583,0.0002140160053968,1189085184,0.0010910139664605,0.0006109699332093,0.0003072223771665,0.0001728216560846,4,156000000000000.0,5556057276161.923,3.561575
3345,NVIDIA A100 80GB PCIe,448,448,640,Activations,0,583,0.0002140160053968,1146880,0.0012412294917604,0.0006950836116246,0.0003494683798522,0.0001966775002835,4,156000000000000.0,5358851539.508027,0.003435
3346,NVIDIA A100 80GB PCIe,448,448,640,Cell Update,0,583,0.0002846719920635,573440,0.0013141487484482,0.0007359783665634,0.0003699499640152,0.0002082204178694,4,156000000000000.0,2014388545.3686864,0.001291
3347,NVIDIA A100 80GB PCIe,448,448,640,Hidden Update,0,583,0.0002303999960422,573440,0.0013871586084187,0.0007768622881556,0.0003905003282333,0.0002197959920297,4,156000000000000.0,2488888931.642902,0.001595
3348,NVIDIA A100 80GB PCIe,448,448,640,compute_gates,0,583,0.0003409920036792,1027604480,0.0011683632923074,0.0006542049678124,0.0003290032787579,0.000185155045737,4,156000000000000.0,3013573541058.0312,1.931778
3349,NVIDIA A100 80GB PCIe,448,448,640,hidden_gates,0,583,0.0002775039970874,1468006400,0.001095332443639,0.0006133349351102,0.0003084312228558,0.0001735662856729,4,156000000000000.0,5290036955891.668,3.391049
3350,NVIDIA A100 80GB PCIe,448,512,64,Activations,0,583,0.0002058240026235,114688,0.0012478563766611,0.0006997172264462,0.0003507646203336,0.0001973745298812,4,156000000000000.0,557213923.2458278,0.000357
3351,NVIDIA A100 80GB PCIe,448,512,64,Cell Update,0,583,0.0002099200040102,57344,0.001320810748404,0.0007406369813942,0.0003712540072807,0.000208919759729,4,156000000000000.0,273170726.4888089,0.000175
3352,NVIDIA A100 80GB PCIe,448,512,64,Hidden Update,0,583,0.0002181120067834,57344,0.0013924122031836,0.0007802895131163,0.000391699319748,0.0002204233703191,4,156000000000000.0,262910789.94539937,0.000169
3353,NVIDIA A100 80GB PCIe,448,512,64,compute_gates,0,583,0.0003573760092258,117440512,0.0011747503853494,0.0006588180270554,0.0003301693933019,0.000185762964992,4,156000000000000.0,328618902691.3607,0.210653
3354,NVIDIA A100 80GB PCIe,448,512,64,hidden_gates,0,583,0.0002201599925756,14680064,0.0011016731238087,0.0006179157721071,0.0003095747007151,0.0001741826509865,4,156000000000000.0,66679072016.04334,0.042743
3355,NVIDIA A100 80GB PCIe,448,512,128,Activations,0,583,0.0002088959962129,229376,0.0012458229080444,0.0006985444477258,0.0003503525433373,0.0001969259169811,4,156000000000000.0,1098039235.5927563,0.000704
3356,NVIDIA A100 80GB PCIe,448,512,128,Cell Update,0,583,0.0002068479955196,114688,0.0013188639541577,0.0007394464248839,0.000370948876481,0.0002084686527927,4,156000000000000.0,554455457.5542536,0.000355
3357,NVIDIA A100 80GB PCIe,448,512,128,Hidden Update,0,583,0.0002723839879035,114688,0.001417578467475,0.0007939756351831,0.000399161805718,0.0002244410265737,4,156000000000000.0,421052650.277782,0.00027
3358,NVIDIA A100 80GB PCIe,448,512,128,compute_gates,0,583,0.000366591989994,234881024,0.0011727844842532,0.0006576346927786,0.0003297910835548,0.0001853587079196,4,156000000000000.0,640715101286.9766,0.410715
3359,NVIDIA A100 80GB PCIe,448,512,128,hidden_gates,0,583,0.000274432003498,58720256,0.001099664192922,0.0006167616045189,0.0003091039697829,0.0001737986186201,4,156000000000000.0,213970146526.39792,0.13716
3360,NVIDIA A100 80GB PCIe,448,512,192,Activations,0,583,0.0002007039934396,344064,0.0012441654673479,0.0006952633339878,0.0003512057462421,0.0001976963871179,4,156000000000000.0,1714285770.3204737,0.001099
3361,NVIDIA A100 80GB PCIe,448,512,192,Cell Update,0,583,0.0002344959974288,172032,0.0013231962248901,0.0007406733703199,0.000372749063199,0.0002097737913711,4,156000000000000.0,733624462.1925117,0.00047
3362,NVIDIA A100 80GB PCIe,448,512,192,Hidden Update,0,583,0.0002191359996795,172032,0.0013965289623959,0.0007815536807989,0.0003935039311917,0.0002214713504053,4,156000000000000.0,785046730.1201421,0.000503
3363,NVIDIA A100 80GB PCIe,448,512,192,compute_gates,0,583,0.0003522560000419,352321536,0.0011711044324886,0.0006543638568246,0.000330632978395,0.000186107597269,4,156000000000000.0,1000186046392.6582,0.641145
3364,NVIDIA A100 80GB PCIe,448,512,192,hidden_gates,0,583,0.0002467840015888,132120576,0.0010976360465236,0.0006134610463242,0.0003097874183852,0.0001743875818142,4,156000000000000.0,535369291159.0916,0.343185
3365,NVIDIA A100 80GB PCIe,448,512,256,Activations,0,583,0.0002263039946556,458752,0.001251759062725,0.0007011922276234,0.0003523344365895,0.000198232398512,4,156000000000000.0,2027149369.14017,0.001299
3366,NVIDIA A100 80GB PCIe,448,512,256,Cell Update,0,583,0.0002355200052261,229376,0.0013247602486839,0.0007420933714534,0.0003728700891291,0.0002097967881012,4,156000000000000.0,973913021.867498,0.000624
3367,NVIDIA A100 80GB PCIe,448,512,256,Hidden Update,0,583,0.0002815999984741,229376,0.0013986440779926,0.0007830097930714,0.0003939511990495,0.0002216830858716,4,156000000000000.0,814545458.9592149,0.000522
3368,NVIDIA A100 80GB PCIe,448,512,256,compute_gates,0,583,0.0003543039858341,469762048,0.0011772587451505,0.0006590296938924,0.0003316702433915,0.0001865588078665,4,156000000000000.0,1325872885381.4316,0.849919
3369,NVIDIA A100 80GB PCIe,448,512,256,hidden_gates,0,583,0.0002775039970874,234881024,0.0011040198362371,0.0006181118833801,0.0003110061057491,0.0001749018471079,4,156000000000000.0,846405912942.667,0.542568
3370,NVIDIA A100 80GB PCIe,448,512,320,Activations,0,583,0.0002017280012369,573440,0.0012531512209368,0.0007019677837938,0.0003526522226771,0.0001985312144659,4,156000000000000.0,2842639576.4789176,0.001822
3371,NVIDIA A100 80GB PCIe,448,512,320,Cell Update,0,583,0.0002355200052261,286720,0.0013277075718899,0.000744123373078,0.0003733723914754,0.0002102118073363,4,156000000000000.0,1217391277.3343725,0.00078
3372,NVIDIA A100 80GB PCIe,448,512,320,Hidden Update,0,583,0.0002129919975996,286720,0.0014010700612448,0.000785021461354,0.0003941593900494,0.0002218892098413,4,156000000000000.0,1346153861.3248746,0.000863
3373,NVIDIA A100 80GB PCIe,448,512,320,compute_gates,0,583,0.0003655680119991,587202560,0.0011799100192589,0.0006610869177556,0.0003319664269618,0.0001868566745414,4,156000000000000.0,1606274457080.9048,1.029663
3374,NVIDIA A100 80GB PCIe,448,512,320,hidden_gates,0,583,0.0002365439981222,367001600,0.0011044749033684,0.0006181302167291,0.0003111592536494,0.0001751854329898,4,156000000000000.0,1551515163831.825,0.994561
3375,NVIDIA A100 80GB PCIe,448,512,384,Activations,0,583,0.0001996800005435,688128,0.0012501606888977,0.0007000788933986,0.0003519743771348,0.0001981074183642,4,156000000000000.0,3446153836.7739153,0.002209
3376,NVIDIA A100 80GB PCIe,448,512,384,Cell Update,0,583,0.0002334720045328,344064,0.0013250774589349,0.0007422555938028,0.0003729103449947,0.0002099115201374,4,156000000000000.0,1473684181.9151092,0.000945
3377,NVIDIA A100 80GB PCIe,448,512,384,Hidden Update,0,583,0.0002140160053968,344064,0.0013984364220077,0.000783167848759,0.0003936938513437,0.0002215747219048,4,156000000000000.0,1607655461.8524082,0.001031
3378,NVIDIA A100 80GB PCIe,448,512,384,compute_gates,0,583,0.0003297280073165,704643072,0.0011770500205043,0.0006591674717775,0.0003313676517605,0.0001865148969663,4,156000000000000.0,2137043430840.941,1.3699
3379,NVIDIA A100 80GB PCIe,448,512,384,hidden_gates,0,583,0.0002201599925756,528482304,0.0011036938047479,0.0006182571612711,0.0003106123598785,0.0001748242835981,4,156000000000000.0,2400446592577.5605,1.538748
3380,NVIDIA A100 80GB PCIe,448,512,448,Activations,0,583,0.0002119680047035,802816,0.00125626575607,0.0007043125078922,0.0003531671083667,0.000198786139811,4,156000000000000.0,3787439529.484536,0.002428
3381,NVIDIA A100 80GB PCIe,448,512,448,Cell Update,0,583,0.0002252800017595,401408,0.0013298225487022,0.0007452214295113,0.000374064164251,0.0002105369549398,4,156000000000000.0,1781818167.9016821,0.001142
3382,NVIDIA A100 80GB PCIe,448,512,448,Hidden Update,0,583,0.0002170879989862,401408,0.001403260215587,0.0007861120177743,0.0003948741686768,0.0002222740291358,4,156000000000000.0,1849056612.4086711,0.001185
3383,NVIDIA A100 80GB PCIe,448,512,448,compute_gates,0,583,0.0003389439880847,822083584,0.0011829751448512,0.000663416086283,0.0003324340084469,0.0001871250501211,4,156000000000000.0,2425426067136.988,1.55476
3384,NVIDIA A100 80GB PCIe,448,512,448,hidden_gates,0,583,0.0002283519953489,719323136,0.0011096503580861,0.0006225021646635,0.0003116919068533,0.0001754562865692,4,156000000000000.0,3150062844429.9033,2.019271
3385,NVIDIA A100 80GB PCIe,448,512,512,Activations,0,583,0.0001996800005435,917504,0.0012581711237589,0.0007045511191918,0.0003542912892661,0.0001993287153009,4,156000000000000.0,4594871782.36522,0.002945
3386,NVIDIA A100 80GB PCIe,448,512,512,Cell Update,0,583,0.0002283519953489,458752,0.0013315494249271,0.000745441707469,0.0003750876845143,0.0002110200329437,4,156000000000000.0,2008968650.7843773,0.001288
3387,NVIDIA A100 80GB PCIe,448,512,512,Hidden Update,0,583,0.0003348479866981,458752,0.0014052651739226,0.0007863753513213,0.0003960778265842,0.0002228119960171,4,156000000000000.0,1370030635.4644809,0.000878
3388,NVIDIA A100 80GB PCIe,448,512,512,compute_gates,0,583,0.0003481599986553,939524096,0.0011848728840681,0.0006636352531224,0.000333581021309,0.0001876566096366,4,156000000000000.0,2698541186893.1763,1.729834
3389,NVIDIA A100 80GB PCIe,448,512,512,hidden_gates,0,583,0.0002211840003728,939524096,0.0011089620516466,0.0006202066072731,0.0003127933277344,0.000175962116639,4,156000000000000.0,4247703696544.3076,2.722887
3390,NVIDIA A100 80GB PCIe,448,512,576,Activations,0,583,0.0002355200052261,1032192,0.0012613197415102,0.0007059422314199,0.0003553664790151,0.0002000110310751,4,156000000000000.0,4382608598.403741,0.002809
3391,NVIDIA A100 80GB PCIe,448,512,576,Cell Update,0,583,0.0002467840015888,516096,0.0013367598422747,0.000748862821311,0.0003761698928801,0.0002117271280835,4,156000000000000.0,2091286293.5902016,0.001341
3392,NVIDIA A100 80GB PCIe,448,512,576,Hidden Update,0,583,0.0001996800005435,516096,0.001410412472077,0.0007897684095929,0.000397136855487,0.000223507206997,4,156000000000000.0,2584615377.5804367,0.001657
3393,NVIDIA A100 80GB PCIe,448,512,576,compute_gates,0,583,0.0003553279936313,1056964608,0.001187889823191,0.0006650530320442,0.000334555809311,0.0001882809818357,4,156000000000000.0,2974616768012.7705,1.906806
3394,NVIDIA A100 80GB PCIe,448,512,576,hidden_gates,0,583,0.000286720007658,1189085184,0.0011103734678141,0.0006216174417446,0.0003127505627002,0.0001760054633692,4,156000000000000.0,4147199889232.503,2.658461
3395,NVIDIA A100 80GB PCIe,448,512,640,Activations,0,583,0.0002007039934396,1146880,0.0012579348861953,0.0007043780634923,0.0003542765142543,0.0001992803084487,4,156000000000000.0,5714285901.068246,0.003663
3396,NVIDIA A100 80GB PCIe,448,512,640,Cell Update,0,583,0.0002396160066127,573440,0.0013314739058554,0.0007452880962297,0.0003751461942833,0.0002110396153422,4,156000000000000.0,2393162327.11812,0.001534
3397,NVIDIA A100 80GB PCIe,448,512,640,Hidden Update,0,583,0.0002017280012369,573440,0.0014083333901519,0.0007894842426914,0.0003960902874275,0.0002227588600329,4,156000000000000.0,2842639576.4789176,0.001822
3398,NVIDIA A100 80GB PCIe,448,512,640,compute_gates,0,583,0.0003256320059299,1174405120,0.001184480021552,0.0006634821974458,0.0003334460598121,0.000187551764294,4,156000000000000.0,3606540814826.4717,2.311885
3399,NVIDIA A100 80GB PCIe,448,512,640,hidden_gates,0,583,0.0002283519953489,1468006400,0.0011110800143245,0.0006225738313929,0.0003126156859256,0.0001758904970058,4,156000000000000.0,6428699682510.007,4.120961
3400,NVIDIA A100 80GB PCIe,448,576,64,Activations,0,583,0.0002201599925756,114688,0.0012691669255452,0.0007110536243963,0.0003571988854811,0.0002009144156677,4,156000000000000.0,520930250.1253386,0.000334
3401,NVIDIA A100 80GB PCIe,448,576,64,Cell Update,0,583,0.000241664007306,57344,0.0013425703506736,0.0007519439348868,0.0003780123060207,0.000212614109766,4,156000000000000.0,237288128.41951194,0.000152
3402,NVIDIA A100 80GB PCIe,448,576,64,Hidden Update,0,583,0.0002068479955196,57344,0.001416118395441,0.0007928503565004,0.0003988988760632,0.0002243691628772,4,156000000000000.0,277227728.7771268,0.000178
3403,NVIDIA A100 80GB PCIe,448,576,64,compute_gates,0,583,0.0003696640133857,132120576,0.0011920153117537,0.0006681219233861,0.0003352940001794,0.0001885993881881,4,156000000000000.0,357407189274.1911,0.229107
3404,NVIDIA A100 80GB PCIe,448,576,64,hidden_gates,0,583,0.0002764799892902,14680064,0.0011158876777473,0.0006246829997422,0.0003143714253858,0.0001768332526192,4,156000000000000.0,53096298353.048096,0.034036
3405,NVIDIA A100 80GB PCIe,448,576,128,Activations,0,583,0.0002099200040102,229376,0.0012609759723073,0.0007058516757929,0.0003552526711463,0.000199871625368,4,156000000000000.0,1092682905.9552355,0.0007
3406,NVIDIA A100 80GB PCIe,448,576,128,Cell Update,0,583,0.0002273280024528,114688,0.0013345901402212,0.0007467555974081,0.0003761754703845,0.0002116590724285,4,156000000000000.0,504504499.06105435,0.000323
3407,NVIDIA A100 80GB PCIe,448,576,128,Hidden Update,0,583,0.0002129919975996,114688,0.0014094208859228,0.0007889314644806,0.0003970850251677,0.0002234043962744,4,156000000000000.0,538461544.5299499,0.000345
3408,NVIDIA A100 80GB PCIe,448,576,128,compute_gates,0,583,0.0003645440042018,264241152,0.0011874013223207,0.0006649666430895,0.0003343392133044,0.0001880954659266,4,156000000000000.0,724853924229.4724,0.46465
3409,NVIDIA A100 80GB PCIe,448,576,128,hidden_gates,0,583,0.0002283519953489,58720256,0.0011128469998654,0.0006227832760075,0.0003136224053421,0.0001764413185158,4,156000000000000.0,257147987300.4003,0.164838
3410,NVIDIA A100 80GB PCIe,448,576,192,Activations,0,583,0.0002314240038394,344064,0.0012592739984981,0.0007043313967969,0.0003551092332538,0.0001998333684473,4,156000000000000.0,1486725639.0515485,0.000953
3411,NVIDIA A100 80GB PCIe,448,576,192,Cell Update,0,583,0.0002252800017595,172032,0.0013358054255554,0.0007485086543539,0.0003757963809146,0.0002115003902868,4,156000000000000.0,763636357.6721494,0.00049
3412,NVIDIA A100 80GB PCIe,448,576,192,Hidden Update,0,583,0.0001925120055675,172032,0.0014091062619843,0.0007893789648321,0.0003965308922244,0.0002231964049278,4,156000000000000.0,893616995.4329463,0.000573
3413,NVIDIA A100 80GB PCIe,448,576,192,compute_gates,0,583,0.0003389439880847,396361728,0.0011859165503053,0.0006634285862965,0.0003343468930328,0.0001881410709759,4,156000000000000.0,1169401853798.1904,0.749617
3414,NVIDIA A100 80GB PCIe,448,576,192,hidden_gates,0,583,0.0002990080118179,132120576,0.0011123530721638,0.0006225227202385,0.0003134555552086,0.0001763747967166,4,156000000000000.0,441862996234.57336,0.283246
3415,NVIDIA A100 80GB PCIe,448,576,256,Activations,0,583,0.0001986559927463,458752,0.0012613985835417,0.0007064191762502,0.0003551349007743,0.0001998445065171,4,156000000000000.0,2309278434.836164,0.00148
3416,NVIDIA A100 80GB PCIe,448,576,256,Cell Update,0,583,0.0002140160053968,229376,0.0013348207901246,0.0007473208756358,0.0003759426501983,0.0002115572642904,4,156000000000000.0,1071770307.9016055,0.000687
3417,NVIDIA A100 80GB PCIe,448,576,256,Hidden Update,0,583,0.0001935359984636,229376,0.0014097852418484,0.0007894678537923,0.0003969249389285,0.0002233924491275,4,156000000000000.0,1185185194.5938666,0.00076
3418,NVIDIA A100 80GB PCIe,448,576,256,compute_gates,0,583,0.0003317759931087,528482304,0.0011856433843762,0.0006635008085744,0.0003341176756272,0.0001880249001745,4,156000000000000.0,1592888921974.692,1.021083
3419,NVIDIA A100 80GB PCIe,448,576,256,hidden_gates,0,583,0.0002150399982929,234881024,0.0011122069562544,0.0006225935536363,0.0003132988639722,0.0001763145386458,4,156000000000000.0,1092266675337.6509,0.700171
3420,NVIDIA A100 80GB PCIe,448,576,320,Activations,0,583,0.0002088959962129,573440,0.001261034209385,0.0007057286201366,0.0003553895651447,0.0001999160241036,4,156000000000000.0,2745098088.98189,0.00176
3421,NVIDIA A100 80GB PCIe,448,576,320,Cell Update,0,583,0.0002068479955196,286720,0.0013357409329084,0.0007478661538478,0.0003762149548606,0.0002116598242,4,156000000000000.0,1386138643.885634,0.000889
3422,NVIDIA A100 80GB PCIe,448,576,320,Hidden Update,0,583,0.0002170879989862,286720,0.0014113208813836,0.0007907681326209,0.0003971361224308,0.0002234166263318,4,156000000000000.0,1320754723.1490507,0.000847
3423,NVIDIA A100 80GB PCIe,448,576,320,compute_gates,0,583,0.0003276799917221,660602880,0.0011875104858746,0.0006648705318994,0.0003344908184257,0.0001881491355493,4,156000000000000.0,2016000050928.4875,1.292308
3424,NVIDIA A100 80GB PCIe,448,576,320,hidden_gates,0,583,0.0002068479955196,367001600,0.0011126408958924,0.0006226818870374,0.0003135823786434,0.0001763766302115,4,156000000000000.0,1774257464173.6113,1.137345
3425,NVIDIA A100 80GB PCIe,448,576,384,Activations,0,583,0.0002140160053968,688128,0.0012665941054938,0.0007089525116015,0.0003568863846755,0.0002007552092168,4,156000000000000.0,3215310923.7048163,0.002061
3426,NVIDIA A100 80GB PCIe,448,576,384,Cell Update,0,583,0.0002252800017595,344064,0.0013401793175084,0.0007498467109918,0.0003778289855962,0.0002125036209203,4,156000000000000.0,1527272715.3442988,0.000979
3427,NVIDIA A100 80GB PCIe,448,576,384,Hidden Update,0,583,0.0001884160041809,344064,0.0014182062623554,0.0007940259129988,0.0003994663515172,0.0002247139978393,4,156000000000000.0,1826086916.0013652,0.001171
3428,NVIDIA A100 80GB PCIe,448,576,384,compute_gates,0,583,0.000320511996746,792723456,0.0011929751418142,0.0006680705344592,0.0003359411943082,0.0001889634130466,4,156000000000000.0,2473303539487.2256,1.585451
3429,NVIDIA A100 80GB PCIe,448,576,384,hidden_gates,0,583,0.0002252800017595,528482304,0.0011182169141074,0.0006259499452063,0.000315070009278,0.000177196959623,4,156000000000000.0,2345890890768.8433,1.503776
3430,NVIDIA A100 80GB PCIe,448,576,448,Activations,0,583,0.0001914879977703,802816,0.0012629941044801,0.0007078452884989,0.000355257752817,0.000199891063164,4,156000000000000.0,4192513417.8018837,0.002688
3431,NVIDIA A100 80GB PCIe,448,576,448,Cell Update,0,583,0.0002426880002021,401408,0.0013364824966266,0.0007487530989997,0.0003761112086665,0.0002116181889603,4,156000000000000.0,1654008437.4411793,0.00106
3432,NVIDIA A100 80GB PCIe,448,576,448,Hidden Update,0,583,0.0001925120055675,401408,0.0014112783559354,0.000790947854977,0.0003969593456227,0.0002233711553356,4,156000000000000.0,2085106322.6768749,0.001337
3433,NVIDIA A100 80GB PCIe,448,576,448,compute_gates,0,583,0.000339967995882,924844032,0.0011894833523454,0.0006669283113183,0.0003344044705789,0.0001881505704481,4,156000000000000.0,2720385575120.446,1.743837
3434,NVIDIA A100 80GB PCIe,448,576,448,hidden_gates,0,583,0.0002160640060901,719323136,0.0011145153737879,0.0006247654998112,0.0003134210715699,0.0001763288024067,4,156000000000000.0,3329213176303.127,2.134111
3435,NVIDIA A100 80GB PCIe,448,576,512,Activations,0,583,0.0002242559939622,917504,0.001268267308415,0.00071029167934,0.0003571084776309,0.000200867151444,4,156000000000000.0,4091324311.0668073,0.002623
