,source,batch_size,input_size,hidden_size,component,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,peak,flops_per_second,HEF
5307,NVIDIA GeForce RTX 2080 Ti,64,576,128,Hidden Update,0,212,0.0001177920028567,16384,6.842916239204034e-05,2.6818354788016308e-05,2.0047093788919783e-05,2.156371381510422e-05,4,11340000000000.0,139092634.4968595,0.001227
5308,NVIDIA GeForce RTX 2080 Ti,64,576,128,compute_gates,0,212,0.0002354239970445,37748736,5.7950848703961736e-05,2.269974038204836e-05,1.6971106658234525e-05,1.8280001663678822e-05,4,11340000000000.0,160343620335.6309,1.413965
5309,NVIDIA GeForce RTX 2080 Ti,64,576,128,hidden_gates,0,212,9.753599762916565e-05,8388608,5.4480368595802176e-05,2.1341128184193536e-05,1.5957837678251962e-05,1.7181402733356657e-05,4,11340000000000.0,86005251434.3853,0.758424
5310,NVIDIA GeForce RTX 2080 Ti,64,576,192,Activations,0,212,0.0001167360022664,49152,6.0833178506980185e-05,2.381807460993812e-05,1.7806062720632733e-05,1.920904117640934e-05,4,11340000000000.0,421052623.40431684,0.003713
5311,NVIDIA GeForce RTX 2080 Ti,64,576,192,Cell Update,0,212,0.0001085439994931,24576,6.431069800885857e-05,2.517946458779896e-05,1.882278932352064e-05,2.0308444097538985e-05,4,11340000000000.0,226415095.39698014,0.001997
5312,NVIDIA GeForce RTX 2080 Ti,64,576,192,Hidden Update,0,212,0.0001290239989757,24576,6.780012010555116e-05,2.6547799015785856e-05,1.9845306338841816e-05,2.140701475092352e-05,4,11340000000000.0,190476191.9883492,0.00168
5313,NVIDIA GeForce RTX 2080 Ti,64,576,192,compute_gates,0,212,0.0001322879940271,56623104,5.7337665413571e-05,2.2448351292059243e-05,1.6786206158192526e-05,1.810310796331924e-05,4,11340000000000.0,428029046902.02203,3.774507
5314,NVIDIA GeForce RTX 2080 Ti,64,576,192,hidden_gates,0,212,8.908800035715103e-05,18874368,5.348539605038207e-05,2.094223897586289e-05,1.565799565684453e-05,1.6885161417674656e-05,4,11340000000000.0,211862068116.16876,1.868272
5315,NVIDIA GeForce RTX 2080 Ti,64,576,256,Activations,0,212,0.0001157120019197,65536,6.0780484201210896e-05,2.3805574600244128e-05,1.779865811123374e-05,1.9176251489733028e-05,4,11340000000000.0,566371672.0196376,0.004994
5316,NVIDIA GeForce RTX 2080 Ti,64,576,256,Cell Update,0,212,0.0001075199991464,32768,6.4280917130624e-05,2.5174464584276635e-05,1.882132159816037e-05,2.0285130948186996e-05,4,11340000000000.0,304761907.1814059,0.002687
5317,NVIDIA GeForce RTX 2080 Ti,64,576,256,Hidden Update,0,212,9.596800059080124e-05,32768,6.780762820748119e-05,2.655724346833921e-05,1.9853318439234303e-05,2.139706629990768e-05,4,11340000000000.0,341447146.9476555,0.003011
5318,NVIDIA GeForce RTX 2080 Ti,64,576,256,compute_gates,0,212,0.0001331200003623,75497472,5.7297445922176e-05,2.244279573226926e-05,1.6780977265342603e-05,1.807367292456414e-05,4,11340000000000.0,567138459994.9349,5.001221
5319,NVIDIA GeForce RTX 2080 Ti,64,576,256,hidden_gates,0,212,0.000119552001357,33554432,5.376421329837548e-05,2.105918351413827e-05,1.574789463198209e-05,1.6957135152255117e-05,4,11340000000000.0,280668091032.6335,2.475027
5320,NVIDIA GeForce RTX 2080 Ti,64,576,320,Activations,0,212,0.00011984000355,81920,6.185029658980338e-05,2.4210852701989083e-05,1.809529102853654e-05,1.9544152859277747e-05,4,11340000000000.0,683578083.8893341,0.006028
5321,NVIDIA GeForce RTX 2080 Ti,64,576,320,Cell Update,0,212,0.000117856003344,40960,6.535317319597549e-05,2.5581687131959185e-05,1.9118709102874867e-05,2.065277696114144e-05,4,11340000000000.0,347542754.19000334,0.003065
5322,NVIDIA GeForce RTX 2080 Ti,64,576,320,Hidden Update,0,212,0.0001013759970664,40960,6.888606816914182e-05,2.696335490415258e-05,2.015062218347844e-05,2.177209108151081e-05,4,11340000000000.0,404040415.73245114,0.003563
5323,NVIDIA GeForce RTX 2080 Ti,64,576,320,compute_gates,0,212,0.0001495040059089,94371840,5.832435702151111e-05,2.283140715420018e-05,1.706551761036381e-05,1.842743225694712e-05,4,11340000000000.0,631232851763.8872,5.566427
5324,NVIDIA GeForce RTX 2080 Ti,64,576,320,hidden_gates,0,212,0.0001320959925651,52428800,5.472783194155127e-05,2.1425572695799037e-05,1.6014878640170433e-05,1.7287380605581806e-05,4,11340000000000.0,396899247145.305,3.499993
5325,NVIDIA GeForce RTX 2080 Ti,64,576,384,Activations,0,212,0.0001228799968957,98304,6.262008305624968e-05,2.4563075205819015e-05,1.8364726307208918e-05,1.9692281543221757e-05,4,11340000000000.0,800000020.210287,0.007055
5326,NVIDIA GeForce RTX 2080 Ti,64,576,384,Cell Update,0,212,0.000117760002613,49152,6.623200387811926e-05,2.598057633984574e-05,1.942275245028213e-05,2.0828675087991383e-05,4,11340000000000.0,417391295.08624786,0.003681
5327,NVIDIA GeForce RTX 2080 Ti,64,576,384,Hidden Update,0,212,0.0001013439968228,49152,6.997818883572807e-05,2.74455775119975e-05,2.051625049810658e-05,2.2016360825623995e-05,4,11340000000000.0,485001593.98629487,0.004277
5328,NVIDIA GeForce RTX 2080 Ti,64,576,384,compute_gates,0,212,0.0001392640024423,113246208,5.902556423221842e-05,2.3157518525884768e-05,1.7314697908609058e-05,1.8553347797724604e-05,4,11340000000000.0,813176456327.4008,7.170868
5329,NVIDIA GeForce RTX 2080 Ti,64,576,384,hidden_gates,0,212,9.42080020904541e-05,75497472,5.539726053532515e-05,2.1739461835812435e-05,1.6254546305097192e-05,1.7403252394415527e-05,4,11340000000000.0,801391286565.1356,7.066943
5330,NVIDIA GeForce RTX 2080 Ti,64,576,448,Activations,0,212,0.000120832003653,114688,6.27523216160807e-05,2.454140852203857e-05,1.837800920980549e-05,1.983290388423664e-05,4,11340000000000.0,949152513.6780478,0.00837
5331,NVIDIA GeForce RTX 2080 Ti,64,576,448,Cell Update,0,212,0.0001085439994931,57344,6.639319527876129e-05,2.596752077388409e-05,1.944347523765626e-05,2.098219926722093e-05,4,11340000000000.0,528301889.2596203,0.004659
5332,NVIDIA GeForce RTX 2080 Ti,64,576,448,Hidden Update,0,212,0.0001035199984908,57344,7.001148704887059e-05,2.738335523999602e-05,2.0500337825109863e-05,2.212779398376469e-05,4,11340000000000.0,553941275.4637574,0.004885
5333,NVIDIA GeForce RTX 2080 Ti,64,576,448,compute_gates,0,212,0.000137216001749,132120576,5.914027721926243e-05,2.3128629613955454e-05,1.7322970403539433e-05,1.8688677201767527e-05,4,11340000000000.0,962865659368.7906,8.490879
5334,NVIDIA GeForce RTX 2080 Ti,64,576,448,hidden_gates,0,212,9.827200323343276e-05,102760448,5.5453606464451736e-05,2.168668401592022e-05,1.624633583618965e-05,1.7520586612341847e-05,4,11340000000000.0,1045673687508.9999,9.221108
5335,NVIDIA GeForce RTX 2080 Ti,64,576,512,Activations,0,212,0.000119648002088,131072,6.35569524020319e-05,2.490029769797175e-05,1.8604065859714563e-05,2.0052588844345585e-05,4,11340000000000.0,1095480055.7689025,0.00966
5336,NVIDIA GeForce RTX 2080 Ti,64,576,512,Cell Update,0,212,0.0001269759982824,65536,6.719581744985094e-05,2.6323909948056112e-05,1.9666379922131865e-05,2.120552757966297e-05,4,11340000000000.0,516129039.23972434,0.004551
5337,NVIDIA GeForce RTX 2080 Ti,64,576,512,Hidden Update,0,212,0.0001036159992218,65536,7.08519689345034e-05,2.7755577759913663e-05,2.073376643043553e-05,2.23626247441542e-05,4,11340000000000.0,632489195.6088161,0.005578
5338,NVIDIA GeForce RTX 2080 Ti,64,576,512,compute_gates,0,212,0.0002242240011692,150994944,5.984291455274853e-05,2.343501874824128e-05,1.7510872312504944e-05,1.8897023492002315e-05,4,11340000000000.0,673411156756.8489,5.93837
5339,NVIDIA GeForce RTX 2080 Ti,64,576,512,hidden_gates,0,212,0.0001300480067729,134217728,5.6000489639640295e-05,2.193251754611936e-05,1.6389415438849634e-05,1.767855665467131e-05,4,11340000000000.0,1032062938376.1453,9.101084
5340,NVIDIA GeForce RTX 2080 Ti,64,576,576,Activations,0,212,0.0001208639964461,147456,6.425158851927122e-05,2.5192797932005465e-05,1.882304706213189e-05,2.0235743525133865e-05,4,11340000000000.0,1220015921.4970098,0.010759
5341,NVIDIA GeForce RTX 2080 Ti,64,576,576,Cell Update,0,212,0.0001106240004301,73728,6.79531726526135e-05,2.664029909005272e-05,1.9903784012765556e-05,2.1409089549795213e-05,4,11340000000000.0,666473818.6410689,0.005877
5342,NVIDIA GeForce RTX 2080 Ti,64,576,576,Hidden Update,0,212,0.0001405120044946,73728,7.169292176557402e-05,2.8102800259999228e-05,2.0996015997368683e-05,2.2594105508206092e-05,4,11340000000000.0,524709616.5568788,0.004627
5343,NVIDIA GeForce RTX 2080 Ti,64,576,576,compute_gates,0,212,0.0001881600022315,169869312,6.053854895946866e-05,2.373946343614541e-05,1.773743792333941e-05,1.906164759998384e-05,4,11340000000000.0,902791826027.9552,7.961127
5344,NVIDIA GeForce RTX 2080 Ti,64,576,576,hidden_gates,0,212,0.0001597439944744,169869312,5.6820621847155625e-05,2.2283351160279352e-05,1.665243625114575e-05,1.7884834435730524e-05,4,11340000000000.0,1063384652167.4569,9.37729
5345,NVIDIA GeForce RTX 2080 Ti,64,576,640,Activations,0,212,0.000118848003447,163840,6.48331946176068e-05,2.537668696822593e-05,1.8973599971468506e-05,2.0482907677912376e-05,4,11340000000000.0,1378567542.1385105,0.012157
5346,NVIDIA GeForce RTX 2080 Ti,64,576,640,Cell Update,0,212,0.0001136320009827,81920,6.855455610356586e-05,2.683252146606918e-05,2.005987049302955e-05,2.1662164144467136e-05,4,11340000000000.0,720923677.2348309,0.006357
5347,NVIDIA GeForce RTX 2080 Ti,64,576,640,Hidden Update,0,212,0.0001013759970664,81920,7.228979495281888e-05,2.8293633746345748e-05,2.1150123512506984e-05,2.284603769396616e-05,4,11340000000000.0,808080831.4649023,0.007126
5348,NVIDIA GeForce RTX 2080 Ti,64,576,640,compute_gates,0,212,0.000183295994997,188743680,6.112316877536768e-05,2.392585247412704e-05,1.7890229437479222e-05,1.9307086863761416e-05,4,11340000000000.0,1029720698496.9265,9.080429
5349,NVIDIA GeForce RTX 2080 Ti,64,576,640,hidden_gates,0,212,0.0002160640060901,209715200,5.730379321001205e-05,2.2430295722353225e-05,1.6776427604771826e-05,1.8097069882887e-05,4,11340000000000.0,970616086385.7513,8.559225
5350,NVIDIA GeForce RTX 2080 Ti,64,640,64,Activations,0,212,0.0001320959925651,16384,6.522808987233616e-05,2.55472426597958e-05,1.9095826748737937e-05,2.058502046380241e-05,4,11340000000000.0,124031014.73290782,0.001094
5351,NVIDIA GeForce RTX 2080 Ti,64,640,64,Cell Update,0,212,0.0001117760017514,8192,6.900804596488984e-05,2.703307718188164e-05,2.020520015224368e-05,2.1769768630764516e-05,4,11340000000000.0,73289434.86652665,0.000646
5352,NVIDIA GeForce RTX 2080 Ti,64,640,64,Hidden Update,0,212,0.0001003519967198,8192,7.275027808821496e-05,2.8496967241942173e-05,2.1298025318820792e-05,2.2955285527451996e-05,4,11340000000000.0,81632655.72954637,0.00072
5353,NVIDIA GeForce RTX 2080 Ti,64,640,64,compute_gates,0,212,0.0001392640024423,20971520,6.14817848236987e-05,2.4083074821934503e-05,1.8001804132725535e-05,1.9396905869038644e-05,4,11340000000000.0,150588232653.22238,1.327939
5354,NVIDIA GeForce RTX 2080 Ti,64,640,64,hidden_gates,0,212,9.318400174379349e-05,2097152,5.768645427765843e-05,2.2598351411717843e-05,1.6893982699507938e-05,1.819412016643264e-05,4,11340000000000.0,22505494084.339222,0.198461
5355,NVIDIA GeForce RTX 2080 Ti,64,640,128,Activations,0,212,0.000120640002191,32768,6.456840370071687e-05,2.5247242419812466e-05,1.8885617486881125e-05,2.0435543794023276e-05,4,11340000000000.0,271618032.2022952,0.002395
5356,NVIDIA GeForce RTX 2080 Ti,64,640,128,Cell Update,0,212,0.000114688001573,16384,6.835270911905541e-05,2.672696582606271e-05,1.999028961127907e-05,2.163545368171362e-05,4,11340000000000.0,142857140.8977898,0.00126
5357,NVIDIA GeForce RTX 2080 Ti,64,640,128,Hidden Update,0,212,0.0001013759970664,16384,7.211416160334745e-05,2.8200300338010464e-05,2.109004436738865e-05,2.282381689794833e-05,4,11340000000000.0,161616166.29298046,0.001425
5358,NVIDIA GeForce RTX 2080 Ti,64,640,128,compute_gates,0,212,0.0001392640024423,41943040,6.080900265123085e-05,2.377696346611557e-05,1.7787689923776876e-05,1.92443492613384e-05,4,11340000000000.0,301176465306.44476,2.655877
5359,NVIDIA GeForce RTX 2080 Ti,64,640,128,hidden_gates,0,212,9.830400347709655e-05,8388608,5.697894895473384e-05,2.227946226796007e-05,1.6669836022992966e-05,1.80296506637808e-05,4,11340000000000.0,85333330315.02046,0.752499
5360,NVIDIA GeForce RTX 2080 Ti,64,640,192,Activations,0,212,0.0001199679970741,49152,6.640439873543913e-05,2.59811318961134e-05,1.941827346931354e-05,2.100499337001219e-05,4,11340000000000.0,409709265.7939479,0.003613
5361,NVIDIA GeForce RTX 2080 Ti,64,640,192,Cell Update,0,212,0.000113888002932,24576,7.027563562359351e-05,2.7506410894106992e-05,2.0558194786644888e-05,2.221102994284163e-05,4,11340000000000.0,215790946.95930162,0.001903
5362,NVIDIA GeForce RTX 2080 Ti,64,640,192,Hidden Update,0,212,0.0001012799963355,24576,7.409615671900219e-05,2.900113431203444e-05,2.167319870806952e-05,2.3421823698898218e-05,4,11340000000000.0,242654037.21569628,0.00214
5363,NVIDIA GeForce RTX 2080 Ti,64,640,192,compute_gates,0,212,0.0001710080057382,62914560,6.258035248308177e-05,2.448696403400952e-05,1.830163241237541e-05,1.9791756036696844e-05,4,11340000000000.0,367904179271.6846,3.244305
5364,NVIDIA GeForce RTX 2080 Ti,64,640,192,hidden_gates,0,212,9.404800087213516e-05,18874368,5.871948249437193e-05,2.297751838220563e-05,1.717478006927801e-05,1.856718404288829e-05,4,11340000000000.0,200688667754.4696,1.769741
5365,NVIDIA GeForce RTX 2080 Ti,64,640,256,Activations,0,212,0.0001280000060796,65536,6.931442370199787e-05,2.7130299481870068e-05,2.0274479308015244e-05,2.1909644912112557e-05,4,11340000000000.0,511999975.6816011,0.004515
5366,NVIDIA GeForce RTX 2080 Ti,64,640,256,Cell Update,0,212,0.0001843200027942,32768,7.333786237931716e-05,2.871557852790474e-05,2.1458170631528147e-05,2.316411321988427e-05,4,11340000000000.0,177777775.08275467,0.001568
5367,NVIDIA GeForce RTX 2080 Ti,64,640,256,Hidden Update,0,212,0.0001218559965491,32768,7.736152486356009e-05,3.029780201591059e-05,2.2640210924530243e-05,2.442351192311926e-05,4,11340000000000.0,268907570.64053583,0.002371
5368,NVIDIA GeForce RTX 2080 Ti,64,640,256,compute_gates,0,212,0.0001863680034875,83886080,6.528868321988509e-05,2.5546687103750187e-05,1.909280991001449e-05,2.06491862061204e-05,4,11340000000000.0,450109881686.9945,3.969223
5369,NVIDIA GeForce RTX 2080 Ti,64,640,256,hidden_gates,0,212,0.0001187840029597,33554432,6.124697508611563e-05,2.39633525040972e-05,1.7910661348317567e-05,1.937296123370085e-05,4,11340000000000.0,282482751582.16425,2.49103
5370,NVIDIA GeForce RTX 2080 Ti,64,640,320,Activations,0,212,0.000120832003653,81920,6.710635048984707e-05,2.624140988194412e-05,1.9609494215102238e-05,2.1255446392800703e-05,4,11340000000000.0,677966081.1986055,0.005979
5371,NVIDIA GeForce RTX 2080 Ti,64,640,320,Cell Update,0,212,0.000114688001573,40960,7.106675834684196e-05,2.7805855578044717e-05,2.0778142285952423e-05,2.248276048284481e-05,4,11340000000000.0,357142852.24447453,0.003149
5372,NVIDIA GeForce RTX 2080 Ti,64,640,320,Hidden Update,0,212,0.0001004159972071,40960,7.50500947346598e-05,2.9386690175936536e-05,2.19582677061832e-05,2.370513685254005e-05,4,11340000000000.0,407903134.35341644,0.003597
5373,NVIDIA GeForce RTX 2080 Ti,64,640,320,compute_gates,0,212,0.0001431999951601,104857600,6.323519921686116e-05,2.472724200397458e-05,1.847959738467277e-05,2.0028359828213804e-05,4,11340000000000.0,732245834804.4457,6.457194
5374,NVIDIA GeForce RTX 2080 Ti,64,640,320,hidden_gates,0,212,9.340800344944e-05,52428800,5.934190989980593e-05,2.3204185229941388e-05,1.7343296701266003e-05,1.8794427968598545e-05,4,11340000000000.0,561288091639.5854,4.94963
5375,NVIDIA GeForce RTX 2080 Ti,64,640,384,Activations,0,212,0.0001508159935474,98304,6.798149253774465e-05,2.660557684008857e-05,1.9882373942012545e-05,2.1493541755643512e-05,4,11340000000000.0,651814159.0142694,0.005748
5376,NVIDIA GeForce RTX 2080 Ti,64,640,384,Cell Update,0,212,0.0001135680004954,49152,7.18483976804306e-05,2.8117522494097716e-05,2.101130416924409e-05,2.2719571017088774e-05,4,11340000000000.0,432797969.37158257,0.003817
5377,NVIDIA GeForce RTX 2080 Ti,64,640,384,Hidden Update,0,212,0.0001005119979381,49152,7.572848103639003e-05,2.963891259999407e-05,2.2147479796300715e-05,2.3942088640095232e-05,4,11340000000000.0,489016246.8989036,0.004312
5378,NVIDIA GeForce RTX 2080 Ti,64,640,384,compute_gates,0,212,0.0001402879953384,125829120,6.407039365262077e-05,2.5076131171974936e-05,1.874112173709364e-05,2.0253140743552176e-05,4,11340000000000.0,896934336373.3826,7.909474
5379,NVIDIA GeForce RTX 2080 Ti,64,640,384,hidden_gates,0,212,9.42080020904541e-05,75497472,6.012959988880264e-05,2.353585216208209e-05,1.759096535721862e-05,1.9002782369501912e-05,4,11340000000000.0,801391286565.1356,7.066943
5380,NVIDIA GeForce RTX 2080 Ti,64,640,448,Activations,0,212,0.0001289280056953,114688,6.90396155579035e-05,2.7104466128191614e-05,2.0279711458927823e-05,2.165543797078407e-05,4,11340000000000.0,889550717.7164139,0.007844
5381,NVIDIA GeForce RTX 2080 Ti,64,640,448,Cell Update,0,212,0.0001145600005984,57344,7.305183951152748e-05,2.8691689620163885e-05,2.146562814162583e-05,2.289452174973777e-05,4,11340000000000.0,500558656.6032271,0.004414
5382,NVIDIA GeForce RTX 2080 Ti,64,640,448,Hidden Update,0,212,0.0001105920001864,57344,7.710739118089846e-05,3.029113534425143e-05,2.265973416091987e-05,2.4156521675727163e-05,4,11340000000000.0,518518517.6445688,0.004572
5383,NVIDIA GeForce RTX 2080 Ti,64,640,448,compute_gates,0,212,0.0001433279961347,146800640,6.500340982343387e-05,2.5507798184110086e-05,1.9086866178460896e-05,2.040874546086289e-05,4,11340000000000.0,1024228650081.9868,9.031999
5384,NVIDIA GeForce RTX 2080 Ti,64,640,448,hidden_gates,0,212,0.0001300480067729,102760448,6.097916188657194e-05,2.3926408029950608e-05,1.7905727440271826e-05,1.9147026416349503e-05,4,11340000000000.0,790173187194.2362,6.968018
5385,NVIDIA GeForce RTX 2080 Ti,64,640,512,Activations,0,212,0.000120832003653,131072,6.957474821506953e-05,2.737446634393237e-05,2.0439036828671916e-05,2.176124504246522e-05,4,11340000000000.0,1084745729.9177687,0.009566
5386,NVIDIA GeForce RTX 2080 Ti,64,640,512,Cell Update,0,212,0.0001177280023694,65536,7.358526084241205e-05,2.8952800939840984e-05,2.1616812199631065e-05,2.301564770293998e-05,4,11340000000000.0,556672997.7661984,0.004909
5387,NVIDIA GeForce RTX 2080 Ti,64,640,512,Hidden Update,0,212,0.0001034559980034,65536,7.762778750640965e-05,3.054391332391049e-05,2.2804539441262425e-05,2.427933474123672e-05,4,11340000000000.0,633467379.9951764,0.005586
5388,NVIDIA GeForce RTX 2080 Ti,64,640,512,compute_gates,0,212,0.0002076160013675,167772160,6.553224085953327e-05,2.5783076182062103e-05,1.9252533834878705e-05,2.049663084259244e-05,4,11340000000000.0,808088773962.2119,7.126003
5389,NVIDIA GeForce RTX 2080 Ti,64,640,512,hidden_gates,0,212,0.0001320959925651,134217728,6.149026562261893e-05,2.4200852693834207e-05,1.8072419216847877e-05,1.921699371193684e-05,4,11340000000000.0,1016062072691.9808,8.959983
5390,NVIDIA GeForce RTX 2080 Ti,64,640,576,Activations,0,212,0.0001228799968957,147456,6.98458031174779e-05,2.730363295411209e-05,2.038238985354231e-05,2.215978030982349e-05,4,11340000000000.0,1200000030.3154304,0.010582
5391,NVIDIA GeForce RTX 2080 Ti,64,640,576,Cell Update,0,212,0.0001280000060796,73728,7.386686558024068e-05,2.8876689768031483e-05,2.1555100652767577e-05,2.34350751594416e-05,4,11340000000000.0,575999972.6418012,0.005079
5392,NVIDIA GeForce RTX 2080 Ti,64,640,576,Hidden Update,0,212,0.0001228799968957,73728,7.785074227247094e-05,3.0434468792028824e-05,2.271737824512456e-05,2.4698895235317524e-05,4,11340000000000.0,600000015.1577152,0.005291
5393,NVIDIA GeForce RTX 2080 Ti,64,640,576,compute_gates,0,212,0.0002099200040102,188743680,6.586237283256988e-05,2.5745576152091942e-05,1.9220141881295502e-05,2.0896654799182437e-05,4,11340000000000.0,899121934043.1652,7.928765
5394,NVIDIA GeForce RTX 2080 Ti,64,640,576,hidden_gates,0,212,0.0001628160029649,169869312,6.17909287966018e-05,2.415363043395402e-05,1.8032498305648107e-05,1.9604800056999672e-05,4,11340000000000.0,1043320735717.9783,9.200359
5395,NVIDIA GeForce RTX 2080 Ti,64,640,640,Activations,0,212,0.0001607680022716,163840,7.00732638999123e-05,2.7445855290020305e-05,2.04957608347791e-05,2.213164777511289e-05,4,11340000000000.0,1019108265.8551059,0.008987
5396,NVIDIA GeForce RTX 2080 Ti,64,640,640,Cell Update,0,212,0.0001218559965491,81920,7.40685656201229e-05,2.900807876193845e-05,2.166132942637786e-05,2.339915743180658e-05,4,11340000000000.0,672268926.6013396,0.005928
5397,NVIDIA GeForce RTX 2080 Ti,64,640,640,Hidden Update,0,212,0.0001034239977598,81920,7.800870758327951e-05,3.054835777183129e-05,2.2811095337450142e-05,2.464925447399805e-05,4,11340000000000.0,792079225.0775051,0.006985
5398,NVIDIA GeForce RTX 2080 Ti,64,640,640,compute_gates,0,212,0.0002109439969062,209715200,6.59584883910547e-05,2.5836965113823496e-05,1.9295270264531912e-05,2.082625301269928e-05,4,11340000000000.0,994174771862.5697,8.766973
5399,NVIDIA GeForce RTX 2080 Ti,64,640,640,hidden_gates,0,212,0.0001955839991569,209715200,6.174105315677029e-05,2.418724157204899e-05,1.806589929163036e-05,1.9487912293090923e-05,4,11340000000000.0,1072251313522.6556,9.455479
5400,NVIDIA GeForce RTX 2080 Ti,128,64,64,Activations,0,212,0.0001515520066022,32768,7.121840220123237e-05,2.7850577836163737e-05,2.0809047801746302e-05,2.255877656332235e-05,4,11340000000000.0,216216206.79698956,0.001907
5401,NVIDIA GeForce RTX 2080 Ti,128,64,64,Cell Update,0,212,0.0001372479945421,16384,7.527475154782279e-05,2.943669021604478e-05,2.199230540110067e-05,2.384575593067736e-05,4,11340000000000.0,119375150.4687692,0.001053
5402,NVIDIA GeForce RTX 2080 Ti,128,64,64,Hidden Update,0,212,0.0001157120019197,16384,7.933994608017504e-05,3.102669148802306e-05,2.317787320584507e-05,2.5135381386306927e-05,4,11340000000000.0,141592918.0049094,0.001249
5403,NVIDIA GeForce RTX 2080 Ti,128,64,64,compute_gates,0,212,0.0001886080056428,4194304,6.71480121278112e-05,2.626029878594061e-05,1.9621048489120265e-05,2.126666485275033e-05,4,11340000000000.0,22238207682.14626,0.196104
5404,NVIDIA GeForce RTX 2080 Ti,128,64,64,hidden_gates,0,212,0.0001503040045499,4194304,6.301465566912777e-05,2.464446416006183e-05,1.8415394239845128e-05,1.9954797269220816e-05,4,11340000000000.0,27905470732.86738,0.24608
5405,NVIDIA GeForce RTX 2080 Ti,128,64,128,Activations,0,212,0.0001606079936027,65536,7.05087592250534e-05,2.7587244291860102e-05,2.0610413981952056e-05,2.2311100951241263e-05,4,11340000000000.0,408049428.48684126,0.003598
5406,NVIDIA GeForce RTX 2080 Ti,128,64,128,Cell Update,0,212,0.0001208959966897,32768,7.455131369923858e-05,2.9166690000081985e-05,2.1790750697982733e-05,2.3593873001173883e-05,4,11340000000000.0,271042887.252128,0.00239
5407,NVIDIA GeForce RTX 2080 Ti,128,64,128,Hidden Update,0,212,0.000120832003653,32768,7.861610737464637e-05,3.075641349381541e-05,2.297648526812029e-05,2.488320861271069e-05,4,11340000000000.0,271186432.4794422,0.002391
5408,NVIDIA GeForce RTX 2080 Ti,128,64,128,compute_gates,0,212,0.0001454080045223,8388608,6.640717903614244e-05,2.598363189787456e-05,1.941371236953273e-05,2.100983476873517e-05,4,11340000000000.0,57690139050.86298,0.508731
5409,NVIDIA GeForce RTX 2080 Ti,128,64,128,hidden_gates,0,212,9.932799637317656e-05,16777216,6.23108117122582e-05,2.4381963949826613e-05,1.8218794470228917e-05,1.971005329220269e-05,4,11340000000000.0,168907222662.2571,1.489482
5410,NVIDIA GeForce RTX 2080 Ti,128,64,192,Activations,0,212,0.0001251520067453,98304,7.095367305867185e-05,2.773391107613321e-05,2.072650816242256e-05,2.249325382011609e-05,4,11340000000000.0,785476817.803337,0.006927
5411,NVIDIA GeForce RTX 2080 Ti,128,64,192,Cell Update,0,212,0.0001199359968304,49152,7.512363036320587e-05,2.9364190158087663e-05,2.194293417826177e-05,2.381650602685645e-05,4,11340000000000.0,409818580.7343998,0.003614
5412,NVIDIA GeForce RTX 2080 Ti,128,64,192,Hidden Update,0,212,0.0001077440008521,49152,7.92837480395635e-05,3.099002479212132e-05,2.3156961824659245e-05,2.5136761422782956e-05,4,11340000000000.0,456192452.58463037,0.004023
5413,NVIDIA GeForce RTX 2080 Ti,128,64,192,compute_gates,0,212,0.0001546240001916,12582912,6.686273370246986e-05,2.6133354239954443e-05,1.953315233881262e-05,2.119622712370281e-05,4,11340000000000.0,81377483342.87093,0.717614
5414,NVIDIA GeForce RTX 2080 Ti,128,64,192,hidden_gates,0,212,0.0001036799997091,37748736,6.270359209552575e-05,2.450974183010324e-05,1.8319004122107192e-05,1.987484614331533e-05,4,11340000000000.0,364088889910.4307,3.21066
5415,NVIDIA GeForce RTX 2080 Ti,128,64,256,Activations,0,212,0.0001258559972047,131072,7.230736575271819e-05,2.8256689271755064e-05,2.1114854898840143e-05,2.293582158212298e-05,4,11340000000000.0,1041444213.3164014,0.009184
5416,NVIDIA GeForce RTX 2080 Ti,128,64,256,Cell Update,0,212,0.0001353279948234,65536,7.643758743368626e-05,2.987141278576466e-05,2.231991536400528e-05,2.424625928391632e-05,4,11340000000000.0,484275260.8987003,0.004271
5417,NVIDIA GeForce RTX 2080 Ti,128,64,256,Hidden Update,0,212,0.0001402879953384,65536,8.067941812303246e-05,3.1546136347815334e-05,2.356964487579616e-05,2.556363689942096e-05,4,11340000000000.0,467153300.1944701,0.00412
5418,NVIDIA GeForce RTX 2080 Ti,128,64,256,compute_gates,0,212,0.0001545280069112,16777216,6.815797758180953e-05,2.6635021307841452e-05,1.990393514736045e-05,2.1619021126607632e-05,4,11340000000000.0,108570713719.49475,0.957414
5419,NVIDIA GeForce RTX 2080 Ti,128,64,256,hidden_gates,0,212,9.830400347709655e-05,67108864,6.393982205417035e-05,2.4986408877714084e-05,1.8673038141201283e-05,2.0280375035254983e-05,4,11340000000000.0,682666642520.1637,6.019988
5420,NVIDIA GeForce RTX 2080 Ti,128,64,320,Activations,0,212,0.0001595200002193,163840,7.197371352646609e-05,2.8153078077908237e-05,2.1040461942720863e-05,2.2780173505836992e-05,4,11340000000000.0,1027081242.3192145,0.009057
