,duration,energy_joules,num_repeats,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,energy_wh_std_codecarbon,power_watt_std,time_sec_std,params,seq_length,batch_size,num_layers,d_model,num_attention_heads,model,source,peak,component,total_energy_kWh,flops_counts,HEF,FLOPs_QKV Projections,HEF_QKV Projections,duration_QKV Projections,FLOPs_Attention Scores,HEF_Attention Scores,duration_Attention Scores,FLOPs_Attention Output,HEF_Attention Output,duration_Attention Output,FLOPs_Final Projection,HEF_Final Projection,duration_Final Projection
40847,0.8031177978515625,79.45244374145508,1,1.04512263193077,0.2558441432495948,0.1425212205640513,0.0,0.0,0.0,18351592,1024,192,4,640,2,gpt,a100,156.0,Projections,1.4434879957444198,2.192029581312,1.7496152759490968,0.4831838208,67.80878723616757,182.70978207162756,0.25769803776,64.76830660434108,102.01968123408183,0.25769803776,64.76830660434108,0.00010201968123408183,0.1610612736,59.657543210552795,69.2247119794791
64373,0.5337496337890625,52.36617657104492,1,0.7854964681189003,0.189549464725006,0.1051488558184987,0.0,0.0,0.0,3978984,1280,256,6,128,2,bert,a100,156.0,Projections,1.0801947886624053,1.07573116928,1.2919376777155647,0.03221225472,31.258678435912493,39.63484497229313,0.1073741824,53.35899034593298,77.3960717656011,0.1073741824,53.35899034593298,7.739607176560111e-05,0.01073741824,16.00890520377412,25.796743709746288
40405,1.062738037109375,100.73693853759768,1,0.8456146912134308,0.2078701096903989,0.115792948914429,0.0,0.0,0.0,19939304,1280,160,6,512,2,gpt,a100,156.0,Projections,1.1692777498182607,2.6874853376,1.6210457809225374,0.3221225472,66.28842168529623,186.9003428272856,0.268435456,65.08852327717696,158.62152182218645,0.268435456,65.08852327717696,0.00015862152182218647,0.1073741824,53.35899034593298,77.3960717656011
33733,0.6752293701171875,66.78018470458986,1,0.770098701911806,0.1901786693555912,0.1058972305589699,0.0,0.0,0.0,9441768,1280,160,4,384,8,gpt,a100,156.0,Projections,1.0661746018263678,1.3702641664,1.3008534647842434,0.1811939328,61.1813046387238,75.93820210859742,0.201326592,62.409402820231264,82.71542547141422,0.201326592,62.409402820231264,8.271542547141421e-05,0.0603979776,42.75802895664534,36.21930500767395
72225,1.9098388671875,172.84041748046874,1,0.7637316082070207,0.1844318094058849,0.1023040714494708,0.0,0.0,0.0,43642344,1024,256,4,1152,2,bert,a100,156.0,Projections,1.0504674890623762,5.260242059264,1.765567816176766,2.087354105856,68.42841132802758,782.1590346966278,0.618475290624,68.19181895829634,232.5548874848046,0.618475290624,68.19181895829634,0.00023255488748480458,0.695784701952,68.28867171737339,261.2531908252912
33972,1.54125634765625,151.87540049804687,1,0.883450921760172,0.2167091086185368,0.1207228130728462,0.0,0.0,0.0,52448232,1024,160,6,1024,2,gpt,a100,156.0,Projections,1.2208828434515586,4.299485184,1.7882036627748188,1.03079215104,68.41196146355554,579.5163757173822,0.34359738368,66.62806889976443,198.34409440221717,0.34359738368,66.62806889976443,0.00019834409440221717,0.34359738368,66.62806889976443,198.34409440221717
89846,0.3897966918945312,31.425409300537112,1,0.4454269710635135,0.095560293326067,0.1060128323106053,0.0,0.0,0.0,5773288,256,160,4,256,8,gpt,grid,11.34,Projections,0.6470000967001858,0.1827428352,4.1341778421169195,0.01610612736,70.663643959715,80.39740598710819,0.00536870912,57.03548529740024,33.20256761987335,0.00536870912,57.03548529740024,3.320256761987335e-05,0.00536870912,57.03548529740024,33.20256761987335
72248,1.5586868896484376,150.5379798022461,1,0.7826795586431423,0.1889003516390493,0.1047850554663897,0.0,0.0,0.0,50784232,768,256,4,1280,8,bert,a100,156.0,Projections,1.0763649657485814,4.383469535232,1.802745880137761,1.9327352832,68.42835326229947,724.2219429697968,0.38654705664,67.1443277065993,147.61430085471062,0.38654705664,67.1443277065993,0.00014761430085471062,0.6442450944,68.23024234370527,242.10825606336704
33803,1.3500762939453126,136.60071942138674,1,0.7972978292266397,0.196560071840987,0.1094638382238222,0.0,0.0,0.0,29358568,1280,160,4,896,8,gpt,a100,156.0,Projections,1.1033217392914505,3.196464128,1.5177034630234505,0.9865003008,68.40681762761865,369.77132375004277,0.469762048,67.74437451810412,177.80340882370598,0.469762048,67.74437451810412,0.00017780340882370599,0.3288334336,66.40153159253862,126.97939791966401
57537,1.2019901123046874,117.41039416992189,1,0.7335119815313327,0.1773170465929681,0.0983928501677898,0.0,0.0,0.0,24379368,1024,256,4,768,2,bert,a100,156.0,Projections,1.0092218782920903,3.507090096128,1.8703437357688164,0.927712935936,68.39728738542185,347.7844237272516,0.412316860416,67.3753058443083,156.91546120153103,0.412316860416,67.3753058443083,0.00015691546120153102,0.309237645312,66.05138205198064,120.04548801681914
59628,0.6258442993164063,61.97110251831055,1,0.7081071364852534,0.1713641488337092,0.095106588846383,0.0,0.0,0.0,6100968,1280,256,4,256,4,bert,a100,156.0,Projections,0.9745778741653462,1.4619426816,1.4974055777754973,0.12884901888,56.37158456162,58.60791429965318,0.2147483648,63.09666339129154,87.26877194848792,0.2147483648,63.09666339129154,8.726877194848793e-05,0.04294967296,36.36789675271894,30.28147800597493
74118,0.4294082489013672,37.84806062911987,3,0.4770466949703866,0.1569197285545712,0.0881623756407995,2.0915126539320165e-05,1.5118715406923802,0.0005045540243473,23821626,256,256,4,384,2,bert,a100,156.0,Projections,0.7221287991657561,1.551875702784,2.316658144584757,0.173946175488,60.67083098869649,73.51404741229143,0.038654705664,34.45641129760282,28.765221384093426,0.038654705664,34.45641129760282,2.8765221384093427e-05,0.057982058496,41.98353347661539,35.41196572802715
62122,1.442164306640625,135.2750119628906,1,0.8306710667585406,0.2001121475515344,0.1110483808768884,0.0,0.0,0.0,43829480,768,256,6,896,4,bert,a100,156.0,Projections,1.1418315951869633,4.514533146624,2.0066586663674078,0.947040288768,68.40082824299489,532.5173309550862,0.270582939648,65.14876580897581,159.74264456248338,0.270582939648,65.14876580897581,0.00015974264456248337,0.315680096256,66.17331091060514,183.48095322137596
27774,0.7838755493164062,77.75261573669434,1,0.7715262874983182,0.1905125285049006,0.1060845177944029,0.0,0.0,0.0,9441768,1280,160,4,384,12,gpt,a100,156.0,Projections,1.0681233337976226,1.3702641664,1.1205534684772716,0.1811939328,61.1813046387238,75.93820210859742,0.201326592,62.409402820231264,82.71542547141422,0.201326592,62.409402820231264,8.271542547141421e-05,0.0603979776,42.75802895664534,36.21930500767395
72783,0.5580377807617187,55.80935845397949,1,1.0614666838948883,0.2555516761456218,0.1419274780139637,0.0,0.0,0.0,20201448,512,320,6,512,2,bert,a100,156.0,Projections,1.4589458380544726,2.14998827008,2.469720969688483,0.25769803776,64.76830660434108,153.02952185112272,0.08589934592,49.37907876151179,66.90730325042473,0.08589934592,49.37907876151179,6.690730325042473e-05,0.08589934592,49.37907876151179,66.90730325042473
66819,1.7707047119140624,167.31388822875974,1,0.7443100410031143,0.179833468419715,0.0997779151868945,0.0,0.0,0.0,24575976,1280,256,4,768,12,bert,a100,156.0,Projections,1.023921424609724,4.38386262016,1.58703386699566,1.15964116992,68.42084942105443,434.5808218387573,0.6442450944,68.23024234370527,242.10825606336704,0.6442450944,68.23024234370527,0.00024210825606336704,0.38654705664,67.1443277065993,147.61430085471062
69619,1.9515574951171877,177.37706073120117,1,0.8450647535512594,0.2036002086105921,0.1129856896299957,0.0,0.0,0.0,63426280,768,256,6,1152,4,bert,a100,156.0,Projections,1.1616506517918472,5.804231294976,1.9065085685828882,1.565515579392,68.42770517840273,879.9379945877147,0.347892350976,66.6886725936752,200.6408962293167,0.347892350976,66.6886725936752,0.0002006408962293167,0.521838526464,67.96064762365883,295.3284475370503
37205,0.6852828979492187,69.46027453613281,1,0.9265166867683128,0.2268751853480583,0.126386531570229,0.0,0.0,0.0,16293864,768,160,12,256,8,gpt,a100,156.0,Projections,1.279778403686604,1.58103392256,1.4789268588567779,0.04831838208,38.54815506035785,96.41962412257551,0.04831838208,38.54815506035785,96.41962412257551,0.04831838208,38.54815506035785,9.641962412257552e-05,0.01610612736,20.775171210145466,59.63526660329645
40842,0.6490095825195312,64.84254738952636,1,1.0431671575886128,0.2553877106730602,0.1422657746993672,0.0,0.0,0.0,13634536,1024,192,4,512,8,gpt,a100,156.0,Projections,1.4408206429610435,1.753741590528,1.7321675327154469,0.309237645312,66.05138205198064,120.04548801681914,0.206158430208,62.66774861023856,84.35142018510756,0.206158430208,62.66774861023856,8.435142018510755e-05,0.103079215104,52.65159812902337,50.19898524374548
72356,1.0703975830078123,103.80715760009768,1,0.841027211987889,0.2026380750011636,0.1124514613986274,0.0,0.0,0.0,63131368,512,256,6,1152,2,bert,a100,156.0,Projections,1.1561167483876802,3.869487529984,2.3173078524511337,1.043677052928,68.4132056041491,586.7496597788556,0.154618822656,59.093900904571655,100.63437517968073,0.154618822656,59.093900904571655,0.00010063437517968072,0.347892350976,66.6886725936752,200.6408962293167
72149,0.5334813842773437,51.42227063049316,1,0.7176617882956364,0.1736052262762919,0.0963488040703949,0.0,0.0,0.0,14027752,768,256,4,512,2,bert,a100,156.0,Projections,0.9876158186423236,1.753741590528,2.107277517817001,0.309237645312,66.05138205198064,120.04548801681914,0.154618822656,59.093900904571655,67.08958345312048,0.154618822656,59.093900904571655,6.708958345312049e-05,0.103079215104,52.65159812902337,50.19898524374548
69470,0.6147396850585938,65.81403068237304,1,0.7534892011242071,0.1819985406262159,0.1009706084475432,0.0,0.0,0.0,36172776,512,256,4,1024,2,bert,a100,156.0,Projections,1.0364583501979665,2.337929035776,2.4378976910981818,0.824633720832,68.36851143375435,309.2718261212343,0.137438953472,57.37169980344698,61.42533238730273,0.137438953472,57.37169980344698,6.142533238730273e-05,0.274877906944,65.26567516010327,107.99170379855474
59769,0.4639203491210937,46.06265146423341,1,0.787376371845042,0.1899837696149497,0.1053945863402288,0.0,0.0,0.0,3913448,768,256,6,128,8,bert,a100,156.0,Projections,1.0827547278002203,0.645438701568,0.8918400716830561,0.019327352832,23.250184952152527,31.972206923836584,0.038654705664,34.45641129760282,43.14783207614014,0.038654705664,34.45641129760282,4.314783207614014e-05,0.006442450944,11.34657132579714,21.838013233642883
64319,1.4525462646484375,140.59195295532228,1,0.7465820064317903,0.1803650089980027,0.1000701654509792,0.0,0.0,0.0,30276072,1024,256,4,896,2,bert,a100,156.0,Projections,1.0270171808807722,4.09147408384,1.8056153261101946,1.262720385024,68.42429881640105,473.1863728223606,0.481036337152,67.79893327159019,181.92417579448733,0.481036337152,67.79893327159019,0.0001819241757944873,0.420906795008,67.44199197073169,160.02614406712283
66766,0.3005876770019531,29.535745142211912,1,0.7151451915601434,0.1730169944220957,0.0960233498101202,0.0,0.0,0.0,9638376,512,256,4,384,12,bert,a100,156.0,Projections,0.98418553579236,0.876969066496,1.8702019444616276,0.115964116992,54.661806538551296,54.39701110378952,0.051539607552,39.75785051886208,33.23943275409887,0.051539607552,39.75785051886208,3.323943275409887e-05,0.038654705664,34.45641129760282,28.765221384093426
59671,0.6910618896484375,66.8740590612793,1,0.7240695678663016,0.1751056049993717,0.0971760473044747,0.0,0.0,0.0,18843112,768,256,4,640,2,bert,a100,156.0,Projections,0.996351220170148,2.192029581312,2.0333159570158474,0.4831838208,67.80878723616757,182.70978207162756,0.19327352832,61.949061951652055,79.99687709964519,0.19327352832,61.949061951652055,7.999687709964519e-05,0.1610612736,59.657543210552795,69.2247119794791
30707,1.103800537109375,111.02025802246096,1,0.7814191429125934,0.1928383160830292,0.1073858566682828,0.0,0.0,0.0,18351592,1280,160,4,640,8,gpt,a100,156.0,Projections,1.0816433156639071,2.2833641472,1.3260502391011333,0.50331648,67.89354410442668,190.0850948269958,0.33554432,66.50814133520713,129.36311765889042,0.33554432,66.50814133520713,0.00012936311765889043,0.16777216,60.20318385786627,71.45552744463645
69432,0.4486833801269531,44.163905105896,1,0.7291240507987737,0.176289519203169,0.097824851159622,0.0,0.0,0.0,18679272,512,256,4,640,8,bert,a100,156.0,Projections,1.0032384211615648,1.461353054208,2.0878080620534862,0.3221225472,66.28842168529623,124.60022855152376,0.08589934592,49.37907876151179,44.604868833616486,0.08589934592,49.37907876151179,4.4604868833616484e-05,0.1073741824,53.35899034593298,51.59738117706742
62148,1.1913828125,114.82547546875,1,0.8523457763205187,0.2053843420745644,0.1139739178271913,0.0,0.0,0.0,74076648,512,256,6,1280,2,bert,a100,156.0,Projections,1.171704036222274,4.299386912768,2.3132927744619103,1.2884901888,68.42487483912457,724.2587592649835,0.17179869184,60.511732369657175,109.19604736286595,0.17179869184,60.511732369657175,0.00010919604736286595,0.4294967296,67.50415293799864,244.7124253197857
92390,0.2378573150634765,20.72688643463135,1,0.4442361434441846,0.0953178472037853,0.1057439495154594,0.0,0.0,0.0,2629096,256,160,4,128,8,gpt,grid,11.34,Projections,0.6452979401634295,0.09143283712,3.38978871180566,0.00402653184,53.00071459620497,26.797627707667093,0.00268435456,47.27941409905523,20.02694611815278,0.00268435456,47.27941409905523,2.0026946118152777e-05,0.00134217728,37.902419316762774,12.49078944996067
64479,1.9515574951171877,177.37706073120117,1,0.8450647535512594,0.2036002086105921,0.1129856896299957,0.0,0.0,0.0,63426280,768,256,6,1152,4,bert,a100,156.0,Projections,1.1616506517918472,5.804231294976,1.9065085685828882,1.565515579392,68.42770517840273,879.9379945877147,0.347892350976,66.6886725936752,200.6408962293167,0.347892350976,66.6886725936752,0.0002006408962293167,0.521838526464,67.96064762365883,295.3284475370503
61999,0.6286294555664063,61.89485619506836,1,0.7587948731465239,0.1832596690303956,0.101662369879204,0.0,0.0,0.0,36172776,512,256,4,1024,8,bert,a100,156.0,Projections,1.0437169120561234,2.337929035776,2.384031555569471,0.824633720832,68.36851143375435,309.2718261212343,0.137438953472,57.37169980344698,61.42533238730273,0.137438953472,57.37169980344698,6.142533238730273e-05,0.274877906944,65.26567516010327,107.99170379855474
64318,0.9588671264648436,93.64296357055665,1,0.7455994653679809,0.1801378636018421,0.0999455198419118,0.0,0.0,0.0,30046696,768,256,4,896,2,bert,a100,156.0,Projections,1.0256828488117349,3.06860556288,2.0514363186609055,0.947040288768,68.40082824299489,355.0115539700575,0.270582939648,65.14876580897581,106.4950963749889,0.270582939648,65.14876580897581,0.00010649509637498891,0.315680096256,66.17331091060514,122.3206354809173
40304,1.04229248046875,101.59224807128903,1,0.7990264336650768,0.1969711883629355,0.109694109830173,0.0,0.0,0.0,35648488,1024,160,4,1024,2,gpt,a100,156.0,Projections,1.1056917318581865,2.92241129472,1.7973271501449999,1.03079215104,68.41196146355554,386.34425047825476,0.34359738368,66.62806889976443,132.22939626814477,0.34359738368,66.62806889976443,0.00013222939626814477,0.34359738368,66.62806889976443,132.22939626814477
34039,0.6852828979492187,69.46027453613281,1,0.9265166867683128,0.2268751853480583,0.126386531570229,0.0,0.0,0.0,16293864,768,160,12,256,8,gpt,a100,156.0,Projections,1.279778403686604,1.58103392256,1.4789268588567779,0.04831838208,38.54815506035785,96.41962412257551,0.04831838208,38.54815506035785,96.41962412257551,0.04831838208,38.54815506035785,9.641962412257552e-05,0.01610612736,20.775171210145466,59.63526660329645
69403,0.545680419921875,54.67717807617188,1,0.7155249068639087,0.1731055357857065,0.0960725828342442,0.0,0.0,0.0,9736680,768,256,4,384,12,bert,a100,156.0,Projections,0.98470302548386,1.315453599744,1.5452991462220895,0.173946175488,60.67083098869649,73.51404741229143,0.115964116992,54.661806538551296,54.39701110378952,0.115964116992,54.661806538551296,5.439701110378952e-05,0.057982058496,41.98353347661539,35.41196572802715
66830,0.5675702514648437,54.3107973626709,1,0.7509943019060721,0.1814007747607814,0.1006406873207597,0.0,0.0,0.0,29817320,512,256,4,896,8,bert,a100,156.0,Projections,1.0330357639876129,2.04573704192,2.310497943262791,0.631360192512,68.21192920464478,237.3297907519193,0.120259084288,55.26216417715961,55.79886907630989,0.120259084288,55.26216417715961,5.579886907630989e-05,0.210453397504,62.88689163271186,85.80867684091518
30767,1.7892659912109374,171.03593609985353,1,0.8119706187426452,0.1999908628583954,0.1113804234323402,0.0,0.0,0.0,42462696,1280,160,4,1152,4,gpt,a100,156.0,Projections,1.1233419050333815,4.1095641088,1.4722998034499186,1.6307453952,68.4279313829373,611.0660317686313,0.603979776,68.16681116888297,227.1876981997704,0.603979776,68.16681116888297,0.0002271876981997704,0.5435817984,68.02816730213009,204.88564345511634
66916,1.0910048828125,107.93311305664064,1,0.8005979554778548,0.1930380918817389,0.1071057329116995,0.0,0.0,0.0,14171368,1024,256,6,384,8,bert,a100,156.0,Projections,1.1007417802712929,2.58018246656,1.5159997408315848,0.231928233984,63.85084219508484,139.7055447512795,0.206158430208,62.66774861023856,126.52713027766136,0.206158430208,62.66774861023856,0.00012652713027766136,0.077309411328,47.42450309267527,62.6983669479927
33981,1.02035107421875,100.7392615576172,1,0.8903773845235605,0.2183290100016791,0.1216247297809938,0.0,0.0,0.0,52448232,768,160,6,1024,8,gpt,a100,156.0,Projections,1.2303311243062367,3.224613888,2.025832320702035,0.77309411328,68.34470186859392,435.06501834594116,0.19327352832,61.949061951652055,119.99531564946778,0.19327352832,61.949061951652055,0.00011999531564946778,0.25769803776,64.76830660434108,153.02952185112272
95102,0.2829013671875,24.139973662109373,1,0.5000936147967945,0.107901533126259,0.1197063806972611,0.0,0.0,0.0,2629096,256,192,4,128,8,gpt,grid,11.34,Projections,0.7277015286203148,0.109719404544,3.420072725579394,0.004831838208,55.56641647935985,30.672341489222777,0.003221225472,49.846023474141326,22.794892254163067,0.003221225472,49.846023474141326,2.2794892254163067e-05,0.001610612736,40.286772985109884,14.101833557275613
59608,0.3688184814453125,35.985619234619136,1,0.7036191790060009,0.1703136850236166,0.0945194505906633,0.0,0.0,0.0,2792936,1280,256,4,128,2,bert,a100,156.0,Projections,0.968452314620281,0.73146269696,1.2713200877777964,0.03221225472,31.258678435912493,26.423229981528753,0.1073741824,53.35899034593298,51.59738117706742,0.1073741824,53.35899034593298,5.1597381177067416e-05,0.01073741824,16.00890520377412,17.19782913983086
27794,0.9376484375,94.018008828125,1,0.7775282047998502,0.1919230004891106,0.106874482929936,0.0,0.0,0.0,18351592,1280,160,4,640,2,gpt,a100,156.0,Projections,1.0763256882188978,2.2833641472,1.561027467881688,0.50331648,67.89354410442668,190.0850948269958,0.33554432,66.50814133520713,129.36311765889042,0.33554432,66.50814133520713,0.00012936311765889043,0.16777216,60.20318385786627,71.45552744463645
40920,0.6284550170898437,62.83293260864258,1,1.0873882493543476,0.2656953692186247,0.148024401270796,0.0,0.0,0.0,42462696,512,192,4,1152,8,gpt,a100,156.0,Projections,1.5011080198437727,1.972590772224,2.0120473699160297,0.782757789696,68.3498250014561,293.64687555352356,0.115964116992,54.661806538551296,54.39701110378952,0.115964116992,54.661806538551296,5.439701110378952e-05,0.260919263232,64.86781288344214,103.13647433728956
59636,0.4303064880371093,41.68378949615479,1,0.7101867439822769,0.1718528032296324,0.0953793120596616,0.0,0.0,0.0,9736680,768,256,4,384,2,bert,a100,156.0,Projections,0.9774188592715712,1.315453599744,1.9596253146493676,0.173946175488,60.67083098869649,73.51404741229143,0.115964116992,54.661806538551296,54.39701110378952,0.115964116992,54.661806538551296,5.439701110378952e-05,0.057982058496,41.98353347661539,35.41196572802715
67348,0.9650806274414062,91.7019612194824,1,1.031470298231131,0.2485109177266307,0.1379929254838269,0.0,0.0,0.0,43052520,512,320,4,1152,12,bert,a100,156.0,Projections,1.4179741414415858,3.28765128704,2.1837230111341577,1.30459631616,68.4251923963088,488.872393666089,0.19327352832,61.949061951652055,79.99687709964519,0.19327352832,61.949061951652055,7.999687709964519e-05,0.43486543872,67.54085409221219,165.09112913188767
62143,2.152439208984375,201.74812705810547,1,0.8480012939560488,0.2043146418188049,0.1133813360230861,0.0,0.0,0.0,63426280,768,256,6,1152,8,bert,a100,156.0,Projections,1.16569727179794,5.804231294976,1.7285789401126295,1.565515579392,68.42770517840273,879.9379945877147,0.347892350976,66.6886725936752,200.6408962293167,0.347892350976,66.6886725936752,0.0002006408962293167,0.521838526464,67.96064762365883,295.3284475370503
70057,0.7763255615234375,75.20265714477539,1,1.0706640734750152,0.2577080049940168,0.1431297407003286,0.0,0.0,0.0,27214568,512,320,6,640,4,bert,a100,156.0,Projections,1.471501819169359,2.68736249856,2.2190023795264207,0.402653184,67.29442471869632,230.1328971577386,0.1073741824,53.35899034593298,77.3960717656011,0.1073741824,53.35899034593298,7.739607176560111e-05,0.134217728,57.00859964786284,90.55160694314355
57477,0.4453406066894531,47.92755609191895,1,0.7076751361396525,0.1712648249384168,0.0950514657629325,0.0,0.0,0.0,6035432,1024,256,4,256,4,bert,a100,156.0,Projections,0.9739914268410024,1.16955414528,1.6834624654272812,0.103079215104,52.65159812902337,50.19898524374548,0.137438953472,57.37169980344698,61.42533238730273,0.137438953472,57.37169980344698,6.142533238730273e-05,0.034359738368,32.373050069299616,27.214579121425402
72362,1.2113297119140625,116.51780498901368,1,0.8465494150167636,0.203975076906042,0.1131928537075544,0.0,0.0,0.0,63131368,512,256,6,1152,8,bert,a100,156.0,Projections,1.1637173456303602,3.869487529984,2.047700720912138,1.043677052928,68.4132056041491,586.7496597788556,0.154618822656,59.093900904571655,100.63437517968073,0.154618822656,59.093900904571655,0.00010063437517968072,0.347892350976,66.6886725936752,200.6408962293167
33927,1.0848798828125,107.11019083007812,1,0.853956648998107,0.2098217361100321,0.1168817387315248,0.0,0.0,0.0,26886888,1024,160,6,640,4,gpt,a100,156.0,Projections,1.1806601238396663,2.68736249856,1.5878884801898585,0.402653184,67.29442471869632,230.1328971577386,0.2147483648,63.09666339129154,130.90315792273188,0.2147483648,63.09666339129154,0.0001309031579227319,0.134217728,57.00859964786284,90.55160694314355
72759,0.8196216430664063,79.56886910888672,1,1.0489812216843042,0.2526457032044565,0.1403021283352634,0.0,0.0,0.0,8665576,1024,320,6,256,4,bert,a100,156.0,Projections,1.4419290532240223,2.15047962624,1.6818889454477095,0.12884901888,56.37158456162,87.91187144947978,0.17179869184,60.511732369657175,109.19604736286595,0.17179869184,60.511732369657175,0.00010919604736286595,0.04294967296,36.36789675271894,45.42221700896239
69900,0.5571131591796875,55.66117573364258,1,0.9814412757079438,0.2367147197766242,0.1314188483168708,0.0,0.0,0.0,9736680,768,320,4,384,4,bert,a100,156.0,Projections,1.3495748438014372,1.64431699968,1.8919843148584914,0.21743271936,63.22321714095528,88.1827623526001,0.14495514624,58.16735648631654,63.8983589087947,0.14495514624,58.16735648631654,6.38983589087947e-05,0.07247757312,46.21229450770359,40.21439165846733
72719,0.94027197265625,89.87119514648437,1,1.0266240468541312,0.2473460589027999,0.1373457240174346,0.0,0.0,0.0,43052520,512,320,4,1152,4,bert,a100,156.0,Projections,1.4113158297743629,3.28765128704,2.241339564541131,1.30459631616,68.4251923963088,488.872393666089,0.19327352832,61.949061951652055,79.99687709964519,0.19327352832,61.949061951652055,7.999687709964519e-05,0.43486543872,67.54085409221219,165.09112913188767
72701,0.69607080078125,67.29612501953126,1,1.0147577154166283,0.2444826367426196,0.1357540509675883,0.0,0.0,0.0,29817320,512,320,4,896,4,bert,a100,156.0,Projections,1.3949944031268338,2.5571713024,2.354950633604409,0.78920024064,68.35305709767196,296.0497227978858,0.15032385536,58.69470933646015,65.66959566403825,0.15032385536,58.69470933646015,6.566959566403826e-05,0.26306674688,64.93248041893817,103.88177316700737
72816,1.0084287109375,98.29154645507812,1,1.0834599287116902,0.2607937209300877,0.1448408129736909,0.0,0.0,0.0,43600104,512,320,6,896,2,bert,a100,156.0,Projections,1.489094462615467,3.76211095552,2.3914527231476854,0.78920024064,68.35305709767196,444.07458419682877,0.15032385536,58.69470933646015,98.5043934960574,0.15032385536,58.69470933646015,9.85043934960574e-05,0.26306674688,64.93248041893817,155.82265975051104
92406,0.976352294921875,80.37332091796874,1,0.4498624348896598,0.0964690213188926,0.107021065745496,0.0,0.0,0.0,18351592,256,160,4,640,8,gpt,grid,11.34,Projections,0.6533525219540484,0.45667282944,4.124635423423569,0.100663296,80.69796175164423,440.0028783752024,0.0134217728,68.71400385436831,68.89878522188732,0.0134217728,68.71400385436831,6.889878522188733e-05,0.033554432,76.74435781742696,154.22343504915622
74119,0.4302909393310546,37.79120888748169,3,0.4777984447384327,0.1571504832844526,0.0882925993513665,2.378198523255553e-05,0.8746808941932295,0.0006703295194989,23821626,256,256,4,384,4,bert,a100,156.0,Projections,0.7232415273742506,1.551875702784,2.3119057973095356,0.173946175488,60.67083098869649,73.51404741229143,0.038654705664,34.45641129760282,28.765221384093426,0.038654705664,34.45641129760282,2.8765221384093427e-05,0.057982058496,41.98353347661539,35.41196572802715
59766,0.6945228881835938,69.65370045593262,1,0.7867734360849106,0.1898433845143083,0.1053149125856643,0.0,0.0,0.0,3978984,1280,256,6,128,4,bert,a100,156.0,Projections,1.0819317331848832,1.07573116928,0.992870464157676,0.03221225472,31.258678435912493,39.63484497229313,0.1073741824,53.35899034593298,77.3960717656011,0.1073741824,53.35899034593298,7.739607176560111e-05,0.01073741824,16.00890520377412,25.796743709746288
66807,0.8433189697265625,81.92843790893555,1,0.7357680516695311,0.1778406995460568,0.0986816198879243,0.0,0.0,0.0,24182760,768,256,4,768,4,bert,a100,156.0,Projections,1.012290371103512,2.630317572096,1.9993633112516693,0.695784701952,68.28867171737339,261.2531908252912,0.231928233984,63.85084219508484,93.13702983418631,0.231928233984,63.85084219508484,9.313702983418631e-05,0.231928233984,63.85084219508484,93.13702983418631
59775,0.6230480346679688,61.65683351074218,1,0.7896476144953617,0.1905053382983153,0.105688115241626,0.0,0.0,0.0,8665576,1024,256,6,256,2,bert,a100,156.0,Projections,1.085841068035303,1.720383700992,1.7700241448095808,0.103079215104,52.65159812902337,75.29847786561824,0.137438953472,57.37169980344698,92.1379985809541,0.137438953472,57.37169980344698,9.213799858095411e-05,0.034359738368,32.373050069299616,40.8218686821381
30740,0.6381668701171875,62.68713165161133,1,0.7957154146273773,0.1961931752255255,0.1092596458147754,0.0,0.0,0.0,29358568,768,160,4,896,8,gpt,a100,156.0,Projections,1.1011682356676795,1.9178784768,1.9264699212201999,0.59190018048,68.14383502925358,222.71901336489293,0.16911433728,60.307548366891325,71.90252590075666,0.16911433728,60.307548366891325,7.190252590075666e-05,0.19730006016,62.18404990719609,81.35487973344472
72773,1.2411182861328125,135.46806093139648,1,1.0562175552511412,0.2543262230677601,0.1412423908809724,0.0,0.0,0.0,14171368,1024,320,6,384,4,bert,a100,156.0,Projections,1.4517861691998724,3.2252280832,1.665799241367346,0.28991029248,65.63999527038878,169.87197848939363,0.25769803776,64.76830660434108,153.02952185112272,0.25769803776,64.76830660434108,0.00015302952185112273,0.09663676416,51.51265043058529,72.15312336815109
92424,0.5039367370605469,41.363127377929686,1,0.4624953008292767,0.0990213460895767,0.1098530908746572,0.0,0.0,0.0,8403432,256,160,6,256,4,gpt,grid,11.34,Projections,0.671369737793511,0.26880995328,4.7038804029763295,0.01610612736,70.663643959715,120.59610898066228,0.00536870912,57.03548529740024,49.80385142981003,0.00536870912,57.03548529740024,4.980385142981003e-05,0.00536870912,57.03548529740024,49.80385142981003
40303,0.688110107421875,68.39814467773438,1,0.7982977119709922,0.1968022969556003,0.1095998958145117,0.0,0.0,0.0,35648488,768,160,4,1024,2,gpt,a100,156.0,Projections,1.1046999047411057,2.19180847104,2.0418322809091487,0.77309411328,68.34470186859392,290.04334556396077,0.19327352832,61.949061951652055,79.99687709964519,0.19327352832,61.949061951652055,7.999687709964519e-05,0.25769803776,64.76830660434108,102.01968123408183
